schema_version,round,agent,mode,episode_steps,survival_steps,score,coins_collected,initially_available_coins,coins_found,crates_destroyed,bombs_dropped,self_kills,invalid_actions,attempted_actions,invalid_action_rate,survived,termination_reason,executed_action_sequence_sha256,action_up,action_right,action_down,action_left,action_wait,action_bomb,action_unknown,decision_time_median_ms,decision_time_p95_ms,decision_time_max_ms,shaped_reward,epsilon,q_table_size,replay_size,update_count,mean_loss,mean_abs_td_error,target_synchronizations,episode_target_synchronizations,world_seed,agent_seed,treatment,model,scenario,evaluation_pass,collection_fraction
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,f6cf5ab55526d53a9eb3c4e3af2116aaf34571ea8a3e6fe8852cfe969be82e0e,0,200,0,200,0,0,0,0.09417533874511719,0.11874437332153319,0.3578662872314453,,,,,,,,,,102028,202028,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,f6cf5ab55526d53a9eb3c4e3af2116aaf34571ea8a3e6fe8852cfe969be82e0e,0,200,0,200,0,0,0,0.09524822235107422,0.31030178070068326,1.180887222290039,,,,,,,,,,102028,202028,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.102996826171875,0.11806488037109371,0.4019737243652344,,,,,,,,,,102029,202029,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.10395050048828125,0.20051002502441384,0.6508827209472656,,,,,,,,,,102029,202029,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,f6cf5ab55526d53a9eb3c4e3af2116aaf34571ea8a3e6fe8852cfe969be82e0e,0,200,0,200,0,0,0,0.09298324584960938,0.11620521545410148,0.41794776916503906,,,,,,,,,,102030,202030,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,f6cf5ab55526d53a9eb3c4e3af2116aaf34571ea8a3e6fe8852cfe969be82e0e,0,200,0,200,0,0,0,0.09703636169433594,0.17290115356445307,0.4391670227050781,,,,,,,,,,102030,202030,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,7a2deca93b3e4edebf9625b184311e89b1b569e256c03db4a73b362ddbec093b,201,0,199,0,0,0,0,0.10228157043457031,0.2061367034912108,0.5369186401367188,,,,,,,,,,102031,202031,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,7a2deca93b3e4edebf9625b184311e89b1b569e256c03db4a73b362ddbec093b,201,0,199,0,0,0,0,0.102996826171875,0.14187097549438477,0.36787986755371094,,,,,,,,,,102031,202031,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.09608268737792969,0.1538038253784173,0.6377696990966797,,,,,,,,,,102032,202032,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.0966787338256836,0.12325048446655232,0.4410743713378906,,,,,,,,,,102032,202032,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,1,2,1,0,390,400,0.975,True,step_limit,28616633d63b1327ddbfbfe1a42c681e54908e9bf492723736357be6457baa79,391,3,1,1,3,1,0,0.10395050048828125,0.13623237609863273,0.5121231079101562,,,,,,,,,,102033,202033,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,1,2,1,0,390,400,0.975,True,step_limit,28616633d63b1327ddbfbfe1a42c681e54908e9bf492723736357be6457baa79,391,3,1,1,3,1,0,0.102996826171875,0.11903047561645502,0.370025634765625,,,,,,,,,,102033,202033,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.09584426879882812,0.15298128128051744,0.8208751678466797,,,,,,,,,,102034,202034,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.09131431579589844,0.10519027709960933,0.3237724304199219,,,,,,,,,,102034,202034,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,14,14,0,0,9,0,3,2,1,2,14,0.14285714285714285,False,killed,0e04d7294b1ce2beb9b81e3abf5c80baab310815f7a8ae748526d87722ee7e13,1,1,2,2,5,3,0,0.06937980651855469,0.23721456527709955,0.3638267517089844,,,,,,,,,,102035,202035,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,14,14,0,0,9,0,3,2,1,2,14,0.14285714285714285,False,killed,0e04d7294b1ce2beb9b81e3abf5c80baab310815f7a8ae748526d87722ee7e13,1,1,2,2,5,3,0,0.0635385513305664,0.1963019371032714,0.3452301025390625,,,,,,,,,,102035,202035,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.09846687316894531,0.10704994201660156,0.31304359436035156,,,,,,,,,,102036,202036,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.10311603546142578,0.3530740737915037,1.0919570922851562,,,,,,,,,,102036,202036,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.09512901306152344,0.12716054916381828,0.370025634765625,,,,,,,,,,102037,202037,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.09584426879882812,0.11225938796997052,0.36406517028808594,,,,,,,,,,102037,202037,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,2,1,0,0,400,0.0,True,step_limit,c545707ad63d2e8767496ca2bcf82113effd30718ecb18b0c6bc15a973bca4f4,197,1,197,1,3,1,0,0.09608268737792969,0.16467571258544864,0.5500316619873047,,,,,,,,,,102038,202038,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,2,1,0,0,400,0.0,True,step_limit,c545707ad63d2e8767496ca2bcf82113effd30718ecb18b0c6bc15a973bca4f4,197,1,197,1,3,1,0,0.09429454803466797,0.10896921157836913,0.3311634063720703,,,,,,,,,,102038,202038,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.09489059448242188,0.12384653091430654,0.42700767517089844,,,,,,,,,,102039,202039,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.09393692016601562,0.10300874710083006,0.308990478515625,,,,,,,,,,102039,202039,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.09489059448242188,0.11711120605468746,0.43702125549316406,,,,,,,,,,102040,202040,unmasked,r2,classic,primary,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.09489059448242188,0.10614395141601558,0.33211708068847656,,,,,,,,,,102040,202040,unmasked,r2,classic,repeat,0.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,133,133,50,50,50,0,0,0,0,0,133,0.0,True,survived,8f69301322899f5f4b595c40ddf6e018059bcbdc8d5e0fdbedab1ba393d4df41,40,31,26,36,0,0,0,0.11801719665527344,0.26087760925292947,0.9720325469970703,,,,,,,,,,103001,203001,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,133,133,50,50,50,0,0,0,0,0,133,0.0,True,survived,8f69301322899f5f4b595c40ddf6e018059bcbdc8d5e0fdbedab1ba393d4df41,40,31,26,36,0,0,0,0.12302398681640625,0.21066665649414054,0.7388591766357422,,,,,,,,,,103001,203001,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,143,143,50,50,50,0,0,0,0,0,143,0.0,True,survived,ccb734be63e2263349c91c34c912bbcab0132bb6c1121e4a8bcac787dcd35841,47,24,34,38,0,0,0,0.12111663818359375,0.1626729965209961,0.3771781921386719,,,,,,,,,,103002,203002,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,143,143,50,50,50,0,0,0,0,0,143,0.0,True,survived,ccb734be63e2263349c91c34c912bbcab0132bb6c1121e4a8bcac787dcd35841,47,24,34,38,0,0,0,0.12278556823730469,0.21243095397949222,0.9448528289794922,,,,,,,,,,103002,203002,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,117,117,50,50,50,0,0,0,0,0,117,0.0,True,survived,2447e8fb411fbdde073b0c7fd8dbfbcbae38242c820f84403e15e5f5a0531980,31,33,34,19,0,0,0,0.12302398681640625,0.16255378723144517,0.3669261932373047,,,,,,,,,,103003,203003,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,117,117,50,50,50,0,0,0,0,0,117,0.0,True,survived,2447e8fb411fbdde073b0c7fd8dbfbcbae38242c820f84403e15e5f5a0531980,31,33,34,19,0,0,0,0.125885009765625,0.3400802612304686,0.8728504180908203,,,,,,,,,,103003,203003,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,130,130,50,50,50,0,0,0,0,1,130,0.007692307692307693,True,survived,0822c4c74234c25b5e5db66a9b7f08ad707a78131ca70062efe0c41462689974,34,33,34,29,0,0,0,0.14102458953857422,0.4955887794494629,0.9250640869140625,,,,,,,,,,103004,203004,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,130,130,50,50,50,0,0,0,0,1,130,0.007692307692307693,True,survived,0822c4c74234c25b5e5db66a9b7f08ad707a78131ca70062efe0c41462689974,34,33,34,29,0,0,0,0.11754035949707031,0.1558423042297363,0.4379749298095703,,,,,,,,,,103004,203004,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,101,101,50,50,50,0,0,0,0,0,101,0.0,True,survived,703a4bc4cf79324c193c8ade48ddd77189159117a31830923521f1ffdec9382e,17,26,26,32,0,0,0,0.1201629638671875,0.18095970153808594,0.3190040588378906,,,,,,,,,,103005,203005,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,101,101,50,50,50,0,0,0,0,0,101,0.0,True,survived,703a4bc4cf79324c193c8ade48ddd77189159117a31830923521f1ffdec9382e,17,26,26,32,0,0,0,0.12278556823730469,0.15616416931152344,0.5617141723632812,,,,,,,,,,103005,203005,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,128,128,50,50,50,0,0,0,0,0,128,0.0,True,survived,3bb1b38e2b972cc1d57ecd8054d50b5eeccc74eb54f9a3f75d00c5f05a3a8f5a,40,31,26,31,0,0,0,0.11909008026123047,0.17507076263427734,0.36716461181640625,,,,,,,,,,103006,203006,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,128,128,50,50,50,0,0,0,0,0,128,0.0,True,survived,3bb1b38e2b972cc1d57ecd8054d50b5eeccc74eb54f9a3f75d00c5f05a3a8f5a,40,31,26,31,0,0,0,0.11360645294189453,0.15025138854980466,0.33402442932128906,,,,,,,,,,103006,203006,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,128,128,50,50,50,0,0,0,0,0,128,0.0,True,survived,411d3728a8fda989379b29658ffd77766c6e296efc83fd9bd53d294175369dbe,28,42,28,30,0,0,0,0.12052059173583984,0.1793026924133299,0.37598609924316406,,,,,,,,,,103007,203007,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,128,128,50,50,50,0,0,0,0,0,128,0.0,True,survived,411d3728a8fda989379b29658ffd77766c6e296efc83fd9bd53d294175369dbe,28,42,28,30,0,0,0,0.12111663818359375,0.155794620513916,0.3478527069091797,,,,,,,,,,103007,203007,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,133,133,50,50,50,0,0,0,0,0,133,0.0,True,survived,16d2fd7794f02b90bb7b51af943944e475980b4df572a54297fe4d4cea414794,29,33,42,29,0,0,0,0.11682510375976562,0.1555919647216797,0.3819465637207031,,,,,,,,,,103008,203008,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,133,133,50,50,50,0,0,0,0,0,133,0.0,True,survived,16d2fd7794f02b90bb7b51af943944e475980b4df572a54297fe4d4cea414794,29,33,42,29,0,0,0,0.12230873107910156,0.2641677856445307,0.45609474182128906,,,,,,,,,,103008,203008,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,114,114,50,50,50,0,0,0,0,0,114,0.0,True,survived,8a313f27fdcce2c99d990a37911cf5caeafd1cdc7a0bc91f53fb4f66126f363a,40,19,28,27,0,0,0,0.12290477752685547,0.1621246337890625,0.35500526428222656,,,,,,,,,,103009,203009,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,114,114,50,50,50,0,0,0,0,0,114,0.0,True,survived,8a313f27fdcce2c99d990a37911cf5caeafd1cdc7a0bc91f53fb4f66126f363a,40,19,28,27,0,0,0,0.12004375457763672,0.16769170761108396,0.36406517028808594,,,,,,,,,,103009,203009,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,135,135,50,50,50,0,0,0,0,0,135,0.0,True,survived,257fb4d14f381e109f5309a6f274e9bd29660feb72f9db9463c0f45f3f852324,37,37,28,33,0,0,0,0.125885009765625,0.3302335739135742,0.9229183197021484,,,,,,,,,,103010,203010,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,135,135,50,50,50,0,0,0,0,0,135,0.0,True,survived,257fb4d14f381e109f5309a6f274e9bd29660feb72f9db9463c0f45f3f852324,37,37,28,33,0,0,0,0.1270771026611328,0.48530101776123047,0.7429122924804688,,,,,,,,,,103010,203010,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,139,139,50,50,50,0,0,0,0,0,139,0.0,True,survived,3599c285e44b738c4118a0acb3e2c8241795d09385acb22c1846c64b65227d5e,29,35,35,40,0,0,0,0.11897087097167969,0.15327930450439453,0.3619194030761719,,,,,,,,,,103011,203011,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,139,139,50,50,50,0,0,0,0,0,139,0.0,True,survived,3599c285e44b738c4118a0acb3e2c8241795d09385acb22c1846c64b65227d5e,29,35,35,40,0,0,0,0.1201629638671875,0.18537044525146476,0.46515464782714844,,,,,,,,,,103011,203011,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,135,135,50,50,50,0,0,0,0,0,135,0.0,True,survived,0b27932732fcef992d101b185b4b2913478676ca357cd52a5a044c91b08cb02e,28,39,36,32,0,0,0,0.1239776611328125,0.1718759536743164,0.4458427429199219,,,,,,,,,,103012,203012,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,135,135,50,50,50,0,0,0,0,0,135,0.0,True,survived,0b27932732fcef992d101b185b4b2913478676ca357cd52a5a044c91b08cb02e,28,39,36,32,0,0,0,0.11968612670898438,0.16005039215087888,0.42891502380371094,,,,,,,,,,103012,203012,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,139,139,50,50,50,0,0,0,0,0,139,0.0,True,survived,04f8486c312a3c7509855b251354ff0880d2bc7ba91c25619b739a862da02c6f,34,28,38,39,0,0,0,0.11587142944335938,0.15673637390136716,0.3399848937988281,,,,,,,,,,103013,203013,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,139,139,50,50,50,0,0,0,0,0,139,0.0,True,survived,04f8486c312a3c7509855b251354ff0880d2bc7ba91c25619b739a862da02c6f,34,28,38,39,0,0,0,0.11897087097167969,0.15306472778320312,0.347137451171875,,,,,,,,,,103013,203013,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,116,116,50,50,50,0,0,0,0,0,116,0.0,True,survived,1d0aad69a48644d69c2b3824b0fe927710ac8b3d035b2668bc447c28ebe4902b,34,37,22,23,0,0,0,0.11801719665527344,0.15288591384887695,0.37288665771484375,,,,,,,,,,103014,203014,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,116,116,50,50,50,0,0,0,0,0,116,0.0,True,survived,1d0aad69a48644d69c2b3824b0fe927710ac8b3d035b2668bc447c28ebe4902b,34,37,22,23,0,0,0,0.12099742889404297,0.16558170318603516,0.7469654083251953,,,,,,,,,,103014,203014,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,123,123,50,50,50,0,0,0,0,0,123,0.0,True,survived,b3f026fd24cd1f07e30003bd30050417749c65c1320775c2e5afa050ec798438,38,34,25,26,0,0,0,0.13208389282226562,0.41584968566894515,0.5900859832763672,,,,,,,,,,103015,203015,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,123,123,50,50,50,0,0,0,0,0,123,0.0,True,survived,b3f026fd24cd1f07e30003bd30050417749c65c1320775c2e5afa050ec798438,38,34,25,26,0,0,0,0.1239776611328125,0.17654895782470695,0.3578662872314453,,,,,,,,,,103015,203015,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,125,125,50,50,50,0,0,0,0,1,125,0.008,True,survived,03c72398f65a80b555195a1c418d25a1d95ea6d7c2d3cdb96f962b2fccc339e9,26,29,40,30,0,0,0,0.12373924255371094,0.1556873321533203,0.37288665771484375,,,,,,,,,,103016,203016,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,125,125,50,50,50,0,0,0,0,1,125,0.008,True,survived,03c72398f65a80b555195a1c418d25a1d95ea6d7c2d3cdb96f962b2fccc339e9,26,29,40,30,0,0,0,0.1239776611328125,0.17719268798828122,0.4069805145263672,,,,,,,,,,103016,203016,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,125,125,50,50,50,0,0,0,0,0,125,0.0,True,survived,a61cf35f9edbff97bf0e2c156bc13da8e3e9fd5812bde2f88450041481e0b199,24,35,27,39,0,0,0,0.11587142944335938,0.15172958374023438,0.3600120544433594,,,,,,,,,,103017,203017,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,125,125,50,50,50,0,0,0,0,0,125,0.0,True,survived,a61cf35f9edbff97bf0e2c156bc13da8e3e9fd5812bde2f88450041481e0b199,24,35,27,39,0,0,0,0.11801719665527344,0.1956939697265624,0.4978179931640625,,,,,,,,,,103017,203017,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,140,140,50,50,50,0,0,0,0,0,140,0.0,True,survived,4f5e16556bb724d971168dc061f7cfc3db265d890222c727fa625fdbb0b33479,22,35,34,49,0,0,0,0.13017654418945312,0.4685163497924803,0.6380081176757812,,,,,,,,,,103018,203018,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,140,140,50,50,50,0,0,0,0,0,140,0.0,True,survived,4f5e16556bb724d971168dc061f7cfc3db265d890222c727fa625fdbb0b33479,22,35,34,49,0,0,0,0.1233816146850586,0.15499591827392553,0.43511390686035156,,,,,,,,,,103018,203018,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,125,125,50,50,50,0,0,0,0,0,125,0.0,True,survived,ad6197a36d8289e22cab2c38b38fa603be555bf1488a548322ccd4c2f5f1bcee,33,36,25,31,0,0,0,0.12183189392089844,0.20656585693359375,0.576019287109375,,,,,,,,,,103019,203019,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,125,125,50,50,50,0,0,0,0,0,125,0.0,True,survived,ad6197a36d8289e22cab2c38b38fa603be555bf1488a548322ccd4c2f5f1bcee,33,36,25,31,0,0,0,0.1220703125,0.21309852600097656,0.5252361297607422,,,,,,,,,,103019,203019,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,121,121,50,50,50,0,0,0,0,0,121,0.0,True,survived,7d8f5392db6d8ed06e4f3dd90a35ddea5714e9afd533992af56c581f643e30bd,25,27,39,29,1,0,0,0.11706352233886719,0.17309188842773438,0.392913818359375,,,,,,,,,,103020,203020,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,121,121,50,50,50,0,0,0,0,0,121,0.0,True,survived,7d8f5392db6d8ed06e4f3dd90a35ddea5714e9afd533992af56c581f643e30bd,25,27,39,29,1,0,0,0.11515617370605469,0.15211105346679688,0.3299713134765625,,,,,,,,,,103020,203020,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,127,127,50,50,50,0,0,0,0,0,127,0.0,True,survived,51047e9a395bcfe72fe620957fbb18c70d3e1936ad6e321b6c5185c954b889f8,30,26,38,33,0,0,0,0.1270771026611328,0.21045207977294916,0.5321502685546875,,,,,,,,,,103021,203021,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,127,127,50,50,50,0,0,0,0,0,127,0.0,True,survived,51047e9a395bcfe72fe620957fbb18c70d3e1936ad6e321b6c5185c954b889f8,30,26,38,33,0,0,0,0.12803077697753906,0.15997886657714844,0.48613548278808594,,,,,,,,,,103021,203021,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,139,139,50,50,50,0,0,0,0,0,139,0.0,True,survived,ba28464c1a83045e9bbe2b0070f05679d0b31e82bdee85a3304c05b2fb8c79de,41,33,30,35,0,0,0,0.11992454528808594,0.15017986297607422,0.33593177795410156,,,,,,,,,,103022,203022,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,139,139,50,50,50,0,0,0,0,0,139,0.0,True,survived,ba28464c1a83045e9bbe2b0070f05679d0b31e82bdee85a3304c05b2fb8c79de,41,33,30,35,0,0,0,0.125885009765625,0.19733905792236325,0.8440017700195312,,,,,,,,,,103022,203022,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,139,139,50,50,50,0,0,0,0,0,139,0.0,True,survived,018c07e34275ed79fe73aa11470b31491f687df8d9035e37ac86aafc59831ed0,42,29,28,40,0,0,0,0.11610984802246094,0.1622915267944336,0.6442070007324219,,,,,,,,,,103023,203023,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,139,139,50,50,50,0,0,0,0,0,139,0.0,True,survived,018c07e34275ed79fe73aa11470b31491f687df8d9035e37ac86aafc59831ed0,42,29,28,40,0,0,0,0.11420249938964844,0.15208721160888672,0.3349781036376953,,,,,,,,,,103023,203023,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,131,131,50,50,50,0,0,0,0,0,131,0.0,True,survived,3e66f8e81af825f2fcf2ff4e9e0aff1f38e24abb161001c807e2fd4a1268bfb5,25,32,32,42,0,0,0,0.1289844512939453,0.5098581314086914,1.188039779663086,,,,,,,,,,103024,203024,unmasked,r2,coin-heaven,primary,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,131,131,50,50,50,0,0,0,0,0,131,0.0,True,survived,3e66f8e81af825f2fcf2ff4e9e0aff1f38e24abb161001c807e2fd4a1268bfb5,25,32,32,42,0,0,0,0.125885009765625,0.31888484954833984,0.5822181701660156,,,,,,,,,,103024,203024,unmasked,r2,coin-heaven,repeat,1.0
1,1,_run_plan_95b945dbf3_db77fd01af,evaluation,124,124,50,50,50,0,0,0,0,0,124,0.0,True,survived,a706e740785b72902ca7e115aa927da12d3e559c2d8487023cd1771b98882375,30,32,28,34,0,0,0,0.12099742889404297,0.23913383483886716,0.6101131439208984,,,,,,,,,,103025,203025,unmasked,r2,coin-heaven,primary,1.0
