schema_version,round,agent,mode,episode_steps,survival_steps,score,coins_collected,initially_available_coins,coins_found,crates_destroyed,bombs_dropped,self_kills,invalid_actions,attempted_actions,invalid_action_rate,survived,termination_reason,executed_action_sequence_sha256,action_up,action_right,action_down,action_left,action_wait,action_bomb,action_unknown,decision_time_median_ms,decision_time_p95_ms,decision_time_max_ms,shaped_reward,epsilon,q_table_size,replay_size,update_count,mean_loss,mean_abs_td_error,target_synchronizations,episode_target_synchronizations,world_seed,agent_seed,arm,replica,scenario,pass,collection_fraction
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,540a8b359dc5639a7edcdf32afe2e1254766fc0cb28076c6d8269f2faca3f041,199,0,199,2,0,0,0,0.10097026824951172,0.3412842750549313,1.1639595031738281,,,,,,,,,,104005,204005,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,3,1,0,0,400,0.0,True,step_limit,d93b9caf97e7000195d517690cc284de997f7f4c21f5b7b5798e4d97c71f8a5b,197,1,197,1,3,1,0,0.11706352233886719,0.2925634384155269,1.1980533599853516,,,,,,,,,,104006,204006,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.10585784912109375,0.29045343399047824,1.6551017761230469,,,,,,,,,,104007,204007,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.10383129119873047,0.24861097335815371,0.5142688751220703,,,,,,,,,,104008,204008,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.10919570922851562,0.32564401626586875,1.4050006866455078,,,,,,,,,,104009,204009,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,16,16,1,1,50,2,7,2,1,3,16,0.1875,False,killed,4c32bd519c6ae63cd5dbef9fdf95f8ed2ab008520852e3e9c5a51515611535e8,4,2,1,3,4,2,0,0.13494491577148438,0.3476738929748535,0.45800209045410156,,,,,,,,,,104010,204010,control,r3,loot-crate,primary,0.02
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.09799003601074219,0.2952575683593749,0.84686279296875,,,,,,,,,,104011,204011,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,1,3,1,0,1,400,0.0025,True,step_limit,af5e1be1352432104c304f1b501e646d664c2cdb06f2b0e11df240a419ce62ed,4,1,1,1,392,1,0,0.12183189392089844,0.23617744445800767,0.5908012390136719,,,,,,,,,,104012,204012,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.09799003601074219,0.22425651550292955,0.5128383636474609,,,,,,,,,,104013,204013,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,13,13,0,0,50,1,3,2,1,3,13,0.23076923076923078,False,killed,d9e372edd9435a5bf4ff5b53dd7f523ba07db2a7390d01c9732db64609d805b4,2,2,1,1,4,3,0,0.11587142944335938,1.1400222778320295,1.9259452819824219,,,,,,,,,,104014,204014,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,3,1,0,0,400,0.0,True,step_limit,66cb372c910c457efd0641d9eaa3316b46fdb670aff7631c43cfa4a4f9dec8b7,197,1,197,1,3,1,0,0.11789798736572266,0.4177212715148926,1.203775405883789,,,,,,,,,,104015,204015,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.1308917999267578,0.4491925239562986,1.127004623413086,,,,,,,,,,104016,204016,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.12052059173583984,0.5572438240051267,1.528024673461914,,,,,,,,,,104017,204017,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.10526180267333984,0.38946866989135687,1.5020370483398438,,,,,,,,,,104018,204018,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,1,1,1,0,391,400,0.9775,True,step_limit,87f6a5e4d103f7cda31b2c610496d7c70cea51b8eb8961ae8b5eae900673569f,3,391,1,1,3,1,0,0.09226799011230469,0.22511482238769526,0.8990764617919922,,,,,,,,,,104019,204019,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,5,5,0,0,50,1,1,1,1,0,5,0.0,False,killed,190af82ba586de736b4dae645c3d464506e50838b71df37bce7a3101d9c7be56,0,1,0,0,3,1,0,0.11587142944335938,0.43215751647949213,0.4849433898925781,,,,,,,,,,104020,204020,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.09953975677490234,0.19418001174926747,1.4760494232177734,,,,,,,,,,104021,204021,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.10395050048828125,0.2921104431152343,0.7719993591308594,,,,,,,,,,104022,204022,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.10013580322265625,0.24601221084594707,1.4698505401611328,,,,,,,,,,104023,204023,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.0921487808227539,0.12432336807250967,0.5948543548583984,,,,,,,,,,104024,204024,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.09703636169433594,0.11420249938964844,0.28204917907714844,,,,,,,,,,104025,204025,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,7,7,0,0,50,2,5,1,1,1,7,0.14285714285714285,False,killed,5221ff1a719fcfd107149cc26b86a64eef825642348e1ecb0349ebfcf9d9d14f,2,1,1,0,2,1,0,0.08082389831542969,0.2372264862060546,0.2758502960205078,,,,,,,,,,104026,204026,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.10180473327636719,0.12497901916503902,0.3046989440917969,,,,,,,,,,104027,204027,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,18,18,1,1,50,4,8,2,1,2,18,0.1111111111111111,False,killed,fa2709e9a847260f4ab7eda31df10065c150dd69db107a05ac3818176f603317,6,2,2,1,5,2,0,0.08857250213623047,0.16058683395385728,0.2491474151611328,,,,,,,,,,104028,204028,control,r3,loot-crate,primary,0.02
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.09012222290039062,0.11711120605468746,0.5083084106445312,,,,,,,,,,104029,204029,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,feb0349ac0a685cea489db94b543043d83ccdd443dd246baaa00c0a510fb22fe,0,199,0,201,0,0,0,0.08177757263183594,0.09976625442504873,0.33020973205566406,,,,,,,,,,104030,204030,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.10585784912109375,0.19437074661254855,1.600027084350586,,,,,,,,,,104031,204031,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.09202957153320312,0.11935234069824206,0.2779960632324219,,,,,,,,,,104032,204032,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,3,1,0,0,400,0.0,True,step_limit,d93b9caf97e7000195d517690cc284de997f7f4c21f5b7b5798e4d97c71f8a5b,197,1,197,1,3,1,0,0.102996826171875,0.1220703125,0.46515464782714844,,,,,,,,,,104033,204033,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.09012222290039062,0.12499094009399409,0.6680488586425781,,,,,,,,,,104034,204034,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.09143352508544922,0.10395050048828125,0.3151893615722656,,,,,,,,,,104035,204035,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.091552734375,0.13915300369262681,0.3368854522705078,,,,,,,,,,104036,204036,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.1068115234375,0.14396905899047832,0.39887428283691406,,,,,,,,,,104037,204037,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.09322166442871094,0.13098716735839835,0.3840923309326172,,,,,,,,,,104038,204038,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.10275840759277344,0.24650096893310505,0.8537769317626953,,,,,,,,,,104039,204039,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_e49d63b2a8,evaluation,400,400,0,0,50,0,3,1,0,0,400,0.0,True,step_limit,d93b9caf97e7000195d517690cc284de997f7f4c21f5b7b5798e4d97c71f8a5b,197,1,197,1,3,1,0,0.10347366333007812,0.3378987312316894,1.264810562133789,,,,,,,,,,104040,204040,control,r3,loot-crate,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.09918212890625,0.12307167053222652,0.37598609924316406,,,,,,,,,,102001,202001,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.10323524475097656,0.13009309768676744,0.33402442932128906,,,,,,,,,,102002,202002,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,2,1,0,0,400,0.0,True,step_limit,beca7c15b73422173349318c732bee5d09d44f66131668e77a58470934cfe5ea,197,0,198,2,2,1,0,0.09703636169433594,0.14930963516235324,0.6921291351318359,,,,,,,,,,102003,202003,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,1,50,0,0,400,0.0,True,step_limit,cada46a2d253092f1a7f2f9b97ec664182a07cc7bf0afe5c51517e45a1834b60,50,50,50,50,150,50,0,0.051021575927734375,0.11110305786132812,0.3039836883544922,,,,,,,,,,102004,202004,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,3,2,0,0,400,0.0,True,step_limit,7763bea6460fcc445e6c71b61047f0c58d51fe3f7eae2de26bac7e732ddab1f4,194,1,196,1,6,2,0,0.09799003601074219,0.12080669403076157,0.2789497375488281,,,,,,,,,,102005,202005,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,2,1,0,0,400,0.0,True,step_limit,91c2ab0c22a011f03ad3ad17000ba7e7eae60ba9bb65c8290d6bb2861ec051da,197,1,197,1,3,1,0,0.1024007797241211,0.11587142944335938,0.3268718719482422,,,,,,,,,,102006,202006,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,1,2,1,0,1,400,0.0025,True,step_limit,3c494382091a4f2425d9edda4926758dca328a34359dc4c89e17bc70eb6d5ec0,1,1,4,1,392,1,0,0.10013580322265625,0.1361370086669922,0.5028247833251953,,,,,,,,,,102007,202007,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,feb0349ac0a685cea489db94b543043d83ccdd443dd246baaa00c0a510fb22fe,0,199,0,201,0,0,0,0.09298324584960938,0.11810064315795891,0.5629062652587891,,,,,,,,,,102008,202008,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,4,2,0,1,400,0.0025,True,step_limit,fe656589e26f1a5453776708e95adde9450fdc00df417298a1a7fee5af0a7bb5,193,1,197,2,5,2,0,0.10991096496582031,0.14433860778808585,0.39696693420410156,,,,,,,,,,102009,202009,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,f6cf5ab55526d53a9eb3c4e3af2116aaf34571ea8a3e6fe8852cfe969be82e0e,0,200,0,200,0,0,0,0.09131431579589844,0.11329650878906246,0.33092498779296875,,,,,,,,,,102010,202010,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,43f16ff4892d62035d6f3344b683801d4cefcafe1ea6ce01871bed1a5141ebde,0,201,0,199,0,0,0,0.08809566497802734,0.12425184249877927,1.2209415435791016,,,,,,,,,,102011,202011,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,45,0,0,400,0.0,True,step_limit,e30442d4292d473dd29f39fb317dd44f301b20ce4bcc3c26c22b0a33952254e8,44,45,44,45,177,45,0,0.06949901580810547,0.17828941345214827,0.8921623229980469,,,,,,,,,,102012,202012,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.09489059448242188,0.14005899429321278,0.5419254302978516,,,,,,,,,,102013,202013,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,2,50,0,0,400,0.0,True,step_limit,cada46a2d253092f1a7f2f9b97ec664182a07cc7bf0afe5c51517e45a1834b60,50,50,50,50,150,50,0,0.0730752944946289,0.23218393325805645,0.659942626953125,,,,,,,,,,102014,202014,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,f6cf5ab55526d53a9eb3c4e3af2116aaf34571ea8a3e6fe8852cfe969be82e0e,0,200,0,200,0,0,0,0.09512901306152344,0.14737844467163083,0.5311965942382812,,,,,,,,,,102015,202015,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,1,2,1,0,1,400,0.0025,True,step_limit,3dae3c1f1d5804f80de966cefc742cbc369ba019fea8e173ac3f1c4d45f17fa0,1,3,2,1,392,1,0,0.1220703125,0.3174185752868652,2.2001266479492188,,,,,,,,,,102016,202016,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,2,50,0,0,400,0.0,True,step_limit,a289f649cfac20b9f16c1a7b77bfd0befa8d1d520c8f8fda4b5fc59e7b738f6d,50,50,50,50,150,50,0,0.07081031799316406,0.31039714813232383,0.5900859832763672,,,,,,,,,,102017,202017,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,849ce254fac996bcccfe6c4e8dde38e2f1c31cbde8f776596683901842342715,199,0,201,0,0,0,0,0.10704994201660156,0.2929449081420897,0.9241104125976562,,,,,,,,,,102018,202018,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,4,2,0,0,400,0.0,True,step_limit,3fb4ba376f50c60c392a9aba89fc0ca06fb4241dc8f9a5832eab7ea89c1ecdd0,1,193,5,193,6,2,0,0.11205673217773438,0.2143621444702144,0.7898807525634766,,,,,,,,,,102019,202019,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,1,1,0,0,400,0.0,True,step_limit,2c8e9c64f9bc1838273d0d11dd738adef60542ba2165a61f0bcc0781a8bdbf06,2,196,2,197,2,1,0,0.1131296157836914,0.36714076995849587,0.7882118225097656,,,,,,,,,,102020,202020,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,f6cf5ab55526d53a9eb3c4e3af2116aaf34571ea8a3e6fe8852cfe969be82e0e,0,200,0,200,0,0,0,0.09918212890625,0.27854442596435497,0.9157657623291016,,,,,,,,,,102021,202021,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,2,1,0,0,400,0.0,True,step_limit,dc64db91fb29af2a2e0ee31b6085070b3671d006cba26c37297c34df69c6bd62,1,197,1,197,3,1,0,0.10907649993896484,0.2152204513549801,0.5879402160644531,,,,,,,,,,102022,202022,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,2,50,0,0,400,0.0,True,step_limit,a289f649cfac20b9f16c1a7b77bfd0befa8d1d520c8f8fda4b5fc59e7b738f6d,50,50,50,50,150,50,0,0.06914138793945312,0.2236485481262207,0.6527900695800781,,,,,,,,,,102023,202023,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,3e457cc2304ad2ccf2d6296a66213cdc8d455614dc7958b9ee35c31a82fdf5fa,200,0,200,0,0,0,0,0.10514259338378906,0.29261112213134716,0.9899139404296875,,,,,,,,,,102024,202024,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.09202957153320312,0.17014741897582994,1.1260509490966797,,,,,,,,,,102025,202025,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,f6cf5ab55526d53a9eb3c4e3af2116aaf34571ea8a3e6fe8852cfe969be82e0e,0,200,0,200,0,0,0,0.10991096496582031,0.28738975524902316,0.6198883056640625,,,,,,,,,,102026,202026,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,2,50,0,0,400,0.0,True,step_limit,a289f649cfac20b9f16c1a7b77bfd0befa8d1d520c8f8fda4b5fc59e7b738f6d,50,50,50,50,150,50,0,0.08654594421386719,0.300884246826171,2.8791427612304688,,,,,,,,,,102027,202027,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,2,1,0,0,400,0.0,True,step_limit,65e01cbc6e5178798b4bde8c4a45169c55d9e6dd8cf8796f8fa612ab1536465a,1,198,1,197,2,1,0,0.10895729064941406,0.14511346817016588,1.0590553283691406,,,,,,,,,,102028,202028,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.10967254638671875,0.2731442451477049,0.9217262268066406,,,,,,,,,,102029,202029,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,f6cf5ab55526d53a9eb3c4e3af2116aaf34571ea8a3e6fe8852cfe969be82e0e,0,200,0,200,0,0,0,0.102996826171875,0.24337768554687483,0.8530616760253906,,,,,,,,,,102030,202030,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.11014938354492188,0.21276473999023363,0.946044921875,,,,,,,,,,102031,202031,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,2,1,0,0,400,0.0,True,step_limit,91c2ab0c22a011f03ad3ad17000ba7e7eae60ba9bb65c8290d6bb2861ec051da,197,1,197,1,3,1,0,0.10228157043457031,0.2958893775939922,0.7531642913818359,,,,,,,,,,102032,202032,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,1,2,1,0,1,400,0.0025,True,step_limit,6b52ac8ee1af34d202c10ffeec33723ec349be22e27ace5bf4d1c7f2f35ff6a2,1,197,1,197,3,1,0,0.1380443572998047,0.5079030990600585,1.3151168823242188,,,,,,,,,,102033,202033,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,ec4d2d691ba807368054ab792e15b86f9a876da886ced21d0f6805ce126bf166,200,0,200,0,0,0,0,0.11456012725830078,0.6097674369812004,1.2922286987304688,,,,,,,,,,102034,202034,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,4,2,0,0,400,0.0,True,step_limit,f4fc404318bbf911d07c79410998b12e6881663874892ef0a1d12485b649184b,1,196,1,194,6,2,0,0.12385845184326172,0.4150748252868644,1.2660026550292969,,,,,,,,,,102035,202035,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,5,5,0,0,9,0,1,1,1,2,5,0.4,False,killed,73ebfd715676755860c028aba68cf8127db5f307be68d092ba1e9d793d73a3d4,0,1,1,0,2,1,0,0.07510185241699219,0.5354881286621093,0.6351470947265625,,,,,,,,,,102036,202036,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,2,50,0,0,400,0.0,True,step_limit,a289f649cfac20b9f16c1a7b77bfd0befa8d1d520c8f8fda4b5fc59e7b738f6d,50,50,50,50,150,50,0,0.0730752944946289,0.2681016921997067,1.9960403442382812,,,,,,,,,,102037,202037,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,2,50,0,0,400,0.0,True,step_limit,cada46a2d253092f1a7f2f9b97ec664182a07cc7bf0afe5c51517e45a1834b60,50,50,50,50,150,50,0,0.05793571472167969,0.12803077697753906,0.3688335418701172,,,,,,,,,,102038,202038,control,r4,classic,primary,0.0
1,1,_run_plan_7646b9afb8_a2ec8adac7,evaluation,400,400,0,0,9,0,0,0,0,0,400,0.0,True,step_limit,22dca40840b524fe41c5c274828b562e7f37bd5ddabfcf44dc084a9cbb6fcfb9,201,0,199,0,0,0,0,0.09202957153320312,0.1243472099304198,0.5998611450195312,,,,,,,,,,102039,202039,control,r4,classic,primary,0.0
