model,training_world_seed,agent_seed,training_episodes,training_duration_seconds,evaluation_episodes,mean_coins,mean_collection_fraction,std_collection_fraction,full_clear_count,full_clear_rate,zero_coin_count,zero_coin_rate,total_coins,steps_per_coin,coins_per_100_steps,invalid_actions,attempted_actions,invalid_action_rate,action_up,action_right,action_down,action_left,action_wait,action_bomb,decision_count,decision_time_p95_ms,max_decision_time_ms,model_sha256
run-01,12001,22001,10000,7092.311136500008,40,50.0,1.0,0.0,40,1.0,0,0.0,2000,2.61,38.31417624521073,0,5220,0.0,1256,1350,1321,1283,10,0,5220,0.5023717880249025,2.1147727966308594,144540fd2d99067bb010c25583a004f1bba559023becf26d38c92095e2df5cd0
run-02,12002,22002,10000,7607.5598001000035,40,49.825,0.9964999999999999,0.02213594362117866,39,0.975,0,0.0,1993,2.75765178123432,36.2627365356623,8,5496,0.001455604075691412,1253,1509,1311,1421,2,0,5496,0.49304962158203125,2.786397933959961,89859bd01bcb4e8fe87b614861c696cfbf1260c0cd07185adb781f48ba7c316e
run-03,12003,22003,10000,7843.4473387000035,40,24.15,0.483,0.31517353787137486,1,0.025,1,0.025,966,16.27432712215321,6.144647287068253,4,15721,0.0002544367406653521,3127,1452,3252,1403,6487,0,15721,0.7519721984863281,17.426490783691406,9f2beac25df249dc2650f180045e0e826626d5eee3a2dd6d96c6ac3b74c8ff84
run-04,12004,22004,10000,7520.982018299997,40,36.975,0.7395,0.3005802081615846,13,0.325,1,0.025,1479,8.411088573360379,11.889067524115756,7570,12440,0.6085209003215434,898,9134,867,1535,6,0,12440,0.3933906555175781,1.6551017761230469,f1a09fbea1587e55e22375608467959f6261f63252212cb765e01a551de72d55
run-05,12005,22005,10000,7418.147229399998,40,47.4,0.9480000000000001,0.16571832760006996,32,0.8,0,0.0,1896,3.8813291139240507,25.764370158988992,8,7359,0.001087104226117679,2439,1297,2467,1156,0,0,7359,0.7460594177246092,27.600526809692383,1dc1fd50b2477896a3d80dd04e8e803a895777ce74494d0bc9210b4c0de7a862
aggregate,,,50000,37482.44752300001,200,41.67,0.8334,0.2875235450267049,125,0.625,2,0.01,8334,5.547876169906408,18.024915650142745,7590,46236,0.16415779911757072,8973,14742,9218,6798,6505,0,46236,0.7519721984863281,27.600526809692383,
