replica,scenario,world_seed,agent_seed,collection_fraction,opponents_eliminated,self_kills,score,invalid_actions,decision_time_p95_ms,decision_time_max_ms,action_sequence_sha256,repeat_match
r5,coin-heaven,186411,286411,1.0,0,0,50,0,0.4638195037841797,0.9090900421142578,342128bc0bf8f481daf7c81d164aec4c074d7db06f7c0815e02eaaac33b4646e,True
r5,coin-heaven,186412,286412,1.0,0,0,50,0,0.6777763366699218,0.9348392486572266,adb037104a0dd2c3b30581cfc6e846256d65e813d26dcb68d7e42239faaa12af,True
r5,coin-heaven,186413,286413,1.0,0,0,50,0,0.5461335182189941,0.6890296936035156,e75cd63050428f072fff81906bce143e3d1c93979a2c8d9209faf54eb888432a,True
r5,coin-heaven,186414,286414,1.0,0,0,50,0,0.5977630615234374,0.9500980377197266,d0e6495662ce62484c820375156f6bff8e856f9d08c6389c2f319e093283bd7a,True
r5,coin-heaven,186415,286415,1.0,0,0,50,0,0.6301641464233397,1.1451244354248047,ac9642a5a6d952241d115d4f3fee0d88fd88736f29a8a2d68a387011dc1ed9ca,True
r5,coin-heaven,186416,286416,1.0,0,0,50,0,0.8918285369873046,1.3728141784667969,de23115be31bfef2fb3aa3cb90b39843c37bc7b6b8869d5d6f33c88814d32acf,True
r5,coin-heaven,186417,286417,1.0,0,0,50,0,1.2893676757812491,2.22015380859375,75ba7349e399c71b0ebdb9a9bd61c3a755f0d2393c7145ead3bb94d5995941a3,True
r5,coin-heaven,186418,286418,1.0,0,0,50,1,0.9684562683105468,2.4912357330322266,5d98248dd43be973212f597c4c8b8d4ee935872a9bfa9c1716873a4ef4f2434c,True
r5,coin-heaven,186419,286419,1.0,0,0,50,0,1.683950424194336,2.3050308227539062,b8ba8ac2a34a7b570364652b5c306426af06dcbf05e06f7695505c2ac08f9ce1,True
r5,coin-heaven,186420,286420,1.0,0,0,50,0,1.1971592903137207,2.306222915649414,29bbae42d88f6990597260dc33d838184f85e031d326e2bf16ab322340ced6d2,True
r5,loot-crate,186501,286501,0.58,0,0,29,17,3.0910253524780256,55.48405647277832,6d6527288de572e5ef8d9df05f9268baac32239db52ad2955b4fb00a26ffb548,True
r5,loot-crate,186502,286502,0.06,0,0,3,2,1.2624859809875475,3.8042068481445312,a32377158b917657d0d9d35c6ad46fe7e981480addf915c0c3a2dc73d2eee2f4,True
r5,loot-crate,186503,286503,0.52,0,1,26,2,1.4439105987548795,2.6772022247314453,6a15b43f67a677f50793e75a243be950f4522ab1d327aa787f044d919a0fbf38,True
r5,loot-crate,186504,286504,0.56,0,0,28,2,1.3575792312622066,2.5000572204589844,d20072714e81f29fa84bf6822ac95c97413d4b9105b038a85f0920d73d4b803f,True
r5,loot-crate,186505,286505,0.12,0,0,6,2,1.5764951705932604,3.0727386474609375,d7706b8a731d06d83f579905c471c468dfaefd4ebe493988bfc10801d9c34bbd,True
r5,loot-crate,186506,286506,0.02,0,0,1,0,1.4573574066162105,16.218900680541992,feab028b8fbb9b24f61deb9ecb4aca703d3143b69e093b3c1576011f63088348,True
r5,loot-crate,186507,286507,0.56,0,0,28,8,1.1694312095642079,2.9439926147460938,39add13a3c48c2add787f0ce2cba5eaf8888169a8a31dc79bbf62e4abab42f27,True
r5,loot-crate,186508,286508,0.16,0,0,8,95,1.9805550575256325,8.378744125366211,12daa37a15718e89a54dc68744c8c74ce6cd1d978869c2c8fd86a478cd96fa74,True
r5,loot-crate,186509,286509,0.42,0,1,21,8,1.4455556869506838,2.7709007263183594,2faa6dd41bea42068fae6268d3bd618c46a8914006224c4ce447ca5d26c8f35f,True
r5,loot-crate,186510,286510,0.46,0,0,23,10,1.1590123176574705,2.108335494995117,4a216e2b025ca01c6f14c4b6636bbec7fd8dd9c6587db9f3514489e83ea8f0d4,True
r5,loot-crate,186511,286511,0.38,0,0,19,8,1.4736890792846673,3.5467147827148438,85a1bb7ce6dcbbf9c7fd723ac74b0374207891513f8a7f917ea0213340c67727,True
r5,loot-crate,186512,286512,0.38,0,0,19,1,0.8314728736877419,1.878976821899414,90918905b6f5b1b1e13b46a4ff038f8d23ac18092ad31eb91608c2689fc0d441,True
r5,loot-crate,186513,286513,0.38,0,1,19,4,0.5084753036499023,0.8678436279296875,1ca20ede84b06f93b8df36e2adbf177ecb11fad70d1b61e537f09b5de090a7ff,True
r5,loot-crate,186514,286514,0.02,0,0,1,0,0.8068084716796875,1.7693042755126953,62ef5cbffd1a1d55a2fa1be74b149ba16a3dc88fbba71f0e61645794b4f1a95b,True
r5,loot-crate,186515,286515,0.3,0,0,15,5,1.2349724769592274,3.5848617553710938,f99a74868d94a5bf5c1978aa609885d72fbe9746f6767d401cd4965c1c2a4c7d,True
r5,loot-crate,186516,286516,0.36,0,0,18,9,1.3395905494689937,3.3369064331054688,2419ab98c69eed5f831321aabe3c78466045c39faf0b220f50eba8b56582314e,True
r5,loot-crate,186517,286517,0.42,0,0,21,2,2.1726131439208958,4.842996597290039,049453509052d00a1bc34cd8c51947400dccceb245c0d57ff3859a04835d3c38,True
r5,loot-crate,186518,286518,0.22,0,0,11,1,1.2232899665832508,3.9000511169433594,ce0eb622922ba0d31a265dbd34bf9c1c16ffe877fd386942adc0edcdcc1a0ad0,True
r5,loot-crate,186519,286519,0.74,0,0,37,15,1.5865325927734373,6.206035614013672,cdd9a9ac012672c2fc177f74ea4766fa1153c19e52a7286f46dc0671925a56b3,True
r5,loot-crate,186520,286520,0.2,0,0,10,3,1.086103916168213,2.5289058685302734,0ebda79e915c8d065af7bd328aeae8514a25970655d8f10ba065742f7c68189f,True
