model,pass,world_seed,initially_available_coins,evaluation_git_commit,evaluation_duration_seconds,schema_version,round,agent,mode,episode_steps,survival_steps,score,coins_collected,invalid_actions,attempted_actions,invalid_action_rate,survived,termination_reason,executed_action_sequence_sha256,action_up,action_right,action_down,action_left,action_wait,action_bomb,action_unknown,decision_time_median_ms,decision_time_p95_ms,decision_time_max_ms,shaped_reward,epsilon,q_table_size,replay_size,update_count,mean_loss,mean_abs_td_error,target_synchronizations,episode_target_synchronizations
run-01,repeat,31021,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.588705000001937,1,1,DagobertDuckDQN,evaluation,400,400,35,35,0,400,0.0,True,step_limit,befc2309d2f66e6759bf4743b9298fc321304b1331026cff5944cab2c13f8399,183,29,169,19,0,0,0,0.3173351287841797,0.518345832824707,1.1129379272460938,,,,,,,,,
run-01,repeat,31022,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.238864000013564,1,1,DagobertDuckDQN,evaluation,109,109,50,50,0,109,0.0,True,survived,da7c5053be27de6d59eded4c7870454eea97f59bcd9bd22fa1150d008b656d48,26,34,28,21,0,0,0,0.36263465881347656,0.5105972290039061,1.0793209075927734,,,,,,,,,
run-01,repeat,31023,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.136338600015733,1,1,DagobertDuckDQN,evaluation,139,139,50,50,0,139,0.0,True,survived,3516b118f7e8d887958b4240a2f22c36f6834ead0d39cc2f6de0fa3fd7759e4f,25,45,38,31,0,0,0,0.2741813659667969,0.3348112106323242,0.9667873382568359,,,,,,,,,
run-01,repeat,31024,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.071327300014673,1,1,DagobertDuckDQN,evaluation,129,129,50,50,0,129,0.0,True,survived,cca80203dba074d9d36be43ab9765b1916fbecab28c11d6e5e2b69ab5e497350,31,38,32,28,0,0,0,0.28514862060546875,0.37202835083007807,0.8997917175292969,,,,,,,,,
run-01,repeat,31025,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.24172059999546,1,1,DagobertDuckDQN,evaluation,400,400,38,38,0,400,0.0,True,step_limit,823e35e0e69576d3025ce05ddff9d8822f4da9a85bab1497f6e0ff03067cc964,189,19,175,17,0,0,0,0.26345252990722656,0.3302454948425291,1.0426044464111328,,,,,,,,,
run-01,repeat,31026,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.380579400021816,1,1,DagobertDuckDQN,evaluation,400,400,28,28,348,400,0.87,True,step_limit,cabbc501490b68ee2a5717fd772bae3b461df86750f923413a29264b1f8dcdfa,3,11,365,20,1,0,0,0.26702880859375,0.3510236740112304,0.9007453918457031,,,,,,,,,
run-01,repeat,31027,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.451627100002952,1,1,DagobertDuckDQN,evaluation,400,400,33,33,326,400,0.815,True,step_limit,fc35821ae3b54498317261dcd2d257f40425816d766ed56ac016f3b1efc2b118,13,15,347,24,1,0,0,0.2772808074951172,0.3395080566406248,0.9617805480957031,,,,,,,,,
run-01,repeat,31028,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.648504500015406,1,1,DagobertDuckDQN,evaluation,400,400,1,1,399,400,0.9975,True,step_limit,d23d6a7d00d5cb816c05d255a5fd7aa3e5f54b0b655eb1a0282a10f75c353864,0,0,399,1,0,0,0,0.30684471130371094,0.4563212394714353,1.5919208526611328,,,,,,,,,
run-01,repeat,31029,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.496544900001027,1,1,DagobertDuckDQN,evaluation,145,145,50,50,0,145,0.0,True,survived,d71a918ef776946f8d82c14176fd2e05ff0c664e29996d3e31985e192e59acdf,34,44,35,32,0,0,0,0.2663135528564453,0.3678798675537106,1.0037422180175781,,,,,,,,,
run-01,repeat,31030,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.274700000009034,1,1,DagobertDuckDQN,evaluation,131,131,50,50,0,131,0.0,True,survived,982fe94d44feda40fe1277aed4d68d0c394980dd18733195d0adb013845a1d59,37,28,34,32,0,0,0,0.26798248291015625,0.3203153610229492,0.9784698486328125,,,,,,,,,
run-01,repeat,31031,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.884916200011503,1,1,DagobertDuckDQN,evaluation,125,125,50,50,0,125,0.0,True,survived,8a469088ff7753b4648317a52218aea32e873526f887ccd9e1fa6a5df763c728,22,35,36,32,0,0,0,0.28586387634277344,0.3516674041748047,1.041412353515625,,,,,,,,,
run-01,repeat,31032,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,5.977677899994887,1,1,DagobertDuckDQN,evaluation,400,400,30,30,0,400,0.0,True,step_limit,6f524dafe25d91981b2c626199ac2d3e277d168a090ce05a9a83f35ca55f1e31,182,5,194,19,0,0,0,0.2938508987426758,0.4925727844238281,2.032041549682617,,,,,,,,,
run-01,repeat,31033,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.1640474000014365,1,1,DagobertDuckDQN,evaluation,131,131,50,50,0,131,0.0,True,survived,c374557fc85cefb2e61df73b53138e84ab9986f960829beae49dcc8d9a55c836,35,39,31,26,0,0,0,0.26917457580566406,0.3268718719482422,0.90789794921875,,,,,,,,,
run-01,repeat,31034,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.3691043999860995,1,1,DagobertDuckDQN,evaluation,400,400,47,47,301,400,0.7525,True,step_limit,344502750790b001f07cb74377458053bd286b5d04326459a16908b88137a6e0,18,31,331,20,0,0,0,0.28955936431884766,0.4186868667602539,0.9992122650146484,,,,,,,,,
run-01,repeat,31035,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.606222100002924,1,1,DagobertDuckDQN,evaluation,143,143,50,50,0,143,0.0,True,survived,d379c03d3fa697e88abcf82f8ef6d0e8163b5d38c43ce620f572c3f7cb2a68da,35,43,35,30,0,0,0,0.28586387634277344,0.5607128143310548,1.6601085662841797,,,,,,,,,
run-01,repeat,31036,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.437930800020695,1,1,DagobertDuckDQN,evaluation,400,400,48,48,285,400,0.7125,True,step_limit,0077e1d9f2d708aec45e41774d7b8d99d41b77a56b1acef965a0dcb1e1788067,22,33,321,24,0,0,0,0.26154518127441406,0.34246444702148426,0.9012222290039062,,,,,,,,,
run-01,repeat,31037,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.171702799998457,1,1,DagobertDuckDQN,evaluation,134,134,50,50,1,134,0.007462686567164179,True,survived,16a34f1fb7429ff510c4587714f7a12c1b93855020598b590ada51c91ec25697,37,23,38,36,0,0,0,0.2664327621459961,0.3300666809082031,0.8955001831054688,,,,,,,,,
run-01,repeat,31038,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.071679100015899,1,1,DagobertDuckDQN,evaluation,131,131,50,50,0,131,0.0,True,survived,8a28d756bebd2c804359c03a3fb229149c1fc209f8f065723600ce5f5cbf8e2f,39,40,25,27,0,0,0,0.2644062042236328,0.34928321838378906,0.9067058563232422,,,,,,,,,
run-01,repeat,31039,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.349121700011892,1,1,DagobertDuckDQN,evaluation,400,400,32,32,329,400,0.8225,True,step_limit,2c2d60eaae97992433e09f1a585bcf8db53bb83ad97ae765b993b4babe54daf7,11,19,352,18,0,0,0,0.26106834411621094,0.32770633697509755,1.0044574737548828,,,,,,,,,
run-01,repeat,31040,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.287434099998791,1,1,DagobertDuckDQN,evaluation,400,400,38,38,315,400,0.7875,True,step_limit,b86140bc23fe9c76c3162822e3f173978619b72014a78c4a23fa9b0158231376,19,14,340,27,0,0,0,0.2655982971191406,0.3138184547424316,0.9953975677490234,,,,,,,,,
run-02,primary,31001,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.339823499991326,1,1,DagobertDuckDQN,evaluation,400,400,49,49,0,400,0.0,True,step_limit,448a0a0f37917d695268e40b9ed093da3c3c96c88c962e7f74b8803d39039866,166,30,164,40,0,0,0,0.3610849380493164,0.7088661193847656,1.4603137969970703,,,,,,,,,
run-02,primary,31002,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.345107500004815,1,1,DagobertDuckDQN,evaluation,400,400,44,44,0,400,0.0,True,step_limit,fc22ae8d8b41ae460c9577db0b1d90dfcbcc3403b88d24af81b355f7c813d17b,174,22,170,34,0,0,0,0.2639293670654297,0.38051605224609353,1.0671615600585938,,,,,,,,,
run-02,primary,31003,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.2012377999781165,1,1,DagobertDuckDQN,evaluation,400,400,48,48,0,400,0.0,True,step_limit,e2c6e9f048eccd5ad110219b37d38e616b2c9886a86bb3e499d6389c06bc0ada,20,175,34,170,1,0,0,0.25331974029541016,0.3169059753417968,0.9157657623291016,,,,,,,,,
run-02,primary,31004,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.294898299995111,1,1,DagobertDuckDQN,evaluation,136,136,50,50,1,136,0.007352941176470588,True,survived,7f87043140ce91a5c4089f1be7017c774ba7d9c30d247956d489a6e129f4f8d0,29,38,27,42,0,0,0,0.30434131622314453,0.4240870475769043,1.06048583984375,,,,,,,,,
run-02,primary,31005,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.802830200002063,1,1,DagobertDuckDQN,evaluation,400,400,45,45,0,400,0.0,True,step_limit,22ad7e052599ba5f4138bc2b3757a2ba899cf37484c51fabd562c0f74aee2810,28,176,16,180,0,0,0,0.2598762512207031,0.3763556480407705,1.0149478912353516,,,,,,,,,
run-02,primary,31006,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.483688299980713,1,1,DagobertDuckDQN,evaluation,400,400,42,42,0,400,0.0,True,step_limit,ae1a88584dc101a0344e5d4bb45b5697b79a2d3c401c851d8b0d748b1bb53cc3,16,174,30,180,0,0,0,0.2645254135131836,0.35692453384399414,0.9253025054931641,,,,,,,,,
run-02,primary,31007,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.441312200011453,1,1,DagobertDuckDQN,evaluation,400,400,27,27,0,400,0.0,True,step_limit,f2e204eaaa889a081f97f47b6e08508566816a732756f36227cdd4c44cea6dc4,25,182,13,180,0,0,0,0.28002262115478516,0.3497600555419922,0.9531974792480469,,,,,,,,,
run-02,primary,31008,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.511257799982559,1,1,DagobertDuckDQN,evaluation,400,400,47,47,0,400,0.0,True,step_limit,1f9fcfb098d420ca14c5500f7b88893e61b52fc81584f23f9080008e8d14c1c1,168,29,180,23,0,0,0,0.29098987579345703,0.47503709793090787,1.0633468627929688,,,,,,,,,
run-02,primary,31009,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.3909960000019055,1,1,DagobertDuckDQN,evaluation,112,112,50,50,0,112,0.0,True,survived,c574d4632cec7f9fab4227e99091c1c54f07f3c040ad00bdf6c3dac435a19802,30,28,32,22,0,0,0,0.2765655517578125,0.3625750541687011,0.9720325469970703,,,,,,,,,
run-02,primary,31010,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.254336699988926,1,1,DagobertDuckDQN,evaluation,400,400,22,22,0,400,0.0,True,step_limit,39475812607a2404a1152770167fbe873984f5fc3f8aca29fb3db01e267cf224,183,3,196,17,1,0,0,0.2651214599609375,0.3368973731994629,0.9090900421142578,,,,,,,,,
run-02,primary,31011,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.405203800008167,1,1,DagobertDuckDQN,evaluation,400,400,49,49,0,400,0.0,True,step_limit,9ed47b511112a2e15036c93371bbf06fb5e85dfc8943fb8dc514be92b889fd17,158,30,167,44,1,0,0,0.25391578674316406,0.3195047378540039,0.9307861328125,,,,,,,,,
run-02,primary,31012,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.297601900005247,1,1,DagobertDuckDQN,evaluation,400,400,42,42,0,400,0.0,True,step_limit,2a6adbc1cdf06aea2b05b622c3daa8092ed2504350a202ca89c96089d482cc5b,173,25,183,19,0,0,0,0.286102294921875,0.419235229492187,1.0256767272949219,,,,,,,,,
run-02,primary,31013,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.2791991000121925,1,1,DagobertDuckDQN,evaluation,400,400,36,36,0,400,0.0,True,step_limit,4f55dad9df3f5be17f16f9b2173a8aa21c782d5d0c186fdaff877675884c3d65,185,24,175,16,0,0,0,0.25582313537597656,0.3140807151794433,1.0020732879638672,,,,,,,,,
run-02,primary,31014,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.060652499989374,1,1,DagobertDuckDQN,evaluation,141,141,50,50,0,141,0.0,True,survived,77c177558927d57f0b39869beeca02ee42e831fa786dcd3e1dd78cc43390eada,37,33,31,40,0,0,0,0.26702880859375,0.32711029052734375,0.9253025054931641,,,,,,,,,
run-02,primary,31015,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.929917000001296,1,1,DagobertDuckDQN,evaluation,400,400,47,47,1,400,0.0025,True,step_limit,8da31bc5a9eb8f69733ce380b763064657ad76265a999f1af5ffd47fa0c270c5,181,22,179,18,0,0,0,0.25212764739990234,0.331282615661621,35.9652042388916,,,,,,,,,
run-02,primary,31016,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.5397220000158995,1,1,DagobertDuckDQN,evaluation,400,400,46,46,1,400,0.0025,True,step_limit,65ac48712911480388fe0027e690395a313a48051f2d97d77b72f87b96a799b0,169,28,169,34,0,0,0,0.3101825714111328,0.4499197006225586,1.001596450805664,,,,,,,,,
run-02,primary,31017,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.1270701000175904,1,1,DagobertDuckDQN,evaluation,123,123,50,50,0,123,0.0,True,survived,93fdd234261fd017eeba3ecc3e9e392c56beabceb2281d38d14b46bc57330064,26,24,37,36,0,0,0,0.2830028533935547,0.3735303878784179,0.9667873382568359,,,,,,,,,
run-02,primary,31018,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.2533681000059005,1,1,DagobertDuckDQN,evaluation,400,400,1,1,0,400,0.0,True,step_limit,22dca40840b524fe41c5c274828b562e7f37bd5ddabfcf44dc084a9cbb6fcfb9,201,0,199,0,0,0,0,0.27632713317871094,0.3471493721008301,1.1997222900390625,,,,,,,,,
run-02,primary,31019,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.212682699988363,1,1,DagobertDuckDQN,evaluation,400,400,39,39,0,400,0.0,True,step_limit,5eee9b2d4a3dfe48267fe49a0a6256022a4f7dd7ea31bbe8954f4a2f81190f00,171,29,174,25,1,0,0,0.2613067626953125,0.3273487091064453,0.9765625,,,,,,,,,
run-02,primary,31020,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.091217200009851,1,1,DagobertDuckDQN,evaluation,139,139,50,50,0,139,0.0,True,survived,a63de616556c1a8416b1979fbf7aadc915637cf7c079d8ae790e0eb96b5a5220,36,28,47,28,0,0,0,0.26702880859375,0.3907918930053709,0.9374618530273438,,,,,,,,,
run-02,primary,31021,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.049231399985729,1,1,DagobertDuckDQN,evaluation,126,126,50,50,0,126,0.0,True,survived,fa9fe9d2f526ee15ceb508d9c6fb82f4a72e62f73b9e8fce023d6e7eff08b0cd,32,37,32,25,0,0,0,0.26488304138183594,0.35959482192993164,0.9241104125976562,,,,,,,,,
run-02,primary,31022,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.1346338000148535,1,1,DagobertDuckDQN,evaluation,112,112,50,50,0,112,0.0,True,survived,4117a86df6077c1e19c0591b1aa2dffa35b118738c4f4d6eeaccfc2dc9b40051,27,29,37,19,0,0,0,0.26857852935791016,0.3552556037902832,1.058816909790039,,,,,,,,,
run-02,primary,31023,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.176748300000327,1,1,DagobertDuckDQN,evaluation,149,149,50,50,0,149,0.0,True,survived,28eab8b69f870e0239625d819d570915fbd3ff8526ff042c2b4354042d2a36b9,36,39,37,37,0,0,0,0.2758502960205078,0.3463268280029297,1.15966796875,,,,,,,,,
run-02,primary,31024,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.565660099993693,1,1,DagobertDuckDQN,evaluation,400,400,32,32,0,400,0.0,True,step_limit,a5c4042e42d239e7f8d37ce1e77fb957a7cc233207af7806cea545720d850722,176,22,184,18,0,0,0,0.28526782989501953,0.36193132400512695,0.9508132934570312,,,,,,,,,
run-02,primary,31025,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.194588000013027,1,1,DagobertDuckDQN,evaluation,111,111,50,50,0,111,0.0,True,survived,01dc2a2ba04458bba6efe66bba0307afc003a2a92f57fd5e6424d9a65375efd8,38,30,24,19,0,0,0,0.2884864807128906,0.3432035446166992,0.9644031524658203,,,,,,,,,
run-02,primary,31026,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.230977100000018,1,1,DagobertDuckDQN,evaluation,122,122,50,50,0,122,0.0,True,survived,17ae7ff1d59a50404a545c4d4788dd2828cf6a123fe08e748509f9ec86fe327b,23,28,31,39,1,0,0,0.31948089599609375,0.44341087341308577,1.1293888092041016,,,,,,,,,
run-02,primary,31027,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.41958029998932,1,1,DagobertDuckDQN,evaluation,400,400,22,22,0,400,0.0,True,step_limit,085fe34a5cbe15909b9f924211d8de356d5ef21b987f84c0c9e308524f3172c4,182,5,195,17,1,0,0,0.2663135528564453,0.3476262092590332,0.9529590606689453,,,,,,,,,
run-02,primary,31028,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.412319499999285,1,1,DagobertDuckDQN,evaluation,400,400,19,19,0,400,0.0,True,step_limit,3e7a695ff53f81ea25e40d9e48d4104fc5806472f5a1f98a76a7a31caddf8ad3,193,8,189,10,0,0,0,0.26619434356689453,0.3276824951171874,0.9303092956542969,,,,,,,,,
run-02,primary,31029,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.355638799985172,1,1,DagobertDuckDQN,evaluation,400,400,3,3,0,400,0.0,True,step_limit,b840ce647a83a5e45509a70414833732a48218b31624f283ea614518a9e4a956,2,199,2,197,0,0,0,0.2951622009277344,0.4079580307006836,0.9846687316894531,,,,,,,,,
run-02,primary,31030,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.65096570001333,1,1,DagobertDuckDQN,evaluation,400,400,17,17,0,400,0.0,True,step_limit,def809dd782bdd247100c96b4eb98fbe1fb4e8488b2601da4d4e76c9cec67347,195,0,191,14,0,0,0,0.2808570861816406,0.4018068313598632,1.8088817596435547,,,,,,,,,
run-02,primary,31031,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.845731099980185,1,1,DagobertDuckDQN,evaluation,400,400,46,46,0,400,0.0,True,step_limit,224c1a4c4a3d22665bab6931ae71197056b5ece7a14aebbccb62188b95aa3217,173,28,177,22,0,0,0,0.25725364685058594,0.3634929656982421,0.9748935699462891,,,,,,,,,
run-02,primary,31032,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.043533299991395,1,1,DagobertDuckDQN,evaluation,127,127,50,50,0,127,0.0,True,survived,60ec89937b881231587fc9ab8b9521b874a33bceeee0be4f4bebef7dc1dc0f97,26,29,40,32,0,0,0,0.26679039001464844,0.33576488494873036,0.9195804595947266,,,,,,,,,
run-02,primary,31033,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.040660699974978,1,1,DagobertDuckDQN,evaluation,115,115,50,50,0,115,0.0,True,survived,37bf370180b59e2565c51fc4f742e31e7fafc67c4205b5b326ffb2a403174cb6,32,34,28,21,0,0,0,0.2677440643310547,0.35023689270019526,0.9856224060058594,,,,,,,,,
run-02,primary,31034,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.254975300020305,1,1,DagobertDuckDQN,evaluation,400,400,47,47,0,400,0.0,True,step_limit,40d390182fed0547bc03f7b347a49ac4b4ab37c0a9a011dcb20521ba35f47ea2,23,177,25,175,0,0,0,0.2567768096923828,0.34928321838378906,0.8921623229980469,,,,,,,,,
run-02,primary,31035,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.533263200020883,1,1,DagobertDuckDQN,evaluation,400,400,41,41,0,400,0.0,True,step_limit,d31ace2bf1912aaa648cceff4c79209f3db27ef6aefe8f312f2c2e4ca46482fc,180,25,178,17,0,0,0,0.27871131896972656,0.3758549690246581,0.9164810180664062,,,,,,,,,
run-02,primary,31036,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.49862800000119,1,1,DagobertDuckDQN,evaluation,400,400,49,49,0,400,0.0,True,step_limit,d6205aafda21e4261f5f2fa0e01e437c6d3d9c5a2d4fe141b4bea4e5dfb5529e,29,172,29,170,0,0,0,0.26726722717285156,0.333559513092041,0.9505748748779297,,,,,,,,,
run-02,primary,31037,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.36528470000485,1,1,DagobertDuckDQN,evaluation,400,400,44,44,1,400,0.0025,True,step_limit,348ce23d9e9142f6cf2439adb7647f51e789680b741d5e4a92a4e332b2d738d9,33,170,22,175,0,0,0,0.2574920654296875,0.31787157058715815,0.9157657623291016,,,,,,,,,
run-02,primary,31038,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.312928700004704,1,1,DagobertDuckDQN,evaluation,400,400,49,49,0,400,0.0,True,step_limit,da21e721f071ca84bf20ae54b1c6497ee7b41fccb67cdc4b298e8ceff0173759,183,24,171,22,0,0,0,0.25844573974609375,0.33850669860839827,0.8993148803710938,,,,,,,,,
run-02,primary,31039,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.2551558000268415,1,1,DagobertDuckDQN,evaluation,400,400,43,43,0,400,0.0,True,step_limit,5764d7d85c293e4fe0b30441f6984badbf206fbb1e71368a4b8a41486bb91fb1,166,32,176,26,0,0,0,0.27298927307128906,0.3874540328979492,1.215219497680664,,,,,,,,,
run-02,primary,31040,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.311790600011591,1,1,DagobertDuckDQN,evaluation,400,400,37,37,0,400,0.0,True,step_limit,f1fea1385e0497efe47f2d21a5cf375cdaa8fe1900b5b02465243f3234ca576d,20,174,26,180,0,0,0,0.2646446228027344,0.3266811370849609,0.9315013885498047,,,,,,,,,
run-02,repeat,31001,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.284018500009552,1,1,DagobertDuckDQN,evaluation,400,400,49,49,0,400,0.0,True,step_limit,448a0a0f37917d695268e40b9ed093da3c3c96c88c962e7f74b8803d39039866,166,30,164,40,0,0,0,0.2828836441040039,0.40800571441650385,1.009225845336914,,,,,,,,,
run-02,repeat,31002,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.374689699994633,1,1,DagobertDuckDQN,evaluation,400,400,44,44,0,400,0.0,True,step_limit,fc22ae8d8b41ae460c9577db0b1d90dfcbcc3403b88d24af81b355f7c813d17b,174,22,170,34,0,0,0,0.2617835998535156,0.3352880477905273,0.9415149688720703,,,,,,,,,
run-02,repeat,31003,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.618753699993249,1,1,DagobertDuckDQN,evaluation,400,400,48,48,0,400,0.0,True,step_limit,e2c6e9f048eccd5ad110219b37d38e616b2c9886a86bb3e499d6389c06bc0ada,20,175,34,170,1,0,0,0.27692317962646484,0.4433870315551756,1.53350830078125,,,,,,,,,
run-02,repeat,31004,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.927209599991329,1,1,DagobertDuckDQN,evaluation,136,136,50,50,1,136,0.007352941176470588,True,survived,7f87043140ce91a5c4089f1be7017c774ba7d9c30d247956d489a6e129f4f8d0,29,38,27,42,0,0,0,0.29838085174560547,0.4264712333679199,1.0769367218017578,,,,,,,,,
run-02,repeat,31005,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.540322999993805,1,1,DagobertDuckDQN,evaluation,400,400,45,45,0,400,0.0,True,step_limit,22ad7e052599ba5f4138bc2b3757a2ba899cf37484c51fabd562c0f74aee2810,28,176,16,180,0,0,0,0.2617835998535156,0.37069320678710876,0.9219646453857422,,,,,,,,,
run-02,repeat,31006,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.794253200001549,1,1,DagobertDuckDQN,evaluation,400,400,42,42,0,400,0.0,True,step_limit,ae1a88584dc101a0344e5d4bb45b5697b79a2d3c401c851d8b0d748b1bb53cc3,16,174,30,180,0,0,0,0.28896331787109375,0.4438757896423336,0.9746551513671875,,,,,,,,,
run-02,repeat,31007,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.520097700005863,1,1,DagobertDuckDQN,evaluation,400,400,27,27,0,400,0.0,True,step_limit,f2e204eaaa889a081f97f47b6e08508566816a732756f36227cdd4c44cea6dc4,25,182,13,180,0,0,0,0.28264522552490234,0.4538416862487792,0.9334087371826172,,,,,,,,,
run-02,repeat,31008,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.213271899992833,1,1,DagobertDuckDQN,evaluation,400,400,47,47,0,400,0.0,True,step_limit,1f9fcfb098d420ca14c5500f7b88893e61b52fc81584f23f9080008e8d14c1c1,168,29,180,23,0,0,0,0.2560615539550781,0.3293395042419433,0.9298324584960938,,,,,,,,,
run-02,repeat,31009,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.3579972999868914,1,1,DagobertDuckDQN,evaluation,112,112,50,50,0,112,0.0,True,survived,c574d4632cec7f9fab4227e99091c1c54f07f3c040ad00bdf6c3dac435a19802,30,28,32,22,0,0,0,0.27751922607421875,0.37375688552856434,0.9789466857910156,,,,,,,,,
run-02,repeat,31010,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.580691200011643,1,1,DagobertDuckDQN,evaluation,400,400,22,22,0,400,0.0,True,step_limit,39475812607a2404a1152770167fbe873984f5fc3f8aca29fb3db01e267cf224,183,3,196,17,1,0,0,0.3116130828857422,0.5562543869018555,1.4400482177734375,,,,,,,,,
run-02,repeat,31011,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.297377000009874,1,1,DagobertDuckDQN,evaluation,400,400,49,49,0,400,0.0,True,step_limit,9ed47b511112a2e15036c93371bbf06fb5e85dfc8943fb8dc514be92b889fd17,158,30,167,44,1,0,0,0.25331974029541016,0.3080844879150388,0.9627342224121094,,,,,,,,,
run-02,repeat,31012,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.299525799986441,1,1,DagobertDuckDQN,evaluation,400,400,42,42,0,400,0.0,True,step_limit,2a6adbc1cdf06aea2b05b622c3daa8092ed2504350a202ca89c96089d482cc5b,173,25,183,19,0,0,0,0.2524852752685547,0.32140016555786133,0.9424686431884766,,,,,,,,,
run-02,repeat,31013,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.22697810002137,1,1,DagobertDuckDQN,evaluation,400,400,36,36,0,400,0.0,True,step_limit,4f55dad9df3f5be17f16f9b2173a8aa21c782d5d0c186fdaff877675884c3d65,185,24,175,16,0,0,0,0.2644062042236328,0.34466981887817366,0.8928775787353516,,,,,,,,,
run-02,repeat,31014,50,8f6fc1dc6761f535d49afeb6764c1ff95e48efad,4.002691399975447,1,1,DagobertDuckDQN,evaluation,141,141,50,50,0,141,0.0,True,survived,77c177558927d57f0b39869beeca02ee42e831fa786dcd3e1dd78cc43390eada,37,33,31,40,0,0,0,0.26488304138183594,0.5099773406982422,0.9238719940185547,,,,,,,,,
