"contrast","metric","estimate","ci95_lower","ci95_upper","replica_means"
"five-step-minus-one-step","kills","-0,016666666666666666","-0,12777777777777777","0,08888888888888889","-0,05;0,06666666666666667;-0,06666666666666667"
"five-step-minus-one-step","score","0,08333333333333333","-0,7111111111111111","0,8333333333333334","-0,08333333333333333;0,6333333333333333;-0,3"
"five-step-minus-one-step","survived","0,11666666666666667","-0,11666666666666667","0,3277777777777778","-0,11666666666666667;0,23333333333333334;0,23333333333333334"
"five-step-minus-one-step","self_kills","-0,1111111111111111","-0,2388888888888889","0,022222222222222223","-0,11666666666666667;-0,13333333333333333;-0,08333333333333333"
"five-step-minus-one-step","invalid","0,17222222222222222","-0,8444444444444444","1,0888888888888888","-0,8;0,9166666666666666;0,4"
"five-step-minus-one-step","coins","0,16666666666666666","-0,24444444444444444","0,5611111111111111","0,16666666666666666;0,3;0,03333333333333333"
