schema_version,round,agent,mode,episode_steps,survival_steps,score,coins_collected,initially_available_coins,coins_found,crates_destroyed,bombs_dropped,useful_bombs,self_kills,invalid_actions,attempted_actions,invalid_action_rate,survived,termination_reason,executed_action_sequence_sha256,action_up,action_right,action_down,action_left,action_wait,action_bomb,action_unknown,decision_time_median_ms,decision_time_p95_ms,decision_time_max_ms,shaped_reward,epsilon,q_table_size,replay_size,update_count,mean_loss,mean_abs_td_error,target_synchronizations,episode_target_synchronizations,total_state_visits,evaluation_decisions,evaluation_unseen_decisions,mean_visits_per_state,singleton_state_fraction,evaluation_unseen_state_rate,cell,model,scenario,world_seed,agent_seed,suite,collection_fraction
1,1,_run_plan_2f3b12767b_a2ec8adac7,evaluation,400,400,6,6,50,7,37,16,,0,11,400,0.0275,True,step_limit,bb0a3a517469c538b3cab078754b197ab65c0d47e0091f68bdb6f3645484de54,157,19,152,29,20,23,0,1.8364191055297852,2.423524856567382,3.8945674896240234,,,,,,,,,,,,,,,,A,r4,loot-crate,326034,426034,loot-crate-repeat,0.12
1,1,_run_plan_2f3b12767b_a2ec8adac7,evaluation,400,400,7,7,50,8,27,10,,0,4,400,0.01,True,step_limit,e29fbc209c82288641d8fbe47dd65ff30e404a2d9cfbf7eba1e4af80bd3bfe73,16,172,10,175,14,13,0,1.8811225891113281,3.3879160881042476,6.83140754699707,,,,,,,,,,,,,,,,A,r4,loot-crate,326035,426035,loot-crate-repeat,0.14
1,1,_run_plan_2f3b12767b_a2ec8adac7,evaluation,400,400,18,18,50,19,35,17,,0,14,400,0.035,True,step_limit,8989d72b8c11de71ba87a2263bb5d8d70dd0ce6326afac706571006554f9f685,28,165,22,151,12,22,0,1.8935203552246094,2.507674694061279,4.142045974731445,,,,,,,,,,,,,,,,A,r4,loot-crate,326036,426036,loot-crate-repeat,0.36
1,1,_run_plan_2f3b12767b_a2ec8adac7,evaluation,400,400,4,4,50,5,10,5,,0,3,400,0.0075,True,step_limit,ca6311805bed3c2b983039820528e9001c56795b1c3454d9c7bb8ae5d2eb5666,16,184,8,180,4,8,0,1.2320280075073242,1.5464425086975084,3.1027793884277344,,,,,,,,,,,,,,,,A,r4,loot-crate,326037,426037,loot-crate-repeat,0.08
1,1,_run_plan_2f3b12767b_a2ec8adac7,evaluation,400,400,1,1,50,2,9,4,,0,374,400,0.935,True,step_limit,bcaff5e1a553dbab00e76372bc48b388f4339e9419f157bd2e189700fe87aeff,375,6,4,6,5,4,0,0.6337165832519531,0.8720874786376943,6.099700927734375,,,,,,,,,,,,,,,,A,r4,loot-crate,326038,426038,loot-crate-repeat,0.02
1,1,_run_plan_2f3b12767b_a2ec8adac7,evaluation,400,400,5,5,50,7,14,5,,0,356,400,0.89,True,step_limit,3eb03315214867783b292577afc1b03ad5b49fe21087bbccec8c5644e4cefe01,361,11,8,12,2,6,0,1.3663768768310547,1.7531037330627433,5.5103302001953125,,,,,,,,,,,,,,,,A,r4,loot-crate,326039,426039,loot-crate-repeat,0.1
1,1,_run_plan_2f3b12767b_a2ec8adac7,evaluation,54,54,6,6,50,7,15,6,,1,6,54,0.1111111111111111,False,killed,b992dca79f757174879b10ea91d22f1bc6d68c651cb87f2a4a82f3692639b665,10,10,5,15,4,10,0,0.906825065612793,1.6398906707763667,2.862215042114258,,,,,,,,,,,,,,,,A,r4,loot-crate,326040,426040,loot-crate-repeat,0.12
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,7,7,0,0,9,1,3,1,,1,0,7,0.0,False,killed,967d51d0fc77fe9574324db01fbcaa501c79ca4c431142cf57fb147f53aaf5e8,1,1,1,1,2,1,0,0.4565715789794922,1.1296987533569334,1.203298568725586,,,,,,,,,,,,,,,,A,r5,classic,324001,424001,classic-primary,0.0
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,1,14,7,,0,2,400,0.005,True,step_limit,064b9c27305dad9e367b406afef7595e079f1e98728f2db2d58fd1f33dedc84c,3,189,3,184,12,9,0,1.6846656799316406,2.169632911682129,2.719402313232422,,,,,,,,,,,,,,,,A,r5,classic,324002,424002,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,279,279,4,4,9,5,63,36,,1,9,279,0.03225806451612903,False,killed,ce5c9979147942ffce567f6e2e5b92172506d83e2e12948fb78ac046d61971b2,56,47,50,36,49,41,0,1.54876708984375,3.850841522216797,5.889415740966797,,,,,,,,,,,,,,,,A,r5,classic,324003,424003,classic-primary,0.4444444444444444
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,2,22,13,,0,3,400,0.0075,True,step_limit,c4206de92da44c27e2e911f21c3173c6a092a3ae101415bd301cf0e57a2bff72,169,17,173,13,14,14,0,1.1998414993286133,2.3267030715942383,3.76129150390625,,,,,,,,,,,,,,,,A,r5,classic,324004,424004,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,6,6,9,6,81,41,,0,7,400,0.0175,True,step_limit,f07e0d62c08d58ca4690c555cef259a43f56bc86377fa40fca411a6f8fe3083a,74,50,63,42,124,47,0,1.8796920776367188,4.3835997581481925,6.346702575683594,,,,,,,,,,,,,,,,A,r5,classic,324005,424005,classic-primary,0.6666666666666666
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,6,6,9,6,92,52,,0,7,400,0.0175,True,step_limit,a9cd8d060efb8a89fa6fff8ec144319891a5d3e28b84f451369fa4c79e4ac3b1,78,59,70,55,82,56,0,1.690506935119629,4.271149635314941,6.438732147216797,,,,,,,,,,,,,,,,A,r5,classic,324006,424006,classic-primary,0.6666666666666666
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,2,2,9,3,29,15,,0,297,400,0.7425,True,step_limit,4c9412d44655a198049bde46c102f0cb74d243ea820276ec38861d3f2dd7997d,14,15,312,20,22,17,0,1.9344091415405273,2.3244261741638184,3.2939910888671875,,,,,,,,,,,,,,,,A,r5,classic,324007,424007,classic-primary,0.2222222222222222
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,5,5,9,5,29,12,,0,5,400,0.0125,True,step_limit,fac050e0d2e680bb76eabd13e6b12310b931edce7a4385aca96b07feaefa5894,28,15,25,14,305,13,0,3.9386749267578125,4.421854019165037,7.217884063720703,,,,,,,,,,,,,,,,A,r5,classic,324008,424008,classic-primary,0.5555555555555556
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,3,3,9,4,33,21,,0,4,400,0.01,True,step_limit,9320f73dca4f61773d430089484225647b366e74029f9054423f2e6b8f469914,145,24,158,26,24,23,0,1.3856887817382812,2.585029602050781,6.91986083984375,,,,,,,,,,,,,,,,A,r5,classic,324009,424009,classic-primary,0.3333333333333333
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,2,2,9,3,27,10,,0,329,400,0.8225,True,step_limit,6cd0d41b9634663a1a68005f3a3c5adb88efabac5b7f65f4ddf5331cd4e92ec3,12,13,341,9,14,11,0,2.1505355834960938,2.502012252807617,6.48951530456543,,,,,,,,,,,,,,,,A,r5,classic,324010,424010,classic-primary,0.2222222222222222
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,0,0,9,1,4,2,,0,387,400,0.9675,True,step_limit,1095f82a61063958314df3d48270c77521bfcf2f9b2d67ba451e39552ebfeeae,4,1,387,2,4,2,0,0.6450414657592773,0.8852601051330566,1.3928413391113281,,,,,,,,,,,,,,,,A,r5,classic,324011,424011,classic-primary,0.0
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,0,0,9,1,16,7,,0,2,400,0.005,True,step_limit,6aa067769416d8d5dcaadd853d31d5f688509befb898dfca05433d894465babb,188,5,182,5,11,9,0,1.8067359924316406,2.2813558578491206,4.405975341796875,,,,,,,,,,,,,,,,A,r5,classic,324012,424012,classic-primary,0.0
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,0,0,9,2,19,42,,0,37,400,0.0925,True,step_limit,e4aab1d1ddb270f98aea3408a97ad1c644e722292ceff20b82d32f54607a11f0,149,6,150,6,10,79,0,0.9925365447998047,1.3695240020751942,3.0329227447509766,,,,,,,,,,,,,,,,A,r5,classic,324013,424013,classic-primary,0.0
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,6,6,9,6,90,38,,0,4,400,0.01,True,step_limit,b2b9d0a72ac2415168dd5069a2b9c96da140a02a25e73c558e87413b8cbdf32c,57,39,70,43,150,41,0,2.267003059387207,4.855084419250484,7.12275505065918,,,,,,,,,,,,,,,,A,r5,classic,324014,424014,classic-primary,0.6666666666666666
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,4,4,9,5,44,16,,0,286,400,0.715,True,step_limit,1560a960c89135204418a940476d36c8c1050d6b66a59fe8311eb4cdbc3c95a9,20,19,308,14,21,18,0,2.582669258117676,3.014171123504638,4.82487678527832,,,,,,,,,,,,,,,,A,r5,classic,324015,424015,classic-primary,0.4444444444444444
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,6,6,9,6,50,24,,0,15,400,0.0375,True,step_limit,ce683e4f30d8ced4b1c141b888a0c5b569f26a5c2bd00a8942af69bd22ece172,28,40,24,36,239,33,0,3.5364627838134766,4.179680347442627,7.226705551147461,,,,,,,,,,,,,,,,A,r5,classic,324016,424016,classic-primary,0.6666666666666666
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,1,27,12,,0,2,400,0.005,True,step_limit,40fada660f376679ace7e4fbd35c802b0d012f1c85419abd5347b96bcf7ebb47,12,13,18,13,330,14,0,2.811908721923828,3.3012151718139644,5.2433013916015625,,,,,,,,,,,,,,,,A,r5,classic,324017,424017,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,36,36,1,1,9,2,8,5,,1,1,36,0.027777777777777776,False,killed,699fd02eb6482ff7bc6736bafc0f64425347df917477681f526552a54963ea32,5,6,8,6,6,5,0,0.5794763565063477,1.1303424835205078,1.5478134155273438,,,,,,,,,,,,,,,,A,r5,classic,324018,424018,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,2,2,9,2,18,11,,0,3,400,0.0075,True,step_limit,ea6ec3729307c3935eac60e01966abe11faec7ec7399a61723aa0b7b62ae64c9,18,11,18,10,332,11,0,3.0934810638427734,3.805279731750488,5.74803352355957,,,,,,,,,,,,,,,,A,r5,classic,324019,424019,classic-primary,0.2222222222222222
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,7,7,9,7,97,42,,0,8,400,0.02,True,step_limit,78646ed1c0d18ab945c01bc04991a6740b5b6ea05704c3745d702dacb40c2b67,109,43,98,38,66,46,0,1.9654035568237305,5.367517471313476,6.420612335205078,,,,,,,,,,,,,,,,A,r5,classic,324020,424020,classic-primary,0.7777777777777778
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,2,26,12,,0,315,400,0.7875,True,step_limit,b5d145090773ae71e8832473bde2519c5d1549ec307d0596d420c5a27d41d2ca,18,14,328,16,11,13,0,1.5908479690551758,2.021098136901855,6.454944610595703,,,,,,,,,,,,,,,,A,r5,classic,324021,424021,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,2,2,9,3,27,9,,0,5,400,0.0125,True,step_limit,8d694c5882ec13cc3e8fd4a15911622db912b6de5a24d03216c519c748d7b45b,168,18,168,21,12,13,0,2.6012659072875977,3.306949138641355,7.06028938293457,,,,,,,,,,,,,,,,A,r5,classic,324022,424022,classic-primary,0.2222222222222222
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,1,24,11,,0,3,400,0.0075,True,step_limit,11b8a594b4a5a21ccea4883151ebc921e5a6b2f6c75d8086fb41256d71d969b9,16,13,14,9,336,12,0,3.5707950592041016,4.229593276977538,11.230230331420898,,,,,,,,,,,,,,,,A,r5,classic,324023,424023,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,2,27,11,,0,1,400,0.0025,True,step_limit,438984f3f943c77f5f003088f751775e3e8161a8d478862258fa07948c884240,14,18,12,7,338,11,0,1.5343427658081055,1.9546747207641597,2.997875213623047,,,,,,,,,,,,,,,,A,r5,classic,324024,424024,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,2,5,2,,0,390,400,0.975,True,step_limit,d531b3a430d46ecaedf05b5d9a44524760f199bb443fa24da3ce81bbb04f87f5,1,3,387,4,2,3,0,1.100778579711914,1.4065027236938474,2.7086734771728516,,,,,,,,,,,,,,,,A,r5,classic,324025,424025,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,0,0,9,0,10,3,,0,0,400,0.0,True,step_limit,17916a1fb34700f63f4e11375b3666a2aeab849b7111688c0261342ad1ef5f01,2,5,2,5,383,3,0,1.0732412338256836,1.353776454925537,5.861520767211914,,,,,,,,,,,,,,,,A,r5,classic,324026,424026,classic-primary,0.0
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,3,3,9,3,58,30,,0,4,400,0.01,True,step_limit,42cd69fdab9e0356c0310aacbc935cb9a425cc1ebd8aa7646ef11bd2fb685b5c,40,30,41,32,226,31,0,2.8644800186157227,3.629159927368164,7.123470306396484,,,,,,,,,,,,,,,,A,r5,classic,324027,424027,classic-primary,0.3333333333333333
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,6,6,9,6,84,49,,0,15,400,0.0375,True,step_limit,cf9448f298e7c6d6c78ada4515c30c147ecce52d0ca54c9fe4986172215d32f0,81,63,71,60,69,56,0,1.6350746154785156,4.332709312438964,10.216951370239258,,,,,,,,,,,,,,,,A,r5,classic,324028,424028,classic-primary,0.6666666666666666
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,4,4,9,5,66,31,,0,164,400,0.41,True,step_limit,52ca75dd11d9dc4f7782cba30c5cb9d54cba06db57353b04c074ea504ded10d0,45,32,219,38,34,32,0,1.5736818313598633,2.684760093688958,7.167577743530273,,,,,,,,,,,,,,,,A,r5,classic,324029,424029,classic-primary,0.4444444444444444
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,2,8,3,,0,381,400,0.9525,True,step_limit,b142891c6be9178e06091fc8d921e9ebeb5d2861a9983fa851257118b39eb999,3,3,382,4,3,5,0,1.311182975769043,1.6504287719726562,6.192684173583984,,,,,,,,,,,,,,,,A,r5,classic,324030,424030,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,2,2,9,2,50,25,,0,7,400,0.0175,True,step_limit,9523023d01b684a4271afeada502ad25446fa5c9f52f3edb4f21d4d2b90f1556,32,24,45,24,246,29,0,3.7702322006225586,4.292047023773193,7.71641731262207,,,,,,,,,,,,,,,,A,r5,classic,324031,424031,classic-primary,0.2222222222222222
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,2,21,10,,0,325,400,0.8125,True,step_limit,4d7a6c684b3ec7e23f463cb07c43e86532ce312adf3f754742a288c815f19f91,18,10,337,13,12,10,0,1.1525154113769531,1.6397118568420381,6.417512893676758,,,,,,,,,,,,,,,,A,r5,classic,324032,424032,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,344,344,7,7,9,8,92,44,,1,15,344,0.0436046511627907,False,killed,af91abd07171cb3c717acfb53cd8808a2e93965244e9e0689a563daebfafaf71,64,57,60,43,71,49,0,1.6711950302124023,4.468989372253415,5.489826202392578,,,,,,,,,,,,,,,,A,r5,classic,324033,424033,classic-primary,0.7777777777777778
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,1,30,14,,0,0,400,0.0,True,step_limit,5ab1f6919809c2fad5b6998486a26e76a93af5a97943d81e63e690350f2dd422,21,10,21,14,320,14,0,2.471446990966797,3.2370328903198233,8.637666702270508,,,,,,,,,,,,,,,,A,r5,classic,324034,424034,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,1,33,17,,0,0,400,0.0,True,step_limit,ce03b2a907eb624758ab45bcac37889eeddbaac7332ee1a0e8777bfe2a7c6541,22,20,24,16,301,17,0,3.7376880645751953,4.260158538818359,7.621288299560547,,,,,,,,,,,,,,,,A,r5,classic,324035,424035,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,1,48,25,,0,0,400,0.0,True,step_limit,9b2f1647dabf93cc2e3f2686fda2f01d9119f1656479efd217fc67fb0cf75fa5,141,33,137,37,27,25,0,2.96783447265625,5.0759196281433105,6.203889846801758,,,,,,,,,,,,,,,,A,r5,classic,324036,424036,classic-primary,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,6,6,9,6,96,54,,0,19,400,0.0475,True,step_limit,119c68bbddf30fe301b6aa15725242c54950400003df6398a4d5b189ad587828,80,59,69,49,80,63,0,1.6609430313110352,3.8602948188781725,5.395412445068359,,,,,,,,,,,,,,,,A,r5,classic,324037,424037,classic-primary,0.6666666666666666
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,3,3,9,4,37,24,,0,218,400,0.545,True,step_limit,d3640de9dce205109d50c03c7a14d5a8f274655f69984b2d414393cc663ff749,36,25,267,26,21,25,0,0.8292198181152344,2.0257472991943337,3.3845901489257812,,,,,,,,,,,,,,,,A,r5,classic,324038,424038,classic-primary,0.3333333333333333
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,0,0,9,1,8,2,,0,388,400,0.97,True,step_limit,f9db785828491958bf37b71d11497ab918baa009732dd30f7bd06410c7410877,2,1,389,2,3,3,0,1.166701316833496,1.5671610832214344,2.939939498901367,,,,,,,,,,,,,,,,A,r5,classic,324039,424039,classic-primary,0.0
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,4,4,9,4,64,56,,0,11,400,0.0275,True,step_limit,5c8b8c623572171cf4a3b3d25c964815b1fc774ec0fdce095a127ab477bdb39a,63,60,63,58,94,62,0,2.019166946411133,4.789280891418456,7.333517074584961,,,,,,,,,,,,,,,,A,r5,classic,324040,424040,classic-primary,0.4444444444444444
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,7,7,0,0,9,1,3,1,,1,0,7,0.0,False,killed,967d51d0fc77fe9574324db01fbcaa501c79ca4c431142cf57fb147f53aaf5e8,1,1,1,1,2,1,0,0.4532337188720703,1.0819911956787105,1.2440681457519531,,,,,,,,,,,,,,,,A,r5,classic,324001,424001,classic-repeat,0.0
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,1,14,7,,0,2,400,0.005,True,step_limit,064b9c27305dad9e367b406afef7595e079f1e98728f2db2d58fd1f33dedc84c,3,189,3,184,12,9,0,1.6832351684570312,2.128326892852783,5.093574523925781,,,,,,,,,,,,,,,,A,r5,classic,324002,424002,classic-repeat,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,279,279,4,4,9,5,63,36,,1,9,279,0.03225806451612903,False,killed,ce5c9979147942ffce567f6e2e5b92172506d83e2e12948fb78ac046d61971b2,56,47,50,36,49,41,0,1.5170574188232422,3.6659002304077095,5.180120468139648,,,,,,,,,,,,,,,,A,r5,classic,324003,424003,classic-repeat,0.4444444444444444
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,2,22,13,,0,3,400,0.0075,True,step_limit,c4206de92da44c27e2e911f21c3173c6a092a3ae101415bd301cf0e57a2bff72,169,17,173,13,14,14,0,1.178145408630371,2.208340167999267,3.055095672607422,,,,,,,,,,,,,,,,A,r5,classic,324004,424004,classic-repeat,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,6,6,9,6,81,41,,0,7,400,0.0175,True,step_limit,f07e0d62c08d58ca4690c555cef259a43f56bc86377fa40fca411a6f8fe3083a,74,50,63,42,124,47,0,1.9036531448364258,4.404115676879882,7.875680923461914,,,,,,,,,,,,,,,,A,r5,classic,324005,424005,classic-repeat,0.6666666666666666
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,6,6,9,6,92,52,,0,7,400,0.0175,True,step_limit,a9cd8d060efb8a89fa6fff8ec144319891a5d3e28b84f451369fa4c79e4ac3b1,78,59,70,55,82,56,0,1.704573631286621,4.395759105682371,6.217241287231445,,,,,,,,,,,,,,,,A,r5,classic,324006,424006,classic-repeat,0.6666666666666666
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,2,2,9,3,29,15,,0,297,400,0.7425,True,step_limit,4c9412d44655a198049bde46c102f0cb74d243ea820276ec38861d3f2dd7997d,14,15,312,20,22,17,0,1.9297599792480469,2.3435235023498535,3.2129287719726562,,,,,,,,,,,,,,,,A,r5,classic,324007,424007,classic-repeat,0.2222222222222222
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,5,5,9,5,29,12,,0,5,400,0.0125,True,step_limit,fac050e0d2e680bb76eabd13e6b12310b931edce7a4385aca96b07feaefa5894,28,15,25,14,305,13,0,3.9353370666503906,4.496049880981445,5.29789924621582,,,,,,,,,,,,,,,,A,r5,classic,324008,424008,classic-repeat,0.5555555555555556
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,3,3,9,4,33,21,,0,4,400,0.01,True,step_limit,9320f73dca4f61773d430089484225647b366e74029f9054423f2e6b8f469914,145,24,158,26,24,23,0,1.3244152069091797,2.4935960769653307,8.50987434387207,,,,,,,,,,,,,,,,A,r5,classic,324009,424009,classic-repeat,0.3333333333333333
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,2,2,9,3,27,10,,0,329,400,0.8225,True,step_limit,6cd0d41b9634663a1a68005f3a3c5adb88efabac5b7f65f4ddf5331cd4e92ec3,12,13,341,9,14,11,0,2.1109580993652344,2.6257634162902823,8.345603942871094,,,,,,,,,,,,,,,,A,r5,classic,324010,424010,classic-repeat,0.2222222222222222
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,0,0,9,1,4,2,,0,387,400,0.9675,True,step_limit,1095f82a61063958314df3d48270c77521bfcf2f9b2d67ba451e39552ebfeeae,4,1,387,2,4,2,0,0.6406307220458984,0.8791685104370116,1.1298656463623047,,,,,,,,,,,,,,,,A,r5,classic,324011,424011,classic-repeat,0.0
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,0,0,9,1,16,7,,0,2,400,0.005,True,step_limit,6aa067769416d8d5dcaadd853d31d5f688509befb898dfca05433d894465babb,188,5,182,5,11,9,0,1.824021339416504,2.4978995323181152,5.011081695556641,,,,,,,,,,,,,,,,A,r5,classic,324012,424012,classic-repeat,0.0
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,0,0,9,2,19,42,,0,37,400,0.0925,True,step_limit,e4aab1d1ddb270f98aea3408a97ad1c644e722292ceff20b82d32f54607a11f0,149,6,150,6,10,79,0,0.9926557540893555,1.379954814910888,2.125263214111328,,,,,,,,,,,,,,,,A,r5,classic,324013,424013,classic-repeat,0.0
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,6,6,9,6,90,38,,0,4,400,0.01,True,step_limit,b2b9d0a72ac2415168dd5069a2b9c96da140a02a25e73c558e87413b8cbdf32c,57,39,70,43,150,41,0,2.228260040283203,5.229926109313965,10.26773452758789,,,,,,,,,,,,,,,,A,r5,classic,324014,424014,classic-repeat,0.6666666666666666
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,4,4,9,5,44,16,,0,286,400,0.715,True,step_limit,1560a960c89135204418a940476d36c8c1050d6b66a59fe8311eb4cdbc3c95a9,20,19,308,14,21,18,0,2.6063919067382812,3.3081054687499987,5.9528350830078125,,,,,,,,,,,,,,,,A,r5,classic,324015,424015,classic-repeat,0.4444444444444444
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,6,6,9,6,50,24,,0,15,400,0.0375,True,step_limit,ce683e4f30d8ced4b1c141b888a0c5b569f26a5c2bd00a8942af69bd22ece172,28,40,24,36,239,33,0,3.5535097122192383,4.082787036895751,9.139776229858398,,,,,,,,,,,,,,,,A,r5,classic,324016,424016,classic-repeat,0.6666666666666666
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,1,27,12,,0,2,400,0.005,True,step_limit,40fada660f376679ace7e4fbd35c802b0d012f1c85419abd5347b96bcf7ebb47,12,13,18,13,330,14,0,2.797722816467285,3.3267259597778316,6.463050842285156,,,,,,,,,,,,,,,,A,r5,classic,324017,424017,classic-repeat,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,36,36,1,1,9,2,8,5,,1,1,36,0.027777777777777776,False,killed,699fd02eb6482ff7bc6736bafc0f64425347df917477681f526552a54963ea32,5,6,8,6,6,5,0,0.5769729614257812,1.1265873908996582,1.512289047241211,,,,,,,,,,,,,,,,A,r5,classic,324018,424018,classic-repeat,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,2,2,9,2,18,11,,0,3,400,0.0075,True,step_limit,ea6ec3729307c3935eac60e01966abe11faec7ec7399a61723aa0b7b62ae64c9,18,11,18,10,332,11,0,3.115415573120117,3.6397218704223633,7.373571395874023,,,,,,,,,,,,,,,,A,r5,classic,324019,424019,classic-repeat,0.2222222222222222
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,7,7,9,7,97,42,,0,8,400,0.02,True,step_limit,78646ed1c0d18ab945c01bc04991a6740b5b6ea05704c3745d702dacb40c2b67,109,43,98,38,66,46,0,1.9589662551879883,5.25667667388916,6.669282913208008,,,,,,,,,,,,,,,,A,r5,classic,324020,424020,classic-repeat,0.7777777777777778
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,2,26,12,,0,315,400,0.7875,True,step_limit,b5d145090773ae71e8832473bde2519c5d1549ec307d0596d420c5a27d41d2ca,18,14,328,16,11,13,0,1.5635490417480469,2.043330669403076,4.186153411865234,,,,,,,,,,,,,,,,A,r5,classic,324021,424021,classic-repeat,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,2,2,9,3,27,9,,0,5,400,0.0125,True,step_limit,8d694c5882ec13cc3e8fd4a15911622db912b6de5a24d03216c519c748d7b45b,168,18,168,21,12,13,0,2.6280879974365234,3.1430602073669434,4.39000129699707,,,,,,,,,,,,,,,,A,r5,classic,324022,424022,classic-repeat,0.2222222222222222
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,1,24,11,,0,3,400,0.0075,True,step_limit,11b8a594b4a5a21ccea4883151ebc921e5a6b2f6c75d8086fb41256d71d969b9,16,13,14,9,336,12,0,3.6159753799438477,4.187893867492674,7.979631423950195,,,,,,,,,,,,,,,,A,r5,classic,324023,424023,classic-repeat,0.1111111111111111
1,1,_run_plan_2f3b12767b_5eb242aeb6,evaluation,400,400,1,1,9,2,27,11,,0,1,400,0.0025,True,step_limit,438984f3f943c77f5f003088f751775e3e8161a8d478862258fa07948c884240,14,18,12,7,338,11,0,1.5299320220947266,2.0768761634826656,6.073236465454102,,,,,,,,,,,,,,,,A,r5,classic,324024,424024,classic-repeat,0.1111111111111111
