treatment,replica,scenario,world_seed,agent_seed,collection_fraction,opponents_eliminated,self_kills,score,invalid_actions,decision_time_p95_ms,decision_time_max_ms,action_sequence_sha256,repeat_match
candidate,r3,coincollector,224205,324205,0.2222222222222222,0,0,2,12,1.207649707794189,3.3690929412841797,cf7651c0a8f7782ff460b32780f1dd0edf60bb4d99728823d39ba4b634673c4e,False
candidate,r3,coincollector,224206,324206,0.3333333333333333,0,0,3,6,0.4642844200134277,1.251220703125,498bb4b096ccf81a9825afa4f3e61172221af3a6ac2fa7b37ace48044bb2eee4,True
candidate,r3,coincollector,224207,324207,0.3333333333333333,0,0,3,12,1.68514251708984,8.972883224487305,a20ca35f95d63889df51a03bc032b4b72956d0eef9955b990de742e238ce179c,False
candidate,r3,coincollector,224208,324208,0.3333333333333333,0,0,3,8,1.2971162796020508,4.120826721191406,bf61926565058de81f42d5b60500cda504471650e98b9092076252edc2ba5342,False
candidate,r3,coincollector,224209,324209,0.3333333333333333,0,0,3,7,0.874257087707519,1.5511512756347656,2019a3fa34bd7899d0ba0bc8c5b92bc814b5aa7f234e6abc4a46df854b63c632,False
candidate,r3,coincollector,224210,324210,0.5555555555555556,0,0,5,18,0.5963802337646481,1.5308856964111328,1703d63adc0b4b96565bb16212398e1e16ff1c65b7c4de146dc0881698624d98,False
candidate,r3,coincollector,224211,324211,0.2222222222222222,0,1,2,13,0.7697343826293945,1.5947818756103516,cf3ab81e1e78ea9b329e1ecf18fbf8912e045907b74eb6e1d063317756a3e24a,False
candidate,r3,coincollector,224212,324212,0.2222222222222222,0,0,2,15,0.932097434997559,1.6100406646728516,660aa1b8d4fbfdd70ce5aaf5dc9c666ffdad71e2eb5beafc2e89f82f36a73766,False
candidate,r3,coincollector,224213,324213,0.1111111111111111,0,1,1,8,1.3883590698242185,4.800081253051758,8cf20c79c3f929e1e319a6511590f14e83e55bb60b4fb3c80bed8def936d96fd,False
candidate,r3,coincollector,224214,324214,0.4444444444444444,0,0,4,8,1.440846920013427,3.8290023803710938,20710fc25c573b6ec28a7f2de190f2c7c20d6f0383fbc8513b154659a065ca10,False
candidate,r3,coincollector,224215,324215,0.1111111111111111,0,1,1,11,0.9765267372131343,2.0580291748046875,72da6c0f5961d5e153da7c06bf1034d16796028586904c19d2a8db55f03aa432,False
candidate,r3,coincollector,224216,324216,0.0,0,1,0,2,0.5890369415283202,0.8308887481689453,34cccce054051f3a595a821892f8445e53803604b3fe69129ed615f4547d4ebe,False
candidate,r3,coincollector,224217,324217,0.2222222222222222,0,0,2,12,1.1257171630859366,2.1071434020996094,e35c5c94bc491a2b1183289314d81b934807a47e35c555543c904f8c1177c4cc,False
candidate,r3,coincollector,224218,324218,0.3333333333333333,0,0,3,7,1.4988422393798793,7.23719596862793,831cffb342e6084ce911d03f7074ed886cf7a96dcf8bd4480f9bbf97f50a0db2,False
candidate,r3,coincollector,224219,324219,0.5555555555555556,0,1,5,16,0.9210586547851562,2.4819374084472656,98ca3e1e4008b72e2f98e397d737c05267c813dc0cd4dec27834506aeca91805,False
candidate,r3,coincollector,224220,324220,0.1111111111111111,0,0,1,28,0.8130669593811033,2.972126007080078,67aa398569fae8491c576b15e3ca02ee8b9a9e17aa04723b04822a66f9234915,False
candidate,r3,classic,224301,324301,0.0,0,1,0,0,0.42848587036132774,0.7407665252685547,ec30808185e1b958a2f633663613211b97d6a122e805dd06ab2848cad482b6ca,True
candidate,r3,classic,224302,324302,0.0,0,1,0,2,0.3695368766784667,0.7138252258300781,3e57991f239555e81a7bf39d79e4fa463bb54fb22bed855d9ce7abba3e9dcabe,True
candidate,r3,classic,224303,324303,0.0,0,0,0,3,0.3202080726623533,0.6160736083984375,65a98160aefbcc064cbc3612936f9e14f1c4676c5896bcb3610b449103041138,True
candidate,r3,classic,224324,324324,0.0,0,0,0,6,0.5191326141357421,1.506805419921875,a737c5ed5f3cdacfa629ccb930c7a1cee8275c7f4b1f9560d5ee8c3aaec44dbf,True
candidate,r3,classic,224305,324305,0.3333333333333333,0,0,3,7,0.5972981452941892,1.4560222625732422,3d8ad70096730ff4232e3c5999300e991de36ed477089bf3de4557c4655880b5,True
candidate,r3,classic,224306,324306,0.3333333333333333,0,0,3,19,0.5000591278076171,2.585172653198242,3f707ccdd16eb7d6cb5bc4052e51746d18d8202594e6ea79d887a85f1bfbfc41,True
candidate,r3,classic,224307,324307,0.2222222222222222,0,0,2,41,0.20028352737426736,0.5259513854980469,ee62d1965031fbb4854cb2e9e33ff2e9bb741f407afe50664333275d6cecbb77,True
candidate,r3,classic,224308,324308,0.6666666666666666,0,0,6,21,0.5910754203796387,4.173994064331055,726cf71010f3027c7f862aa59a58394a68323cd171931bd9910b5f62c925b580,True
candidate,r3,classic,224309,324309,0.2222222222222222,0,0,2,5,0.655758380889892,1.7538070678710938,cd8f60c9b545614b8eae5bcbdd7b6aa4e27401447c8fa1138fbabf1fdc7a067a,True
candidate,r3,classic,224310,324310,0.0,0,0,0,0,0.7800340652465819,4.445791244506836,ff1f9873e824868b58a9fc91eac532e04cd46253d6fe5183863a7b5c3fe06981,True
candidate,r3,classic,224311,324311,0.2222222222222222,0,0,2,7,0.35601854324340815,1.7209053039550781,e1917bfaa789fb127dbf215a3cda8f8eec1bd4f926bc992d6e5a97fdf83c4651,True
candidate,r3,classic,224312,324312,0.3333333333333333,0,0,3,0,0.35692453384399414,1.3689994812011719,f79e544a14c79df9462abc111255cbec25482cbd09e811e600d318675698ac18,True
candidate,r3,classic,224313,324313,0.0,0,0,0,25,0.5500078201293934,3.1027793884277344,0af47ccc842dbc8e6aacf56a3b78719a36bdf14c23c75ec8b03d552aed250865,True
candidate,r3,classic,224314,324314,0.2222222222222222,0,0,2,24,0.5839586257934546,1.4891624450683594,dcdc988b07153da6fcd396a6162f684b0cd8ef4f4a7c6a9bcac608a8a8d1fcd1,True
candidate,r3,classic,224315,324315,0.2222222222222222,0,0,2,64,1.1477828025817864,5.176067352294922,d162bb6caa3edddf29293657050fc99f1665c21b371628f6ef042f507fc776c1,True
candidate,r3,classic,224316,324316,0.5555555555555556,0,0,5,12,0.8093118667602536,3.5698413848876953,8774eb96d015f49db6a23401c0cf9e457a214bf91e4cdbedab477e5d0ab6709c,True
candidate,r3,classic,224317,324317,0.3333333333333333,0,0,3,4,0.4328370094299311,9.317874908447266,bc9f2373f35404cdc14f0e76eec9ec0090cef7bee4cf0fc759bad801ebcdb530,True
candidate,r3,classic,224318,324318,0.3333333333333333,0,0,3,6,0.2671241760253905,1.1560916900634766,54b84d3e34fd8646d29d393ccff197634aa8b7922747e22b281f8855918a3b70,True
candidate,r3,classic,224319,324319,0.3333333333333333,0,0,3,17,0.4563331604003904,1.4362335205078125,73d2db97b6d18be834a67b1fb9c94026e78eaf147d1cab161af71b7b14da0579,True
candidate,r3,classic,224320,324320,0.1111111111111111,0,0,1,47,0.3923296928405756,1.7290115356445312,6dfc175f7b754970ec6dd192e677f0835fdaf45b5e66d3ced811078e98ebe0b0,True
candidate,r3,coin-heaven,224401,324401,1.0,0,0,50,0,0.181770324707031,0.2377033233642578,8529fb259bdadc554f554290e25ed9f6a3c3a2fddc10a6bc5d73c5e30323a942,True
candidate,r3,coin-heaven,224402,324402,1.0,0,0,50,0,0.1379013061523437,0.49376487731933594,8407c61071e0109d916f22a96c889b258907f6a1de729d4d1a047393c3e9bc1f,True
candidate,r3,coin-heaven,224403,324403,1.0,0,0,50,0,0.12693405151367176,0.2791881561279297,ed784568977cb2eb5073dfc54d10c4beb9c89f3091efad58665fdff219ac2dd8,True
candidate,r3,coin-heaven,224404,324404,1.0,0,0,50,0,0.22304058074951172,0.35309791564941406,b241c90f50ed3da1527ebbf173f2b07d2829e2130ff8abbde9f1c7c3aaa585b3,True
candidate,r3,coin-heaven,224405,324405,1.0,0,0,50,0,0.12068748474121092,0.21600723266601562,dc3ac7ea72cb8467e6c637efb8c0572c51686132b4e73393daa9f5a16a91feb0,True
candidate,r3,coin-heaven,224406,324406,1.0,0,0,50,0,0.22897720336914068,0.3638267517089844,5acade4be9656c3826c2dd11a08828796b0d2f8dbf166adc727668f9a2c20ef9,True
candidate,r3,coin-heaven,224407,324407,1.0,0,0,50,0,0.1341581344604492,0.4630088806152344,da8241a8dc5c114468d20ef4bd6e7836ebc5673c0ef4b86a3968e2966f09ebbe,True
candidate,r3,coin-heaven,224408,324408,1.0,0,0,50,0,0.2517700195312498,0.32329559326171875,9cfb42ac42c4cf8a815820ec2a99b8c84f49954bc54df5bb74c27f92bc900c9a,True
candidate,r3,coin-heaven,224409,324409,1.0,0,0,50,0,0.13180971145629883,0.21791458129882812,891cddb783b1c07249601581700d1fadd87edcf0201852b9f0b4bb69b3743d40,True
candidate,r3,coin-heaven,224410,324410,1.0,0,0,50,0,0.18754005432128898,0.24700164794921875,28557865f6bc5fd7e3a93f4de99c7e06775957527a020eb51513f71f2d19ea8f,True
candidate,r3,coin-heaven,224411,324411,1.0,0,0,50,0,0.20723342895507804,0.45609474182128906,4e7b73e1060f5b07ece88de854edcc46d6e55cf5b0784100d7d1dfcff378625b,True
candidate,r3,coin-heaven,224412,324412,1.0,0,0,50,0,0.17794370651245117,0.2601146697998047,0f933a69d0a97ab67462e9a309e588a627d9f37b9fe416b3cf931d7dbf279178,True
candidate,r3,coin-heaven,224413,324413,1.0,0,0,50,0,0.11358261108398438,0.2219676971435547,25ef0d2238373ad3fadbe2bf0e55c5d5c48f2f626251506debd99bcccdaf98bc,True
candidate,r3,coin-heaven,224414,324414,1.0,0,0,50,0,0.26602745056152327,0.2999305725097656,eb47993aca868a8708483fa09cb18a88ac0807c9aba7497fc3d16178bb9005f2,True
candidate,r3,coin-heaven,224415,324415,1.0,0,0,50,0,0.20637512207031244,0.35381317138671875,1bfbc11b9845d88d2f83309f33e8d4165b3b651dfb26737237de13906a495220,True
candidate,r3,coin-heaven,224416,324416,1.0,0,0,50,0,0.19836425781249983,0.31304359436035156,f7d926803ff0b0e49244729778c7e74d7905183c1dd1dd2950bca18e0bd3fa5e,True
candidate,r3,coin-heaven,224417,324417,1.0,0,0,50,0,0.16818046569824197,0.6151199340820312,e0e841f5255d37540f85f0d93e14175d85ff9b05e1f04fb66dd50b15ab84e297,True
candidate,r3,coin-heaven,224418,324418,1.0,0,0,50,0,0.20769834518432617,0.263214111328125,3b1771362b3b595dca4d0f68a355c46af26a9f530bf70aa501902aaef3c90b3c,True
candidate,r3,coin-heaven,224419,324419,1.0,0,0,50,0,0.20918846130371094,0.2560615539550781,d817b8b94864d719ce35101dca6b01deeb5b024bd1bd2f289f15a14f025ee0c4,True
candidate,r3,coin-heaven,224420,324420,1.0,0,0,50,0,0.27509927749633784,0.31280517578125,7938357f9dc8a162bb4bb756a755de6ea4bc280bdfe59de596cb6e021e387258,True
candidate,r3,loot-crate,224501,324501,0.48,0,0,24,8,0.24623870849609358,1.1248588562011719,5a590e82cddcc0cf3f59ccff18cca09981743e7398c819326eac28a6762674a2,True
candidate,r3,loot-crate,224502,324502,0.4,0,0,20,29,0.27904510498046864,0.5440711975097656,e962169bf3e6d20c4d2fb6a1d190046e6da0ba5c03ebfa438697688dc708ee7f,True
candidate,r3,loot-crate,224503,324503,0.22,0,0,11,18,0.17100572586059565,0.4138946533203125,551c7d0baf5ae7be6aebfd357d636d587906cc5dc98f496101a3bba6bfdc5e7b,True
candidate,r3,loot-crate,224504,324504,0.34,0,0,17,7,0.19894838333129872,0.3459453582763672,05ea6ecc42594574aa4d7691f6ade89bad6dfdbdddd483f3ebd2871b3979a468,True
candidate,r3,loot-crate,224505,324505,0.28,0,0,14,7,0.16621351242065427,0.39005279541015625,fea9be92e5419a5b39e0422639cc5611199343cfb667b11f308165c66138b1d7,True
candidate,r3,loot-crate,224506,324506,0.06,0,0,3,2,0.1600265502929687,0.4520416259765625,38905351b96274dd68094cf3bec252ba7288972c8a3cc730231ff000253055a6,True
candidate,r3,loot-crate,224507,324507,0.52,0,0,26,11,0.26702880859375,0.3447532653808594,47001f4597e8142fac76ea8d5b12bb5f6821a352fb81c7ccbfda070840195f95,True
candidate,r3,loot-crate,224508,324508,0.12,0,1,6,0,0.14930963516235352,0.26702880859375,ad1fcf80859f51d647ee5ea090dec1690120d2af2d765a84872e0d5fc6e1a126,True
candidate,r3,loot-crate,224509,324509,0.24,0,0,12,7,0.19220113754272458,0.3199577331542969,b5e0345bdaac25e8fc04caa05add1ecf20d4e62741b0a3e6ae5e7e537a41db7e,True
candidate,r3,loot-crate,224510,324510,0.42,0,0,21,5,0.15816688537597648,0.5602836608886719,c3a5fe36a0042236bbc130914a3d01328317849f8e1de6feca52474a11765ec9,True
candidate,r3,loot-crate,224511,324511,0.26,0,0,13,2,0.15178918838500963,0.33593177795410156,480bc1232569635896661b5179f3e6ab99e102b8a82d1bcaaf36329f998c47c8,True
candidate,r3,loot-crate,224512,324512,0.26,0,0,13,32,0.21414756774902338,0.6558895111083984,8cc59b2b0f8ad91ebf57b9c474a26bf2f10732396298bcffee9d8b854e60dd56,True
candidate,r3,loot-crate,224513,324513,0.46,0,0,23,21,0.3190040588378906,0.9820461273193359,2c624fa8c2c8c4ad22e7acc253c5b8eb359f1ea9c9f498e618c8fb5875380457,True
candidate,r3,loot-crate,224514,324514,0.16,0,0,8,2,0.16098022460937494,0.701904296875,1ba4c8dd2905bdd53774eec2c17e8e59216ca3545a9fa20c33cc9fbc8d9c09de,True
candidate,r3,loot-crate,224515,324515,0.08,0,0,4,49,0.2796292304992672,0.7281303405761719,551bf4821b794a473e500c03f06179b2ddb07d177d2bcb02a6d6d22c540a3220,True
candidate,r3,loot-crate,224516,324516,0.36,0,0,18,5,0.1981735229492187,0.6971359252929688,34202a0dc2c639b47682d12eaf75979e2d8b9a8ec6ff5223c5fa7966d9d88528,True
candidate,r3,loot-crate,224517,324517,0.2,0,0,10,34,0.2754330635070798,0.7741451263427734,6002af30c0d657bc493f8d916d59c9f756c58bdfce39bab4b89cafee100e628d,True
candidate,r3,loot-crate,224518,324518,0.16,0,0,8,2,0.8240222930908203,2.565145492553711,4c350ad3e3ff5c843780adadef0602669e94dc27136e6c36c502788d2fec50b4,True
candidate,r3,loot-crate,224519,324519,0.22,0,0,11,2,0.29110908508300737,0.8032321929931641,6e8fa1beafb9ed5f5846c977eb695c7a35617e7157a1f401c4dfab778240e0fd,True
candidate,r3,loot-crate,224520,324520,0.22,0,0,11,5,0.2794027328491198,0.6620883941650391,44e86149394f119abc97eb8f596ec641ed932f4564640a61264c41a9f9155720,True
candidate,r4,peaceful,224101,324101,0.0,0,0,0,0,0.9032726287841787,2.130746841430664,396bdc517608212c38dd12a00d5f720c45d3a718001b22ac658bc205fe40ba9c,True
candidate,r4,peaceful,224102,324102,0.2222222222222222,0,0,2,1,0.7869839668273924,2.919912338256836,4d30765f6edd54fa028207ced70ae9e70624cb017a12bcfbb4d320fadc40eeb3,True
candidate,r4,peaceful,224103,324103,0.5555555555555556,0,0,5,6,1.3814568519592263,1.989126205444336,b84b356c2d660456cd608c41a0485038cc9f6399e01900acd3b1f6c73b926d35,True
candidate,r4,peaceful,224104,324104,0.5555555555555556,0,0,5,4,0.6882309913635253,1.566171646118164,505899f5ec820b0fd9f6cb3fd9989f20459e1dc2f11262777ec8155a6f24fbf1,True
candidate,r4,peaceful,224105,324105,0.1111111111111111,0,0,1,3,0.6159424781799315,1.3060569763183594,3e1aa4722c306695ed8bf3343e13b57e2496c453dcb704879f842556bbe5c7de,False
candidate,r4,peaceful,224106,324106,0.0,0,0,0,46,0.6367325782775876,1.313924789428711,ac9ff660e40cb1374fab07490f836982ae132eae715b6f5f49feaacf0ab26494,True
candidate,r4,peaceful,224107,324107,0.0,0,0,0,0,0.8558154106140129,1.4069080352783203,cdb2b7d266681ebf2d07170b625e11d9c0efbd2313db88a2d5a9e870f4f0a22d,True
candidate,r4,peaceful,224108,324108,0.2222222222222222,0,0,2,0,0.7590055465698241,3.2880306243896484,04c529bd4eaf1b374e49a413a5c8218dbff270badcf4aa0108a1e0daa7752ef9,True
candidate,r4,peaceful,224109,324109,0.0,0,0,0,0,0.9161949157714825,2.4907588958740234,cb83a7c921be30aba660c9adbc040adc3db828a0473222a7cb621eb69d60b8f9,True
candidate,r4,peaceful,224110,324110,0.1111111111111111,0,0,1,1,1.0439157485961914,10.734796524047852,8a39bbdafcad78c9878f378f5752e121299e16ed81ace7d4409db8448809f0fd,True
candidate,r4,peaceful,224111,324111,0.0,0,0,0,1,1.0322928428649898,3.6869049072265625,f788ef67a5341d81c54a3a502b1b6ccd0c0dfc7cdcb7f5466bce96a97a289e9c,True
candidate,r4,peaceful,224112,324112,0.0,0,0,0,0,0.5918145179748535,4.582881927490234,396bdc517608212c38dd12a00d5f720c45d3a718001b22ac658bc205fe40ba9c,True
candidate,r4,peaceful,224113,324113,0.0,0,0,0,142,0.9176135063171381,2.580881118774414,5d0e9cd92b0879b0ddc2c089b64eea4895846cebc66a86d089bea38967b82f4f,True
candidate,r4,peaceful,224114,324114,0.0,0,0,0,1,0.8775830268859859,21.975994110107422,48bed72037c352640490dc4832c8a06f4c460fc1954fa741582b7193aa78ef95,True
candidate,r4,peaceful,224115,324115,0.0,0,0,0,0,0.5477190017700191,1.4388561248779297,cc35a9652c8a83b52468d6afd03ecbdfb00e702ac416bbea53e9345db0f47f92,True
candidate,r4,peaceful,224116,324116,0.0,0,0,0,0,0.6215810775756831,1.302957534790039,204bb332e8ba0935e729dd54bef108c155339ec9252fc041f2414d1d82491154,True
candidate,r4,peaceful,224117,324117,0.5555555555555556,1,0,10,16,0.5429863929748534,1.8787384033203125,fdae52cee7201f65d4e831df8ef79d83ed33a0ee4dccac5960eb80fb06cf2b34,False
candidate,r4,peaceful,224118,324118,0.8888888888888888,1,0,13,13,0.591003894805908,2.4268627166748047,cde87c21ffb09a89aac4fb941c69d28842b6bf77a70c32bc5642f92501ac62c3,False
candidate,r4,peaceful,224119,324119,0.0,0,0,0,0,0.5827426910400386,1.3589859008789062,b4dd3ab453fabce7315db8b2d9c30ee79e219455ecd01fba4660a48b19013495,True
candidate,r4,peaceful,224120,324120,0.1111111111111111,0,0,1,0,0.5723118782043426,2.3000240325927734,dea42a66b56517ca2cc50e642a3c6f75de2502e148e86e644d30a04906c43de2,True
candidate,r4,coincollector,224201,324201,0.5555555555555556,1,0,10,6,1.1659622192382795,4.110097885131836,63688f4b338cd0c51ee723c43f3ec8d0097fc6e1856724885f35dc9895ae98d1,False
candidate,r4,coincollector,224202,324202,0.4444444444444444,0,0,4,8,1.224410533905029,2.662181854248047,59c4f70ae418ebb0f211ac1fc3812151e0855c6f23148ca369127fd51757e586,False
candidate,r4,coincollector,224203,324203,0.0,0,0,0,0,1.0975360870361317,2.2690296173095703,ed6f8c161c30cee8fe0ab761b486dd0914c537149e9dea9c23c03c2bc974e29e,False
candidate,r4,coincollector,224224,324224,0.2222222222222222,0,0,2,8,1.3751745223999021,3.3690929412841797,c05fe0f39d27e0faf973061f6b07aee7b6c91a91cf7446cafb7f3ef40688d832,False
candidate,r4,coincollector,224205,324205,0.4444444444444444,0,0,4,8,1.041281223297118,3.6792755126953125,a25770998450b839918ecfe678bfb8f285d4b777f8cd70cdd5ba2a6370b2f429,False
candidate,r4,coincollector,224206,324206,0.4444444444444444,0,0,4,16,1.1600136756896964,4.256010055541992,5e5e3e35b2b50468c9f46884ace8b17a35da848fae5bdfeba2c5f58d3bcf49ca,False
candidate,r4,coincollector,224207,324207,0.1111111111111111,0,1,1,5,0.690627098083496,1.2998580932617188,750b68e789181bc8d2a3b0948427021a0efe301ac2db672f4fcae44990540022,False
candidate,r4,coincollector,224208,324208,0.3333333333333333,0,0,3,8,0.5560517311096191,2.1681785583496094,0ba7e298ebd643fb9d2c2dcc8209e2b1af9c0a9d83027f7caf18c57cb5f58983,False
candidate,r4,coincollector,224209,324209,0.2222222222222222,0,1,2,6,1.8329739570617654,8.014678955078125,6531b0d3e9f711841074fe8dd6f2ab909203134b8477f1ecfe25ce3bb37106d5,False
candidate,r4,coincollector,224210,324210,0.2222222222222222,0,1,2,4,0.6922483444213856,0.9958744049072266,99e1ba7644ddc95f1fd5f53c55a143759352fef8b6ac32786a21fb3a7e10adc7,False
candidate,r4,coincollector,224211,324211,0.2222222222222222,0,0,2,12,1.3860225677490232,7.348060607910156,8e39c12c48bdb8b7ac36728e47fe9b3e9ed9ab86bc567d05b5d70193b853337d,False
candidate,r4,coincollector,224212,324212,0.0,0,0,0,8,1.0663747787475581,3.6191940307617188,edc52066dab456c1a5472b3ea5bbabf24e7d185d064ca1777195c265356e5411,False
candidate,r4,coincollector,224213,324213,0.0,0,0,0,1,0.7177233695983879,2.245187759399414,6582105ed949a525cefce514510ecd5d757947dfaaf0eb3bdbd68a018d05b2fa,False
candidate,r4,coincollector,224214,324214,0.0,0,1,0,4,1.2852668762207025,4.771709442138672,4ff9dd9c83a2234dea2a0e69402e59413fd67f0c746741837a3c9241bbc9ad8d,False
candidate,r4,coincollector,224215,324215,0.1111111111111111,0,0,1,9,0.5190491676330564,1.9190311431884766,ada54b1a6d873f32e6c2b4d8537512618eeb8bd03a8aa3010c1812b1518e9aea,False
candidate,r4,coincollector,224216,324216,0.2222222222222222,0,0,2,10,0.41420459747314453,1.4929771423339844,97eec04afe69233fa87d1cc732ba728af3704eaf63b7bf4c556d66957fa91dad,False
candidate,r4,coincollector,224217,324217,0.2222222222222222,0,1,2,5,0.6301164627075194,1.1057853698730469,459438a0c3ccf73733c34fd4fa0fde197e5225032fb0882f1aa32a673cb02327,False
candidate,r4,coincollector,224218,324218,0.1111111111111111,0,1,1,20,0.38455724716186507,0.6451606750488281,5bf5b236ca143a833b0427222be87b1622f84fc1865b6f3c6c1777b50f6e4089,False
candidate,r4,coincollector,224219,324219,0.1111111111111111,0,0,1,2,0.3513097763061523,0.6630420684814453,3e27f73fc81ef2fc81bfa5386a6c0c2d5f44ed668513607e018f832bb22652a8,True
candidate,r4,coincollector,224220,324220,0.3333333333333333,0,0,3,8,0.6413340568542476,1.0669231414794922,048018bf4bb27b294ec0a5572a8077a805c8df36a0f3d0a4609eef8e96b5fbbf,False
candidate,r4,classic,224301,324301,0.1111111111111111,0,0,1,1,0.19602775573730463,0.40793418884277344,6bc9fc597120bc7cf973d04f69304fcd56e8a1e1e74cbd6bcf380976a4a4ea93,True
candidate,r4,classic,224302,324302,0.0,0,0,0,46,0.13723373413085924,1.5349388122558594,07d6a82f4dc3271da82c000dbb24e1033d24badecab5dbd17db23443062493c8,True
candidate,r4,classic,224303,324303,0.1111111111111111,0,0,1,21,0.15428066253662084,0.45108795166015625,634c01ccefbd932e16eb1e9c281661f1479d0156e2c746565752e570da9ddebd,True
candidate,r4,classic,224324,324324,0.0,0,0,0,47,0.12317895889282213,0.3750324249267578,5c743aef947b5b8a708c5a805c9c057c2131dcc5ce6265ede133af5cc3b15eb9,True
candidate,r4,classic,224305,324305,0.3333333333333333,0,0,3,1,0.1638412475585937,0.30803680419921875,71535af74a456138eb271491d79af80267e6cce8011ee9f044bbabf2c13eb22a,True
candidate,r4,classic,224306,324306,0.2222222222222222,0,0,2,4,0.20014047622680653,0.6110668182373047,31648d7942cbac71546dc7b196beae7691c455d5158707b0f3ceb42b0ae2481d,True
candidate,r4,classic,224307,324307,0.4444444444444444,0,0,4,14,0.1800060272216797,0.3402233123779297,a6268e51b8f5749a73f018de57151180f4b7b7024b99863b95a76f47bda2db18,True
candidate,r4,classic,224308,324308,0.2222222222222222,0,0,2,3,0.1480579376220703,0.6060600280761719,837f2e7fcd38e8c46a0b6fa4a85b58c5942ad843456db24f97ab3556d9fc9bb1,True
candidate,r4,classic,224309,324309,0.3333333333333333,0,0,3,10,0.17077922821044916,0.6098747253417969,8293957728d5ccdf7d493dbc39d3cf957588b29e096826b033182c72696bc383,True
candidate,r4,classic,224310,324310,0.0,0,0,0,0,0.1380443572998047,0.29087066650390625,2e49624fc605f12809be39a9ba603f43cef2f603fecffe78c673b9be897d6d69,True
candidate,r4,classic,224311,324311,0.3333333333333333,0,0,3,11,0.1690387725830078,0.5228519439697266,b529417c19bfbfc8f313a5924cf10eac26e2d3c092ab5313c3ab6866cd0e6b87,True
candidate,r4,classic,224312,324312,0.1111111111111111,0,0,1,1,0.12099742889404286,0.29015541076660156,f85f6bc1ee64fd693965c3cc7c08d578f7bb5276c8ef86815ea62aa10eefeb0b,True
candidate,r4,classic,224313,324313,0.0,0,0,0,1,0.15809535980224584,0.3173351287841797,890dc1feda9a48a505ec3f5ce93ec04a12e0ba11d71c4829a29ad2ce76d82cef,True
candidate,r4,classic,224314,324314,0.3333333333333333,0,0,3,4,0.15311241149902338,0.331878662109375,f5ebfa6501558746379bbb011097492c9cd27298f0ba9c5d0e56db10aab64a23,True
candidate,r4,classic,224315,324315,0.3333333333333333,0,0,3,4,0.15093088150024414,0.3192424774169922,cfc5a5e8ad1f32f2a75d96ca3cf3c6db5ef0257163fef96d5778e7ab990692b8,True
candidate,r4,classic,224316,324316,0.2222222222222222,0,1,2,1,0.25157928466796853,0.6022453308105469,f42bd4ddcc8820e696addc58265f6375afbacf4d29de3ba13e2db9222a0fc9cf,True
candidate,r4,classic,224317,324317,0.3333333333333333,0,0,3,1,0.18630027770996085,0.3447532653808594,21de6ac1db97bbd1078d4bd25794362d769de6f4fc302075c38cfaadbbd3a05a,True
candidate,r4,classic,224318,324318,0.1111111111111111,0,0,1,20,0.15385150909423823,0.6830692291259766,e5f5f9c7c5823b738b7bafed86f025f6b5c02425e9ef46f308e188fe8af2c848,True
candidate,r4,classic,224319,324319,0.0,0,0,0,0,0.11588335037231444,0.3159046173095703,8037b84ac71e20887fdf80db20e9d2bff93893596ca9bbd1b47bba5d7e932db0,True
candidate,r4,classic,224320,324320,0.1111111111111111,0,0,1,0,0.13910531997680653,0.30612945556640625,1672977d73e753f8ab9e9a1ec8f77ba83337bc00ee9b507f64a0b64c3a185ec0,True
candidate,r4,coin-heaven,224401,324401,1.0,0,0,50,0,0.24286508560180653,1.1799335479736328,8529fb259bdadc554f554290e25ed9f6a3c3a2fddc10a6bc5d73c5e30323a942,True
candidate,r4,coin-heaven,224402,324402,1.0,0,0,50,0,0.21553039550781247,0.4467964172363281,8407c61071e0109d916f22a96c889b258907f6a1de729d4d1a047393c3e9bc1f,True
candidate,r4,coin-heaven,224403,324403,1.0,0,0,50,0,0.17886161804199213,0.3399848937988281,ed784568977cb2eb5073dfc54d10c4beb9c89f3091efad58665fdff219ac2dd8,True
candidate,r4,coin-heaven,224404,324404,1.0,0,0,50,0,0.27632713317871094,0.7388591766357422,b241c90f50ed3da1527ebbf173f2b07d2829e2130ff8abbde9f1c7c3aaa585b3,True
candidate,r4,coin-heaven,224405,324405,1.0,0,0,50,0,0.28593540191650385,0.4558563232421875,dc3ac7ea72cb8467e6c637efb8c0572c51686132b4e73393daa9f5a16a91feb0,True
candidate,r4,coin-heaven,224406,324406,1.0,0,0,50,0,0.516200065612793,1.3780593872070312,5acade4be9656c3826c2dd11a08828796b0d2f8dbf166adc727668f9a2c20ef9,True
candidate,r4,coin-heaven,224407,324407,1.0,0,0,50,0,0.4767894744873045,0.7259845733642578,da8241a8dc5c114468d20ef4bd6e7836ebc5673c0ef4b86a3968e2966f09ebbe,True
candidate,r4,coin-heaven,224408,324408,1.0,0,0,50,0,0.339102745056152,0.640869140625,9cfb42ac42c4cf8a815820ec2a99b8c84f49954bc54df5bb74c27f92bc900c9a,True
candidate,r4,coin-heaven,224409,324409,1.0,0,0,50,0,0.3123164176940917,0.7622241973876953,891cddb783b1c07249601581700d1fadd87edcf0201852b9f0b4bb69b3743d40,True
