suite,phase,world_seed,agent_seed,score,coins_collected,initially_available_coins,collection_fraction,self_kills,opponents_eliminated,survived,termination_reason,executed_action_sequence_sha256,first_place,tied_first,decision_time_p95_ms,decision_time_max_ms
coin-heaven,repeat,230420,330420,50.0,50,50,1.0,0,0,True,survived,b5c956b5b02b40d1a86d0b054a5255858f1ddc23a1494d905c9e6efd7a5cbee7,False,False,0.45633316040039057,1.3599395751953125
competitive,primary,230001,330001,0.0,0,9,0.0,0,0,False,killed,a5948cacc30d17bddc2d61a205a3c1123edee13fa27e33d1e5f5680314717ada,False,False,0.6668567657470703,1.8169879913330078
competitive,primary,230002,330002,5.0,0,9,0.0,1,1,False,killed,e9683ebd00fa0c1e86d5788544c8f40490d7db46f518485aba818162a5e5b2be,False,False,0.9859204292297363,3.3380985260009766
competitive,primary,230003,330003,1.0,1,9,0.1111111111111111,0,0,False,killed,80d9a9e51f6919dcea6b9336c292eddf8758e81629704f939026c670f2074b89,False,False,1.0491490364074705,1.2252330780029297
competitive,primary,230004,330004,4.0,4,9,0.4444444444444444,0,0,True,step_limit,aa08a51fea31b06b3047e3c5a630033d8d3cb20b44e5779933a24bc0c40305cb,False,False,0.9114265441894526,3.167867660522461
competitive,primary,230005,330005,1.0,1,9,0.1111111111111111,0,0,False,killed,547c04b32354ce70e8d2c19dfdd1a8bca7977cfc28e92b44ba476203c6219324,False,False,0.7609724998474121,1.116037368774414
competitive,primary,230006,330006,1.0,1,9,0.1111111111111111,1,0,False,killed,4e798f5f20d62b95c6eb5e43d19e448faa96c50435d1dcbbcfe259ac98b1cb50,False,False,0.8866190910339351,2.3088455200195312
competitive,primary,230007,330007,1.0,1,9,0.1111111111111111,0,0,True,step_limit,379ad9ea6a4f240eafd0073d6910711070f01930d22345d494706898079eb2aa,False,False,1.1374235153198238,4.993915557861328
competitive,primary,230008,330008,1.0,1,9,0.1111111111111111,0,0,False,killed,3f8f0f849c8ad3a5612d99968950c845fcaf5f6bb3ab6294b55a7285232ad7cd,False,False,0.9186625480651853,2.202749252319336
competitive,primary,230009,330009,0.0,0,9,0.0,0,0,False,killed,9f8f4479a709c8f3e2f5764f7c900ad202598a15cde9d16a2ca724b5896cdbab,False,False,1.0347843170166013,1.7189979553222656
competitive,primary,230010,330010,0.0,0,9,0.0,1,0,False,killed,6ef1686976d07750d8b0ab3fbb56594fcacb9519736ff263fd8d9842efa3d7e4,False,False,0.7214784622192375,3.1762123107910156
competitive,primary,230011,330011,1.0,1,9,0.1111111111111111,0,0,False,killed,e07d54f23019ddf9182304ece28f9b0cd0bf229dc648077bb1f405a3989ead1e,False,False,1.0546684265136717,1.5108585357666016
competitive,primary,230012,330012,1.0,1,9,0.1111111111111111,1,0,False,killed,9aa347aaa65caf48215881de13098dae92e37ddba864ce1346b8b79e2456e640,False,False,0.7510542869567866,2.1219253540039062
competitive,primary,230013,330013,3.0,3,9,0.3333333333333333,1,0,False,killed,5835ecb83f8c89bf11410979045228a40871708232a1e510b7666dba174dfc3a,False,False,0.8922100067138667,2.6607513427734375
competitive,primary,230014,330014,1.0,1,9,0.1111111111111111,0,0,False,killed,9c7e9b6473b70f4941e71cf3bce36692a2837392d67988279582c0467007857f,False,False,0.9350776672363281,1.2600421905517578
competitive,primary,230015,330015,3.0,3,9,0.3333333333333333,1,0,False,killed,939737ccb9b1d877201d0e409de8292f5f0adca37949984b6f1c4a22927e4fa9,False,False,0.9809970855712887,2.5260448455810547
competitive,primary,230016,330016,1.0,1,9,0.1111111111111111,1,0,False,killed,4e83a124c88c05f32ba717afcfc5f171f66df99694a5e98a6f20337dedbe2cce,False,False,1.2272715568542472,2.6140213012695312
competitive,primary,230017,330017,2.0,2,9,0.2222222222222222,0,0,False,killed,8689f2fc43f9f78bc26b43be024739665af43e78d746dbf242fbc523dd36288b,False,False,1.270842552185058,2.4809837341308594
competitive,primary,230018,330018,1.0,1,9,0.1111111111111111,1,0,False,killed,ccf6c08268ab16e87e33a375d6fee4f9c630eab96594e696019fa0db63cdea6a,False,False,1.0775327682495117,1.7600059509277344
competitive,primary,230019,330019,2.0,2,9,0.2222222222222222,0,0,False,killed,f1bc2ee37d91fa3dd697677e581ccd34ca3f1be15c349d7ec90fb1ff3d4b6a22,False,False,0.600922107696533,1.2850761413574219
competitive,primary,230020,330020,0.0,0,9,0.0,0,0,False,killed,3d5256e37a5c73e3c069e46b24b65f00160f6f14feb7d70fee7eb80b40f28df6,False,False,0.3837347030639649,0.5371570587158203
competitive,repeat,230001,330001,0.0,0,9,0.0,0,0,False,killed,ec16e2aa324c3f449c4e2cbcab11fbe4297a47a0eef4998b8ea4518fee760eca,False,False,0.3093719482421875,0.3502368927001953
competitive,repeat,230002,330002,2.0,2,9,0.2222222222222222,0,0,False,killed,8bdf7e76db1c0d93ca216dd6f61aae406c74bed83be84906cc7ae9d444919f30,False,False,0.40912628173828125,0.5049705505371094
competitive,repeat,230003,330003,1.0,1,9,0.1111111111111111,0,0,False,killed,80d9a9e51f6919dcea6b9336c292eddf8758e81629704f939026c670f2074b89,False,False,0.33833980560302734,0.49114227294921875
competitive,repeat,230004,330004,0.0,0,9,0.0,1,0,False,killed,642e9b451c83573206f463e846a10a1fe7b020ca77c137c29632fd2d208ea366,False,False,0.47245025634765625,0.8890628814697266
competitive,repeat,230005,330005,0.0,0,9,0.0,1,0,False,killed,5fcf51193bee0aa257c80cea785ed2490547fdc80d03f0dc1147a4701e050a4d,False,False,0.39972066879272455,0.5381107330322266
competitive,repeat,230006,330006,1.0,1,9,0.1111111111111111,1,0,False,killed,b8cc0b5aecd81a9120b824e123557dcee544439cdcfc5b9b446416176bcece4c,False,False,0.34973621368408203,0.3771781921386719
competitive,repeat,230007,330007,1.0,1,9,0.1111111111111111,1,0,False,killed,52d548d8d4e6cf06d73c8cf21b060a5d304937da3149cc8d3a17be24b64d8795,False,False,0.4858970642089844,0.6442070007324219
competitive,repeat,230008,330008,1.0,1,9,0.1111111111111111,1,0,False,killed,49e216a3bc99c25a6a70d47eb38ddaa897bd8e5c348897b2c62a9067d7ddea92,False,False,0.326693058013916,0.5288124084472656
competitive,repeat,230009,330009,1.0,1,9,0.1111111111111111,0,0,True,step_limit,e773683ece8da722511dfc4a3db7307cc027ed4afeace4ddaad49989bea0df3e,False,False,0.5933523178100583,0.8120536804199219
competitive,repeat,230010,330010,0.0,0,9,0.0,1,0,False,killed,85b6aa9b475c5a0999b2d3e2d35f6365baa037b6d09c7c6aaf980ce9d089053f,False,False,0.39085149765014643,0.5018711090087891
competitive,repeat,230011,330011,1.0,1,9,0.1111111111111111,0,0,False,killed,e07d54f23019ddf9182304ece28f9b0cd0bf229dc648077bb1f405a3989ead1e,False,False,0.31564235687255854,0.5159378051757812
competitive,repeat,230012,330012,1.0,1,9,0.1111111111111111,1,0,False,killed,f5194476e065901ccebfa9ec703b5f02ce7be4efaedeb838ba9b3ae69fe4bc12,False,False,0.2979278564453124,0.4661083221435547
competitive,repeat,230013,330013,4.0,4,9,0.4444444444444444,1,0,False,killed,a723551a52624af5fa07e1b08e2ba30ef4811965be26dbb410c526136017878b,False,False,0.3581047058105469,0.4889965057373047
competitive,repeat,230014,330014,2.0,2,9,0.2222222222222222,0,0,False,killed,a87c3268ca46ba62e8dec293c4de1ba2fb2f5503a5297bab35e72dd913f11181,False,False,0.3062248229980468,0.3910064697265625
competitive,repeat,230015,330015,1.0,1,9,0.1111111111111111,1,0,False,killed,16ac7fa9749bd1d2f4de5332d442576e9b458a59079467f525d69ec486a997fc,False,False,0.2590894699096679,0.30684471130371094
competitive,repeat,230016,330016,2.0,2,9,0.2222222222222222,0,0,False,killed,f2b294805949e7590eae93bc9025ce36bedb70a48f95a3706ea4485406a8b547,False,False,0.3349781036376953,0.8938312530517578
competitive,repeat,230017,330017,2.0,2,9,0.2222222222222222,0,0,True,step_limit,1d884e44369e31a56acdea0339497d29fb24747e69a3e5f705154b2cbd058967,False,False,0.7209420204162595,1.323699951171875
competitive,repeat,230018,330018,1.0,1,9,0.1111111111111111,1,0,False,killed,b647b0cfdd2038b92cb15ddf404e93d513df51355cc6e2d411601d0efc184a9a,False,False,0.4290103912353516,1.3110637664794922
competitive,repeat,230019,330019,1.0,1,9,0.1111111111111111,1,0,False,killed,fad4a0a951f69d6554cbfce5c88a0cee1e952bd3b44edb91d504602b7f456f93,False,False,0.27701854705810547,0.3998279571533203
competitive,repeat,230020,330020,0.0,0,9,0.0,1,0,False,killed,aca4e325f5b8930170579c28ec0981bb1e83893e46c8f33390ce04bf997990dc,False,False,0.4426240921020508,0.7891654968261719
loot-crate,primary,230501,330501,28.0,28,50,0.56,0,0,True,step_limit,f584cc3aee343ea47468dd71e7e9535c4143294f99e35196378d3b01bdf83436,False,False,0.74852705001831,12.166261672973633
loot-crate,primary,230502,330502,7.0,7,50,0.14,1,0,False,killed,d26c0c88d6e459639672f9a5f46cb235af3ce92746dfe34e439d16333ae4f49a,False,False,0.8352279663085939,1.0950565338134766
loot-crate,primary,230503,330503,12.0,12,50,0.24,0,0,True,step_limit,3f0a11a10790685e23b8c9c7df4a2b14144641effe4e36924452e8902330c4de,False,False,0.6254673004150378,2.077817916870117
loot-crate,primary,230504,330504,2.0,2,50,0.04,1,0,False,killed,35501e191d40c0d8089c62cde138f2a69d6fb479f5c0dc1f706ff6f8a95b473c,False,False,0.7741928100585924,1.5308856964111328
loot-crate,primary,230505,330505,8.0,8,50,0.16,0,0,True,step_limit,e3ff45a4add00a242bdd5df8d6d1a128ec60257e720014d0116c6cfe23712e86,False,False,0.4632711410522452,0.9310245513916016
loot-crate,primary,230506,330506,17.0,17,50,0.34,1,0,False,killed,9c3c3de5c75d10eaaa9ea6fbeb2891fa52f7139a9962f2d6cdf4a32f033964cb,False,False,0.528430938720703,1.8310546875
loot-crate,primary,230507,330507,21.0,21,50,0.42,0,0,True,step_limit,0477ade5a815f79b8a3b7ebee1dfce56b9cf8e3816ea37ab0f6a0d1da4fa0380,False,False,0.6092429161071776,3.3538341522216797
loot-crate,primary,230508,330508,17.0,17,50,0.34,0,0,True,step_limit,017c50a883301d6b13c9bcc320728a8a6d013b3ab383d0fe1882af45cce37b31,False,False,0.4386186599731439,1.0991096496582031
loot-crate,primary,230509,330509,2.0,2,50,0.04,1,0,False,killed,2f1719e9becb334d6f115800494ebb2319f8e0013bc5360a2446c35f00e08162,False,False,0.5186319351196286,0.6649494171142578
loot-crate,primary,230510,330510,1.0,1,50,0.02,0,0,True,step_limit,594d5fb1df8b00085dd48bc0e4d5b0e07d9179d494307eb72592fce11d6b83cd,False,False,0.3227710723876945,0.6797313690185547
loot-crate,primary,230511,330511,11.0,11,50,0.22,0,0,True,step_limit,28ceb1f717ec768edf131e44a038506dbac6baf99165203fd9b14ecced24db7f,False,False,0.36835670471191384,1.5838146209716797
loot-crate,primary,230512,330512,3.0,3,50,0.06,0,0,True,step_limit,b4ff4ad76abf275cc872a74898497381a6c0a81a1aae5c2bf90e7db94b5427d6,False,False,0.4482984542846677,1.7697811126708984
