stage,job,world_seed,agent_seed,repeat,behavior_epsilon,score,strict_win,collection_fraction,coins,crates,eliminations,survived,survival_steps,self_kills,invalid_actions,bomb_actions
training,treatment-r3,1931303022,3931303,,0.0,1,1,0.1111111111111111,1,21,0,1,400,0,0,10
training,treatment-r3,1931303023,3931303,,0.0,7,1,0.7777777777777778,7,78,0,1,400,0,0,53
training,treatment-r3,1931303024,3931303,,0.0,11,1,0.6666666666666666,6,93,1,1,400,0,0,51
training,treatment-r3,1931303025,3931303,,1.0,0,0,0.0,0,3,0,0,7,1,0,1
training,treatment-r3,1931303026,3931303,,0.0,6,1,0.6666666666666666,6,68,0,0,250,1,0,32
training,treatment-r3,1931303027,3931303,,1.0,0,0,0.0,0,2,0,0,8,1,0,1
training,treatment-r3,1931303028,3931303,,0.0,1,1,0.1111111111111111,1,14,0,1,400,0,0,42
training,treatment-r3,1931303029,3931303,,0.0,6,1,0.6666666666666666,6,48,0,1,400,0,0,19
training,treatment-r3,1931303030,3931303,,0.0,11,1,0.6666666666666666,6,105,1,1,400,0,0,54
training,treatment-r3,1931303031,3931303,,0.0,9,1,0.4444444444444444,4,53,1,0,194,1,0,26
training,treatment-r3,1931303032,3931303,,0.0,6,1,0.6666666666666666,6,98,0,1,400,0,0,51
training,treatment-r3,1931303033,3931303,,0.0,1,1,0.1111111111111111,1,16,0,1,400,0,0,5
training,treatment-r3,1931303034,3931303,,1.0,0,0,0.0,0,3,0,0,5,1,0,1
training,treatment-r3,1931303035,3931303,,0.0,8,1,0.8888888888888888,8,103,0,1,400,0,0,52
training,treatment-r3,1931303036,3931303,,0.0,5,1,0.5555555555555556,5,61,0,1,400,0,0,43
training,treatment-r3,1931303037,3931303,,0.0,11,1,0.6666666666666666,6,93,1,1,400,0,0,53
training,treatment-r3,1931303038,3931303,,0.0,13,1,0.8888888888888888,8,104,1,1,400,0,0,52
training,treatment-r3,1931303039,3931303,,1.0,0,0,0.0,0,1,0,0,5,1,0,1
training,treatment-r3,1931303040,3931303,,0.0,8,1,0.8888888888888888,8,109,0,1,400,0,0,53
training,treatment-r3,1931303041,3931303,,1.0,0,0,0.0,0,2,0,0,10,1,0,1
training,treatment-r3,1931303042,3931303,,0.0,2,1,0.2222222222222222,2,26,0,1,400,0,0,13
training,treatment-r3,1931303043,3931303,,0.0,4,1,0.4444444444444444,4,34,0,0,88,1,0,11
training,treatment-r3,1931303044,3931303,,0.0,12,1,0.7777777777777778,7,107,1,1,400,0,0,53
training,treatment-r3,1931303045,3931303,,0.0,1,1,0.1111111111111111,1,29,0,1,400,0,0,57
training,treatment-r3,1931303046,3931303,,0.0,0,0,0.0,0,3,0,0,7,1,0,1
training,treatment-r3,1931303047,3931303,,0.0,2,1,0.2222222222222222,2,46,0,1,400,0,0,54
training,treatment-r3,1931303048,3931303,,0.0,5,1,0.5555555555555556,5,95,0,1,400,0,0,52
training,treatment-r3,1931303049,3931303,,0.0,3,1,0.3333333333333333,3,63,0,0,221,1,0,29
training,treatment-r3,1931303050,3931303,,1.0,0,0,0.0,0,2,0,0,7,1,0,1
evaluation,reference-classic-peaceful,5931401,6931401,0,0.0,0,0,0.0,0,8,0,1,400,0,0,3
evaluation,reference-classic-peaceful,5931402,6931402,0,0.0,5,1,0.5555555555555556,5,59,0,1,400,0,0,52
evaluation,reference-classic-peaceful,5931403,6931403,0,0.0,2,1,0.2222222222222222,2,36,0,0,100,1,0,14
evaluation,reference-classic-peaceful,5931404,6931404,0,0.0,3,1,0.3333333333333333,3,45,0,0,128,1,0,17
evaluation,reference-classic-peaceful,5931405,6931405,0,0.0,5,1,0.5555555555555556,5,47,0,1,400,0,0,55
evaluation,reference-classic-peaceful,5931401,6931401,1,0.0,0,0,0.0,0,8,0,1,400,0,0,3
evaluation,reference-classic-peaceful,5931402,6931402,1,0.0,5,1,0.5555555555555556,5,59,0,1,400,0,0,52
evaluation,reference-classic-peaceful,5931403,6931403,1,0.0,2,1,0.2222222222222222,2,36,0,0,100,1,0,14
evaluation,reference-classic-peaceful,5931404,6931404,1,0.0,3,1,0.3333333333333333,3,45,0,0,128,1,0,17
evaluation,reference-classic-peaceful,5931405,6931405,1,0.0,5,1,0.5555555555555556,5,47,0,1,400,0,0,55
evaluation,reference-coin-heaven,5931501,6931501,0,0.0,2,0,0.04,2,0,0,1,400,0,0,0
evaluation,reference-coin-heaven,5931502,6931502,0,0.0,23,0,0.46,23,0,0,1,400,0,0,2
evaluation,reference-coin-heaven,5931503,6931503,0,0.0,5,0,0.1,5,0,0,1,400,0,0,0
evaluation,reference-coin-heaven,5931504,6931504,0,0.0,18,0,0.36,18,0,0,0,32,1,0,1
evaluation,reference-coin-heaven,5931505,6931505,0,0.0,3,0,0.06,3,0,0,1,400,0,0,1
evaluation,reference-coin-heaven,5931501,6931501,1,0.0,2,0,0.04,2,0,0,1,400,0,0,0
evaluation,reference-coin-heaven,5931502,6931502,1,0.0,23,0,0.46,23,0,0,1,400,0,0,2
evaluation,reference-coin-heaven,5931503,6931503,1,0.0,5,0,0.1,5,0,0,1,400,0,0,0
evaluation,reference-coin-heaven,5931504,6931504,1,0.0,18,0,0.36,18,0,0,0,32,1,0,1
evaluation,reference-coin-heaven,5931505,6931505,1,0.0,3,0,0.06,3,0,0,1,400,0,0,1
evaluation,reference-loot-crate,5931601,6931601,0,0.0,12,0,0.24,12,35,0,1,400,0,0,16
evaluation,reference-loot-crate,5931602,6931602,0,0.0,22,0,0.44,22,60,0,0,171,1,0,21
evaluation,reference-loot-crate,5931603,6931603,0,0.0,3,0,0.06,3,12,0,1,400,0,0,5
evaluation,reference-loot-crate,5931604,6931604,0,0.0,33,0,0.66,33,81,0,1,400,0,0,29
evaluation,reference-loot-crate,5931605,6931605,0,0.0,6,0,0.12,6,13,0,0,41,1,0,5
evaluation,reference-loot-crate,5931601,6931601,1,0.0,12,0,0.24,12,35,0,1,400,0,0,16
evaluation,reference-loot-crate,5931602,6931602,1,0.0,22,0,0.44,22,60,0,0,171,1,0,21
evaluation,reference-loot-crate,5931603,6931603,1,0.0,3,0,0.06,3,12,0,1,400,0,0,5
evaluation,reference-loot-crate,5931604,6931604,1,0.0,33,0,0.66,33,81,0,1,400,0,0,29
evaluation,reference-loot-crate,5931605,6931605,1,0.0,6,0,0.12,6,13,0,0,41,1,0,5
evaluation,reference-classic-empty,5931701,6931701,0,0.0,0,0,0.0,0,2,0,1,400,0,0,1
evaluation,reference-classic-empty,5931702,6931702,0,0.0,6,0,0.6666666666666666,6,88,0,1,400,0,0,52
evaluation,reference-classic-empty,5931703,6931703,0,0.0,1,0,0.1111111111111111,1,8,0,1,400,0,0,3
evaluation,reference-classic-empty,5931704,6931704,0,0.0,8,0,0.8888888888888888,8,100,0,1,400,0,0,54
evaluation,reference-classic-empty,5931705,6931705,0,0.0,6,0,0.6666666666666666,6,97,0,1,400,0,0,51
evaluation,reference-classic-empty,5931701,6931701,1,0.0,0,0,0.0,0,2,0,1,400,0,0,1
evaluation,reference-classic-empty,5931702,6931702,1,0.0,6,0,0.6666666666666666,6,88,0,1,400,0,0,52
evaluation,reference-classic-empty,5931703,6931703,1,0.0,1,0,0.1111111111111111,1,8,0,1,400,0,0,3
evaluation,reference-classic-empty,5931704,6931704,1,0.0,8,0,0.8888888888888888,8,100,0,1,400,0,0,54
evaluation,reference-classic-empty,5931705,6931705,1,0.0,6,0,0.6666666666666666,6,97,0,1,400,0,0,51
evaluation,control-r1-classic-peaceful,5931401,6931401,0,0.0,2,1,0.2222222222222222,2,50,0,1,400,0,0,22
evaluation,control-r1-classic-peaceful,5931402,6931402,0,0.0,9,1,0.4444444444444444,4,71,1,1,400,0,0,34
evaluation,control-r1-classic-peaceful,5931403,6931403,0,0.0,3,1,0.3333333333333333,3,50,0,0,197,1,0,26
evaluation,control-r1-classic-peaceful,5931404,6931404,0,0.0,5,1,0.5555555555555556,5,92,0,1,400,0,0,52
evaluation,control-r1-classic-peaceful,5931405,6931405,0,0.0,1,1,0.1111111111111111,1,10,0,0,37,1,0,5
evaluation,control-r1-classic-peaceful,5931401,6931401,1,0.0,2,1,0.2222222222222222,2,50,0,1,400,0,0,22
evaluation,control-r1-classic-peaceful,5931402,6931402,1,0.0,9,1,0.4444444444444444,4,71,1,1,400,0,0,34
evaluation,control-r1-classic-peaceful,5931403,6931403,1,0.0,3,1,0.3333333333333333,3,50,0,0,197,1,0,26
evaluation,control-r1-classic-peaceful,5931404,6931404,1,0.0,5,1,0.5555555555555556,5,92,0,1,400,0,0,52
evaluation,control-r1-classic-peaceful,5931405,6931405,1,0.0,1,1,0.1111111111111111,1,10,0,0,37,1,0,5
evaluation,control-r1-coin-heaven,5931501,6931501,0,0.0,10,0,0.2,10,0,0,1,400,0,0,0
evaluation,control-r1-coin-heaven,5931502,6931502,0,0.0,28,0,0.56,28,0,0,1,400,0,0,1
evaluation,control-r1-coin-heaven,5931503,6931503,0,0.0,31,0,0.62,31,0,0,1,400,0,0,50
evaluation,control-r1-coin-heaven,5931504,6931504,0,0.0,24,0,0.48,24,0,0,1,400,0,0,2
evaluation,control-r1-coin-heaven,5931505,6931505,0,0.0,3,0,0.06,3,0,0,1,400,0,0,1
evaluation,control-r1-coin-heaven,5931501,6931501,1,0.0,10,0,0.2,10,0,0,1,400,0,0,0
evaluation,control-r1-coin-heaven,5931502,6931502,1,0.0,28,0,0.56,28,0,0,1,400,0,0,1
evaluation,control-r1-coin-heaven,5931503,6931503,1,0.0,31,0,0.62,31,0,0,1,400,0,0,50
evaluation,control-r1-coin-heaven,5931504,6931504,1,0.0,24,0,0.48,24,0,0,1,400,0,0,2
evaluation,control-r1-coin-heaven,5931505,6931505,1,0.0,3,0,0.06,3,0,0,1,400,0,0,1
evaluation,control-r1-loot-crate,5931601,6931601,0,0.0,8,0,0.16,8,17,0,1,400,0,0,5
evaluation,control-r1-loot-crate,5931602,6931602,0,0.0,0,0,0.0,0,13,0,1,400,0,0,4
evaluation,control-r1-loot-crate,5931603,6931603,0,0.0,25,0,0.5,25,58,0,1,400,0,0,33
evaluation,control-r1-loot-crate,5931604,6931604,0,0.0,21,0,0.42,21,62,0,0,163,1,0,20
evaluation,control-r1-loot-crate,5931605,6931605,0,0.0,23,0,0.46,23,61,0,0,200,1,0,23
evaluation,control-r1-loot-crate,5931601,6931601,1,0.0,8,0,0.16,8,17,0,1,400,0,0,5
evaluation,control-r1-loot-crate,5931602,6931602,1,0.0,0,0,0.0,0,13,0,1,400,0,0,4
evaluation,control-r1-loot-crate,5931603,6931603,1,0.0,25,0,0.5,25,58,0,1,400,0,0,33
evaluation,control-r1-loot-crate,5931604,6931604,1,0.0,21,0,0.42,21,62,0,0,163,1,0,20
evaluation,control-r1-loot-crate,5931605,6931605,1,0.0,23,0,0.46,23,61,0,0,200,1,0,23
evaluation,control-r1-classic-empty,5931701,6931701,0,0.0,1,0,0.1111111111111111,1,25,0,0,77,1,0,11
evaluation,control-r1-classic-empty,5931702,6931702,0,0.0,1,0,0.1111111111111111,1,22,0,1,400,0,0,6
evaluation,control-r1-classic-empty,5931703,6931703,0,0.0,1,0,0.1111111111111111,1,9,0,1,400,0,0,57
evaluation,control-r1-classic-empty,5931704,6931704,0,0.0,2,0,0.2222222222222222,2,15,0,1,400,0,0,57
evaluation,control-r1-classic-empty,5931705,6931705,0,0.0,5,0,0.5555555555555556,5,83,0,1,400,0,0,30
evaluation,control-r1-classic-empty,5931701,6931701,1,0.0,1,0,0.1111111111111111,1,25,0,0,77,1,0,11
evaluation,control-r1-classic-empty,5931702,6931702,1,0.0,1,0,0.1111111111111111,1,22,0,1,400,0,0,6
evaluation,control-r1-classic-empty,5931703,6931703,1,0.0,1,0,0.1111111111111111,1,9,0,1,400,0,0,57
evaluation,control-r1-classic-empty,5931704,6931704,1,0.0,2,0,0.2222222222222222,2,15,0,1,400,0,0,57
evaluation,control-r1-classic-empty,5931705,6931705,1,0.0,5,0,0.5555555555555556,5,83,0,1,400,0,0,30
evaluation,treatment-r1-classic-peaceful,5931401,6931401,0,0.0,4,1,0.4444444444444444,4,84,0,1,400,0,0,54
evaluation,treatment-r1-classic-peaceful,5931402,6931402,0,0.0,0,0,0.0,0,13,0,1,400,0,0,50
evaluation,treatment-r1-classic-peaceful,5931403,6931403,0,0.0,13,1,0.8888888888888888,8,85,1,1,400,0,0,53
evaluation,treatment-r1-classic-peaceful,5931404,6931404,0,0.0,0,0,0.0,0,6,0,1,400,0,0,3
evaluation,treatment-r1-classic-peaceful,5931405,6931405,0,0.0,1,1,0.1111111111111111,1,34,0,1,400,0,0,41
evaluation,treatment-r1-classic-peaceful,5931401,6931401,1,0.0,4,1,0.4444444444444444,4,84,0,1,400,0,0,54
evaluation,treatment-r1-classic-peaceful,5931402,6931402,1,0.0,0,0,0.0,0,13,0,1,400,0,0,50
evaluation,treatment-r1-classic-peaceful,5931403,6931403,1,0.0,13,1,0.8888888888888888,8,85,1,1,400,0,0,53
evaluation,treatment-r1-classic-peaceful,5931404,6931404,1,0.0,0,0,0.0,0,6,0,1,400,0,0,3
evaluation,treatment-r1-classic-peaceful,5931405,6931405,1,0.0,1,1,0.1111111111111111,1,34,0,1,400,0,0,41
evaluation,treatment-r1-coin-heaven,5931501,6931501,0,0.0,50,0,1.0,50,0,0,1,199,0,0,17
evaluation,treatment-r1-coin-heaven,5931502,6931502,0,0.0,50,0,1.0,50,0,0,1,160,0,0,10
evaluation,treatment-r1-coin-heaven,5931503,6931503,0,0.0,50,0,1.0,50,0,0,1,165,0,0,12
evaluation,treatment-r1-coin-heaven,5931504,6931504,0,0.0,50,0,1.0,50,0,0,1,134,0,0,9
evaluation,treatment-r1-coin-heaven,5931505,6931505,0,0.0,50,0,1.0,50,0,0,1,166,0,0,12
evaluation,treatment-r1-coin-heaven,5931501,6931501,1,0.0,50,0,1.0,50,0,0,1,199,0,0,17
evaluation,treatment-r1-coin-heaven,5931502,6931502,1,0.0,50,0,1.0,50,0,0,1,160,0,0,10
evaluation,treatment-r1-coin-heaven,5931503,6931503,1,0.0,50,0,1.0,50,0,0,1,165,0,0,12
evaluation,treatment-r1-coin-heaven,5931504,6931504,1,0.0,50,0,1.0,50,0,0,1,134,0,0,9
evaluation,treatment-r1-coin-heaven,5931505,6931505,1,0.0,50,0,1.0,50,0,0,1,166,0,0,12
evaluation,treatment-r1-loot-crate,5931601,6931601,0,0.0,7,0,0.14,7,17,0,0,44,1,0,5
evaluation,treatment-r1-loot-crate,5931602,6931602,0,0.0,0,0,0.0,0,8,0,1,400,0,0,3
evaluation,treatment-r1-loot-crate,5931603,6931603,0,0.0,2,0,0.04,2,12,0,0,45,1,0,6
evaluation,treatment-r1-loot-crate,5931604,6931604,0,0.0,23,0,0.46,23,73,0,1,400,0,0,28
evaluation,treatment-r1-loot-crate,5931605,6931605,0,0.0,1,0,0.02,1,7,0,0,18,1,0,2
evaluation,treatment-r1-loot-crate,5931601,6931601,1,0.0,7,0,0.14,7,17,0,0,44,1,0,5
evaluation,treatment-r1-loot-crate,5931602,6931602,1,0.0,0,0,0.0,0,8,0,1,400,0,0,3
evaluation,treatment-r1-loot-crate,5931603,6931603,1,0.0,2,0,0.04,2,12,0,0,45,1,0,6
evaluation,treatment-r1-loot-crate,5931604,6931604,1,0.0,23,0,0.46,23,73,0,1,400,0,0,28
evaluation,treatment-r1-loot-crate,5931605,6931605,1,0.0,1,0,0.02,1,7,0,0,18,1,0,2
evaluation,treatment-r1-classic-empty,5931701,6931701,0,0.0,2,0,0.2222222222222222,2,29,0,0,92,1,0,12
evaluation,treatment-r1-classic-empty,5931702,6931702,0,0.0,3,0,0.3333333333333333,3,54,0,1,400,0,0,55
evaluation,treatment-r1-classic-empty,5931703,6931703,0,0.0,2,0,0.2222222222222222,2,19,0,1,400,0,0,8
evaluation,treatment-r1-classic-empty,5931704,6931704,0,0.0,2,0,0.2222222222222222,2,26,0,1,400,0,0,57
evaluation,treatment-r1-classic-empty,5931705,6931705,0,0.0,0,0,0.0,0,8,0,0,21,1,0,3
evaluation,treatment-r1-classic-empty,5931701,6931701,1,0.0,2,0,0.2222222222222222,2,29,0,0,92,1,0,12
evaluation,treatment-r1-classic-empty,5931702,6931702,1,0.0,3,0,0.3333333333333333,3,54,0,1,400,0,0,55
evaluation,treatment-r1-classic-empty,5931703,6931703,1,0.0,2,0,0.2222222222222222,2,19,0,1,400,0,0,8
evaluation,treatment-r1-classic-empty,5931704,6931704,1,0.0,2,0,0.2222222222222222,2,26,0,1,400,0,0,57
evaluation,treatment-r1-classic-empty,5931705,6931705,1,0.0,0,0,0.0,0,8,0,0,21,1,0,3
evaluation,control-r2-classic-peaceful,5931401,6931401,0,0.0,9,1,0.4444444444444444,4,84,1,1,400,0,0,47
evaluation,control-r2-classic-peaceful,5931402,6931402,0,0.0,0,0,0.0,0,8,0,0,27,1,0,4
evaluation,control-r2-classic-peaceful,5931403,6931403,0,0.0,1,1,0.1111111111111111,1,31,0,1,400,0,0,45
evaluation,control-r2-classic-peaceful,5931404,6931404,0,0.0,4,1,0.4444444444444444,4,70,0,1,400,0,0,34
evaluation,control-r2-classic-peaceful,5931405,6931405,0,0.0,10,1,0.5555555555555556,5,53,1,0,328,1,1,43
evaluation,control-r2-classic-peaceful,5931401,6931401,1,0.0,9,1,0.4444444444444444,4,84,1,1,400,0,0,47
evaluation,control-r2-classic-peaceful,5931402,6931402,1,0.0,0,0,0.0,0,8,0,0,27,1,0,4
evaluation,control-r2-classic-peaceful,5931403,6931403,1,0.0,1,1,0.1111111111111111,1,31,0,1,400,0,0,45
evaluation,control-r2-classic-peaceful,5931404,6931404,1,0.0,4,1,0.4444444444444444,4,70,0,1,400,0,0,34
evaluation,control-r2-classic-peaceful,5931405,6931405,1,0.0,10,1,0.5555555555555556,5,53,1,0,328,1,1,43
evaluation,control-r2-coin-heaven,5931501,6931501,0,0.0,10,0,0.2,10,0,0,1,400,0,0,0
evaluation,control-r2-coin-heaven,5931502,6931502,0,0.0,23,0,0.46,23,0,0,1,400,0,0,3
evaluation,control-r2-coin-heaven,5931503,6931503,0,0.0,50,0,1.0,50,0,0,1,156,0,0,7
evaluation,control-r2-coin-heaven,5931504,6931504,0,0.0,50,0,1.0,50,0,0,1,146,0,0,9
evaluation,control-r2-coin-heaven,5931505,6931505,0,0.0,2,0,0.04,2,0,0,1,400,0,0,0
evaluation,control-r2-coin-heaven,5931501,6931501,1,0.0,10,0,0.2,10,0,0,1,400,0,0,0
evaluation,control-r2-coin-heaven,5931502,6931502,1,0.0,23,0,0.46,23,0,0,1,400,0,0,3
evaluation,control-r2-coin-heaven,5931503,6931503,1,0.0,50,0,1.0,50,0,0,1,156,0,0,7
evaluation,control-r2-coin-heaven,5931504,6931504,1,0.0,50,0,1.0,50,0,0,1,146,0,0,9
evaluation,control-r2-coin-heaven,5931505,6931505,1,0.0,2,0,0.04,2,0,0,1,400,0,0,0
evaluation,control-r2-loot-crate,5931601,6931601,0,0.0,19,0,0.38,19,45,0,0,154,1,0,18
evaluation,control-r2-loot-crate,5931602,6931602,0,0.0,27,0,0.54,27,60,0,1,400,0,0,28
evaluation,control-r2-loot-crate,5931603,6931603,0,0.0,9,0,0.18,9,29,0,1,400,0,0,12
evaluation,control-r2-loot-crate,5931604,6931604,0,0.0,19,0,0.38,19,48,0,0,138,1,0,16
evaluation,control-r2-loot-crate,5931605,6931605,0,0.0,1,0,0.02,1,7,0,0,18,1,0,2
evaluation,control-r2-loot-crate,5931601,6931601,1,0.0,19,0,0.38,19,45,0,0,154,1,0,18
evaluation,control-r2-loot-crate,5931602,6931602,1,0.0,27,0,0.54,27,60,0,1,400,0,0,28
evaluation,control-r2-loot-crate,5931603,6931603,1,0.0,9,0,0.18,9,29,0,1,400,0,0,12
evaluation,control-r2-loot-crate,5931604,6931604,1,0.0,19,0,0.38,19,48,0,0,138,1,0,16
evaluation,control-r2-loot-crate,5931605,6931605,1,0.0,1,0,0.02,1,7,0,0,18,1,0,2
evaluation,control-r2-classic-empty,5931701,6931701,0,0.0,8,0,0.8888888888888888,8,92,0,1,400,0,0,54
evaluation,control-r2-classic-empty,5931702,6931702,0,0.0,4,0,0.4444444444444444,4,50,0,1,400,0,0,20
evaluation,control-r2-classic-empty,5931703,6931703,0,0.0,2,0,0.2222222222222222,2,21,0,1,400,0,0,50
evaluation,control-r2-classic-empty,5931704,6931704,0,0.0,6,0,0.6666666666666666,6,86,0,1,400,0,0,53
evaluation,control-r2-classic-empty,5931705,6931705,0,0.0,0,0,0.0,0,8,0,0,21,1,0,3
evaluation,control-r2-classic-empty,5931701,6931701,1,0.0,8,0,0.8888888888888888,8,92,0,1,400,0,0,54
evaluation,control-r2-classic-empty,5931702,6931702,1,0.0,4,0,0.4444444444444444,4,50,0,1,400,0,0,20
evaluation,control-r2-classic-empty,5931703,6931703,1,0.0,2,0,0.2222222222222222,2,21,0,1,400,0,0,50
evaluation,control-r2-classic-empty,5931704,6931704,1,0.0,6,0,0.6666666666666666,6,86,0,1,400,0,0,53
evaluation,control-r2-classic-empty,5931705,6931705,1,0.0,0,0,0.0,0,8,0,0,21,1,0,3
evaluation,treatment-r2-classic-peaceful,5931401,6931401,0,0.0,1,1,0.1111111111111111,1,26,0,1,400,0,0,56
evaluation,treatment-r2-classic-peaceful,5931402,6931402,0,0.0,3,1,0.3333333333333333,3,50,0,1,400,0,0,19
evaluation,treatment-r2-classic-peaceful,5931403,6931403,0,0.0,7,1,0.7777777777777778,7,96,0,1,400,0,0,54
evaluation,treatment-r2-classic-peaceful,5931404,6931404,0,0.0,0,0,0.0,0,8,0,0,29,1,0,4
evaluation,treatment-r2-classic-peaceful,5931405,6931405,0,0.0,0,0,0.0,0,7,0,0,21,1,0,3
evaluation,treatment-r2-classic-peaceful,5931401,6931401,1,0.0,1,1,0.1111111111111111,1,26,0,1,400,0,0,56
evaluation,treatment-r2-classic-peaceful,5931402,6931402,1,0.0,3,1,0.3333333333333333,3,50,0,1,400,0,0,19
evaluation,treatment-r2-classic-peaceful,5931403,6931403,1,0.0,7,1,0.7777777777777778,7,96,0,1,400,0,0,54
evaluation,treatment-r2-classic-peaceful,5931404,6931404,1,0.0,0,0,0.0,0,8,0,0,29,1,0,4
evaluation,treatment-r2-classic-peaceful,5931405,6931405,1,0.0,0,0,0.0,0,7,0,0,21,1,0,3
evaluation,treatment-r2-coin-heaven,5931501,6931501,0,0.0,2,0,0.04,2,0,0,1,400,0,0,0
evaluation,treatment-r2-coin-heaven,5931502,6931502,0,0.0,23,0,0.46,23,0,0,1,400,0,0,1
evaluation,treatment-r2-coin-heaven,5931503,6931503,0,0.0,5,0,0.1,5,0,0,1,400,0,0,0
evaluation,treatment-r2-coin-heaven,5931504,6931504,0,0.0,24,0,0.48,24,0,0,1,400,0,0,0
evaluation,treatment-r2-coin-heaven,5931505,6931505,0,0.0,3,0,0.06,3,0,0,1,400,0,0,1
evaluation,treatment-r2-coin-heaven,5931501,6931501,1,0.0,2,0,0.04,2,0,0,1,400,0,0,0
evaluation,treatment-r2-coin-heaven,5931502,6931502,1,0.0,23,0,0.46,23,0,0,1,400,0,0,1
evaluation,treatment-r2-coin-heaven,5931503,6931503,1,0.0,5,0,0.1,5,0,0,1,400,0,0,0
evaluation,treatment-r2-coin-heaven,5931504,6931504,1,0.0,24,0,0.48,24,0,0,1,400,0,0,0
evaluation,treatment-r2-coin-heaven,5931505,6931505,1,0.0,3,0,0.06,3,0,0,1,400,0,0,1
evaluation,treatment-r2-loot-crate,5931601,6931601,0,0.0,29,0,0.58,29,85,0,0,264,1,0,30
evaluation,treatment-r2-loot-crate,5931602,6931602,0,0.0,16,0,0.32,16,54,0,0,180,1,0,21
evaluation,treatment-r2-loot-crate,5931603,6931603,0,0.0,3,0,0.06,3,12,0,1,400,0,0,5
evaluation,treatment-r2-loot-crate,5931604,6931604,0,0.0,6,0,0.12,6,21,0,1,400,0,0,6
evaluation,treatment-r2-loot-crate,5931605,6931605,0,0.0,17,0,0.34,17,37,0,1,400,0,0,11
evaluation,treatment-r2-loot-crate,5931601,6931601,1,0.0,29,0,0.58,29,85,0,0,264,1,0,30
evaluation,treatment-r2-loot-crate,5931602,6931602,1,0.0,16,0,0.32,16,54,0,0,180,1,0,21
evaluation,treatment-r2-loot-crate,5931603,6931603,1,0.0,3,0,0.06,3,12,0,1,400,0,0,5
evaluation,treatment-r2-loot-crate,5931604,6931604,1,0.0,6,0,0.12,6,21,0,1,400,0,0,6
evaluation,treatment-r2-loot-crate,5931605,6931605,1,0.0,17,0,0.34,17,37,0,1,400,0,0,11
evaluation,treatment-r2-classic-empty,5931701,6931701,0,0.0,7,0,0.7777777777777778,7,99,0,1,400,0,0,53
evaluation,treatment-r2-classic-empty,5931702,6931702,0,0.0,5,0,0.5555555555555556,5,84,0,1,400,0,0,53
evaluation,treatment-r2-classic-empty,5931703,6931703,0,0.0,4,0,0.4444444444444444,4,56,0,1,400,0,0,21
evaluation,treatment-r2-classic-empty,5931704,6931704,0,0.0,9,0,1.0,9,102,0,1,400,0,0,55
evaluation,treatment-r2-classic-empty,5931705,6931705,0,0.0,2,0,0.2222222222222222,2,40,0,1,400,0,0,55
evaluation,treatment-r2-classic-empty,5931701,6931701,1,0.0,7,0,0.7777777777777778,7,99,0,1,400,0,0,53
evaluation,treatment-r2-classic-empty,5931702,6931702,1,0.0,5,0,0.5555555555555556,5,84,0,1,400,0,0,53
evaluation,treatment-r2-classic-empty,5931703,6931703,1,0.0,4,0,0.4444444444444444,4,56,0,1,400,0,0,21
evaluation,treatment-r2-classic-empty,5931704,6931704,1,0.0,9,0,1.0,9,102,0,1,400,0,0,55
evaluation,treatment-r2-classic-empty,5931705,6931705,1,0.0,2,0,0.2222222222222222,2,40,0,1,400,0,0,55
evaluation,control-r3-classic-peaceful,5931401,6931401,0,0.0,0,0,0.0,0,15,0,1,400,0,0,6
evaluation,control-r3-classic-peaceful,5931402,6931402,0,0.0,0,0,0.0,0,0,0,1,400,0,0,0
evaluation,control-r3-classic-peaceful,5931403,6931403,0,0.0,9,1,0.4444444444444444,4,90,1,1,400,0,0,50
evaluation,control-r3-classic-peaceful,5931404,6931404,0,0.0,2,1,0.2222222222222222,2,63,0,1,400,0,0,54
evaluation,control-r3-classic-peaceful,5931405,6931405,0,0.0,2,1,0.2222222222222222,2,15,0,1,400,0,0,6
evaluation,control-r3-classic-peaceful,5931401,6931401,1,0.0,0,0,0.0,0,15,0,1,400,0,0,6
evaluation,control-r3-classic-peaceful,5931402,6931402,1,0.0,0,0,0.0,0,0,0,1,400,0,0,0
evaluation,control-r3-classic-peaceful,5931403,6931403,1,0.0,9,1,0.4444444444444444,4,90,1,1,400,0,0,50
evaluation,control-r3-classic-peaceful,5931404,6931404,1,0.0,2,1,0.2222222222222222,2,63,0,1,400,0,0,54
evaluation,control-r3-classic-peaceful,5931405,6931405,1,0.0,2,1,0.2222222222222222,2,15,0,1,400,0,0,6
evaluation,control-r3-coin-heaven,5931501,6931501,0,0.0,6,0,0.12,6,0,0,1,400,0,0,0
evaluation,control-r3-coin-heaven,5931502,6931502,0,0.0,23,0,0.46,23,0,0,1,400,0,0,0
evaluation,control-r3-coin-heaven,5931503,6931503,0,0.0,11,0,0.22,11,0,0,1,400,0,0,0
evaluation,control-r3-coin-heaven,5931504,6931504,0,0.0,18,0,0.36,18,0,0,1,400,0,0,0
evaluation,control-r3-coin-heaven,5931505,6931505,0,0.0,2,0,0.04,2,0,0,1,400,0,0,0
evaluation,control-r3-coin-heaven,5931501,6931501,1,0.0,6,0,0.12,6,0,0,1,400,0,0,0
evaluation,control-r3-coin-heaven,5931502,6931502,1,0.0,23,0,0.46,23,0,0,1,400,0,0,0
