plan_id,run_id,kind,replica,stage_or_suite,world_seed,agent_seed,schema_version,round,agent,mode,episode_steps,survival_steps,score,coins_collected,initially_available_coins,coins_found,crates_destroyed,bombs_dropped,self_kills,invalid_actions,attempted_actions,invalid_action_rate,survived,termination_reason,executed_action_sequence_sha256,action_up,action_right,action_down,action_left,action_wait,action_bomb,action_unknown,decision_time_median_ms,decision_time_p95_ms,decision_time_max_ms,shaped_reward,epsilon,q_table_size,replay_size,update_count,mean_loss,mean_abs_td_error,target_synchronizations,episode_target_synchronizations
issue103-dqn-task2-reward-safety-bomb,eval-r1-coin-heaven-repeat-seed-005,evaluation,r1,coin-heaven-repeat,72005,82005,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,400,400,3,3,50,0,0,0,0,395,400,0.9875,True,step_limit,ce03af68275c487c13103154b6d029678fa6ad311d1839ec0161912ed99d310f,0,395,5,0,0,0,0,0.5462169647216797,0.7460832595825192,1.2364387512207031,,,,,,,,,
issue103-dqn-task2-reward-safety-bomb,eval-r1-coin-heaven-repeat-seed-006,evaluation,r1,coin-heaven-repeat,72006,82006,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,400,400,11,11,50,0,0,0,0,0,400,0.0,True,step_limit,68490c18b574008ff72b26d19f37d422a5338a9bfb2a1e62d0601d0c41c99567,3,203,5,189,0,0,0,0.6134510040283203,0.8053064346313473,1.4522075653076172,,,,,,,,,
issue103-dqn-task2-reward-safety-bomb,eval-r1-coin-heaven-repeat-seed-007,evaluation,r1,coin-heaven-repeat,72007,82007,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,400,400,6,6,50,0,0,0,0,0,400,0.0,True,step_limit,7790b21ebbdbd6bc9a5141f6ef6ceabbc03eefa187dbe088120f57525bfe91ac,0,196,10,194,0,0,0,0.6365776062011719,0.8503079414367672,1.3425350189208984,,,,,,,,,
issue103-dqn-task2-reward-safety-bomb,eval-r1-coin-heaven-repeat-seed-008,evaluation,r1,coin-heaven-repeat,72008,82008,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,400,400,4,4,50,0,0,0,0,0,400,0.0,True,step_limit,9231f5c92decb59bb95d9ffd250a8e0aae3b7b0ca38c3934427ea95f71f99dd9,1,200,3,196,0,0,0,0.6047487258911133,0.7276654243469236,1.1866092681884766,,,,,,,,,
issue103-dqn-task2-reward-safety-bomb,eval-r1-coin-heaven-repeat-seed-009,evaluation,r1,coin-heaven-repeat,72009,82009,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,400,400,1,1,50,0,0,0,0,399,400,0.9975,True,step_limit,3e7205c882a6358ae2f2f227ef9c3ffb7f563b0233b28230be4b5813ea25e089,1,399,0,0,0,0,0,0.5159378051757812,0.6538391113281249,1.264810562133789,,,,,,,,,
issue103-dqn-task2-reward-safety-bomb,eval-r1-coin-heaven-repeat-seed-010,evaluation,r1,coin-heaven-repeat,72010,82010,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,400,400,2,2,50,0,0,0,0,0,400,0.0,True,step_limit,6bd9bd24d6ce9f66a59e9f9d2b289ae158d57287692a6cc19f25ce5a844f8478,0,200,0,200,0,0,0,0.5600452423095703,0.7628679275512694,1.4710426330566406,,,,,,,,,
issue103-dqn-task2-reward-safety-bomb,eval-r1-loot-crate-primary-seed-001,evaluation,r1,loot-crate-primary,73001,83001,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,6,6,0,0,50,2,2,1,1,2,6,0.3333333333333333,False,killed,42282858d54307a18bec62f7b05d0a0ab66da8274b402308cadc7a047341aa8e,0,4,0,0,1,1,0,0.6620883941650391,1.584947109222412,1.863241195678711,,,,,,,,,
issue103-dqn-task2-reward-safety-bomb,eval-r1-loot-crate-primary-seed-002,evaluation,r1,loot-crate-primary,73002,83002,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,17,17,3,3,50,4,7,2,1,1,17,0.058823529411764705,False,killed,a72c0efa539a10129e0fba6d98ff0f19a7c971bf0f0c4bed000502a458418bc9,1,4,1,5,3,3,0,0.5998611450195312,0.9837150573730467,1.2345314025878906,,,,,,,,,
issue103-dqn-task2-reward-safety-bomb,eval-r1-loot-crate-primary-seed-003,evaluation,r1,loot-crate-primary,73003,83003,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,24,24,2,2,50,2,6,3,1,4,24,0.16666666666666666,False,killed,e321aa7cef744049ea2f878588b313e843581df38706ad9aadf2af6426a74862,1,6,7,4,1,5,0,0.5815029144287109,0.882589817047119,1.4202594757080078,,,,,,,,,
issue103-dqn-task2-reward-safety-bomb,eval-r1-loot-crate-primary-seed-004,evaluation,r1,loot-crate-primary,73004,83004,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,17,17,1,1,50,2,5,2,1,2,17,0.11764705882352941,False,killed,56992cc7f37ea479712333c54f4ce84df6dd1950f9f3158a9ad447641d64e7c4,3,2,5,2,2,3,0,0.6504058837890625,1.2263298034667969,1.2984275817871094,,,,,,,,,
issue103-dqn-task2-reward-safety-bomb,eval-r1-loot-crate-primary-seed-005,evaluation,r1,loot-crate-primary,73005,83005,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,18,18,2,2,50,3,6,2,1,2,18,0.1111111111111111,False,killed,3bd79e6221178a7621f4fd2952312cce6f2d88f9d198d42a4e039800eca83864,2,7,3,1,3,2,0,0.5533695220947266,0.834918022155761,1.2292861938476562,,,,,,,,,
issue103-dqn-task2-reward-safety-bomb,eval-r1-loot-crate-primary-seed-006,evaluation,r1,loot-crate-primary,73006,83006,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,15,15,1,1,50,3,6,2,1,1,15,0.06666666666666667,False,killed,9de263868ef8d67811c04f44de926bf2374a7425100739b6e29ab51185605099,2,2,5,2,1,3,0,0.5538463592529297,1.224732398986816,1.5823841094970703,,,,,,,,,
issue103-dqn-task2-reward-safety-bomb,eval-r1-loot-crate-primary-seed-007,evaluation,r1,loot-crate-primary,73007,83007,1,1,_run_plan_2a400fc2fb_82f3e9c695,evaluation,400,400,2,2,50,4,10,4,0,368,400,0.92,True,step_limit,e4019176c0d7ce8a556007bcda7f6e36a4f8d06271df1a00fa3128bcfe270de6,2,373,4,8,7,6,0,0.4260540008544922,0.6460666656494138,1.3184547424316406,,,,,,,,,
