treatment,replica,scenario,world_seed,agent_seed,collection_fraction,opponents_eliminated,self_kills,score,invalid_actions,decision_time_p95_ms,decision_time_max_ms,action_sequence_sha256,repeat_match
candidate,r5,coin-heaven,210411,310411,1.0,0,0,50,0,0.2792835235595703,0.2930164337158203,7e449cc8acee15fb0045d856f457ad9048539436a4e768000be18e42bb2ed1a1,True
candidate,r5,coin-heaven,210412,310412,1.0,0,0,50,0,0.2314329147338867,0.3981590270996094,4738f7a2a8c9d6ac72e82ea3065651e155b87b014e695344903f585072be746f,True
candidate,r5,coin-heaven,210413,310413,1.0,0,0,50,0,0.21529197692871088,0.6740093231201172,5bb71eda63da4ab7d30938f50713c565620dd13ffc77bd40db616b91053f4d84,True
candidate,r5,coin-heaven,210414,310414,1.0,0,0,50,0,0.2897500991821288,0.61798095703125,8a23a3fe22bac6690d9ac5f688e1b5e0de740fdd23c9b77eba0c3199f8c3cc5c,True
candidate,r5,coin-heaven,210415,310415,1.0,0,0,50,0,0.13185739517211914,0.308990478515625,fe77a4f166ec7ffdb2c8549f84ea627b74c467d80231863c7c8faa286ee18f42,True
candidate,r5,coin-heaven,210416,310416,1.0,0,0,50,0,0.38925409317016585,0.8552074432373047,f77b2a9394ef2061a88f0a528521b7c8c1114d31eaef51b8cefb3dc8783a577a,True
candidate,r5,coin-heaven,210417,310417,1.0,0,0,50,0,0.21519660949707026,0.4208087921142578,d6ae73b92f1aeb338912f0332b623aedc9a02ff7a3d3289912acd013fd4cb4fd,True
candidate,r5,coin-heaven,210418,310418,1.0,0,0,50,0,0.259721279144287,0.926971435546875,8c8d8fe6ca106b2be74be59f247e141c93ce622c9fd1b9061540aa3e592add62,True
candidate,r5,coin-heaven,210419,310419,1.0,0,0,50,0,0.3304004669189452,0.74005126953125,a5e42e8393abe936855a75e1c1164cbe49ec0a33daf11e5df1d8a858ba3f4e29,True
candidate,r5,coin-heaven,210420,310420,0.02,0,1,1,2,0.26645660400390625,0.27179718017578125,6e59070e887c1ce8753edf6bc4af747db54d008c3134d7b6c9d539f7da4abdae,True
candidate,r5,loot-crate,210501,310501,0.02,0,0,1,6,0.5242705345153804,6.405115127563477,b8f320f0aecb166b6a6b23492001714cb6dbee3c01275ce6d25b298ea4e48cfa,True
candidate,r5,loot-crate,210502,310502,0.0,0,0,0,3,0.33346414566040006,2.6979446411132812,e86721a486ff82f31247b04a1c54782ace382a7bd7e61996ce0d5ae929b14705,True
candidate,r5,loot-crate,210503,310503,0.0,0,0,0,2,0.3394007682800292,0.9319782257080078,81522028e3061dceca69c1c4fa07720a49733004c05cb2266db46a1c2cbd9454,True
candidate,r5,loot-crate,210504,310504,0.0,0,0,0,13,0.5014777183532709,0.9608268737792969,a8550b392e20516a4f1f446c87d9c5a1b59584f00b438ccda2ec06b5abe58172,True
candidate,r5,loot-crate,210505,310505,0.0,0,0,0,396,0.4813313484191893,3.532886505126953,99259206b6c5b1dc942fa1bc718d4c964a872b3f6082d557a741891b9078c614,True
candidate,r5,loot-crate,210506,310506,0.0,0,0,0,1,0.16833543777465798,0.28586387634277344,399f9b5a74f649f652e659e7a13e5c3ac747efc8b78badd67ba796b232b5a324,True
candidate,r5,loot-crate,210507,310507,0.0,0,0,0,389,0.1491069793701171,0.7300376892089844,9083729ad9632fd3a52db39f0ac8c1c05327e5b808bac6a55023b843cc541621,True
candidate,r5,loot-crate,210508,310508,0.04,0,0,2,5,0.1262187957763671,0.3578662872314453,8b7b28488a328fa2cea7728ce9136630d23168bb54c7196b8aacb57c749ec633,True
candidate,r5,loot-crate,210509,310509,0.0,0,0,0,133,0.14524459838867182,0.4401206970214844,841908c17951ea6f543b648ab9765afd7339236fd9fa4f8324942eaccdbeeaf8,True
candidate,r5,loot-crate,210510,310510,0.02,0,0,1,6,0.19102096557617182,0.614166259765625,1e6dae41238f569003c97a4bfba55f4ea132a210f2d148fc0817baf93c83f6d1,True
candidate,r5,loot-crate,210511,310511,0.02,0,1,1,9,0.18212795257568354,0.27489662170410156,dda76b9e890c903c37239a8bce47d0eeb86b984a37b5a678106aeae472962bbe,True
candidate,r5,loot-crate,210512,310512,0.02,0,0,1,4,0.12683868408203125,0.5362033843994141,7b7a653275aa733486c6cdd56a5bc3ee475940a6a86ba7aea50671482f7c2ea8,True
candidate,r5,loot-crate,210513,310513,0.0,0,0,0,2,0.10305643081665034,0.26988983154296875,92a31199f84523514914a2f44d9434cd60225b39955b3c62f8634a31b447bd3c,True
candidate,r5,loot-crate,210514,310514,0.02,0,0,1,140,0.13599395751953117,0.2830028533935547,a69748233ef8579ecc8c3d2d075deace68f305ce4a845e2a9f4de7ca562f8fc3,True
candidate,r5,loot-crate,210515,310515,0.0,0,0,0,396,0.10900497436523433,0.2880096435546875,e6edd12d429ccf1d8012e592197df2f1b2e6a1b840ef898fa7c077515671a082,True
candidate,r5,loot-crate,210516,310516,0.0,0,0,0,7,0.11237859725952141,0.27179718017578125,eff7e0415471dbb41ce5c31131a2ae3fc6b1b5e09525345c96cfc7bca27fded5,True
candidate,r5,loot-crate,210517,310517,0.04,0,0,2,136,0.12807846069335932,0.27108192443847656,978002007ecf064a3f27bae85f097ddb2b9df39abce0ba53108309b128668111,True
candidate,r5,loot-crate,210518,310518,0.0,0,0,0,144,0.13331174850463864,0.4291534423828125,5d40037f6241d96364170b336098108c14c51f0983999173688750eca8be69a8,True
candidate,r5,loot-crate,210519,310519,0.0,0,0,0,3,0.1170992851257324,0.38886070251464844,e86721a486ff82f31247b04a1c54782ace382a7bd7e61996ce0d5ae929b14705,True
candidate,r5,loot-crate,210520,310520,0.0,0,0,0,120,0.13996362686157227,0.27871131896972656,09e11918484d454809991de281ad556f123367bcd3eb01cc43314611f9c15708,True
