artifact,arm,episode,games,score,kills,self_kills,survived,coins,collection_fraction,invalid
reference,reference,0,40,46.65,0,0.225,0.775,46.65,0.933,0
control-r1@4000,control,4000,40,23.175,0,0,1,23.175,0.4635,0
control-r2@4000,control,4000,40,38.55,0,0,1,38.55,0.771,0
control-r3@4000,control,4000,40,48.575,0,0,1,48.575,0.9715,0
halved-r1@4000,halved,4000,40,32.2,0,0,1,32.2,0.644,0
halved-r2@4000,halved,4000,40,39.2,0,0,1,39.2,0.784,0
halved-r3@4000,halved,4000,40,49.075,0,0.025,0.975,49.075,0.9815,0
