treatment,model,scenario,world_seed,coins_collected,initially_available_coins,collection_fraction,self_kills,evaluation_decisions,evaluation_unseen_decisions,decision_time_p95_ms,decision_time_max_ms,action_sequence_sha256,repeat_match,repeat_decision_time_p95_ms,repeat_decision_time_max_ms,repeat_action_sequence_sha256
control,r1,coin-heaven,153021,50,50,1.0,0,129,0,0.18305778503417963,0.4496574401855469,28b8913d59f53f13c1c7ddababf92763f3a0574a76cef3e4d1630b22879fd88f,True,0.14653205871582028,0.2491474151611328,28b8913d59f53f13c1c7ddababf92763f3a0574a76cef3e4d1630b22879fd88f
control,r1,coin-heaven,153022,50,50,1.0,0,117,0,0.210285186767578,0.9920597076416016,37d6cce83b067d684d6fc79393b145a0566598ab74ff91d5ed4b8d703b109ff4,True,0.1706123352050781,0.5261898040771484,37d6cce83b067d684d6fc79393b145a0566598ab74ff91d5ed4b8d703b109ff4
control,r1,coin-heaven,153023,50,50,1.0,0,123,0,0.30863285064697255,2.746105194091797,6a68f9f04a5eda4c78296bde15fe3a223860cc15fefa76d3412fb65c8fcea3fa,True,0.18286705017089833,0.23102760314941406,6a68f9f04a5eda4c78296bde15fe3a223860cc15fefa76d3412fb65c8fcea3fa
control,r1,coin-heaven,153024,50,50,1.0,0,116,0,0.3008842468261719,0.7228851318359375,ef4d61c6b6f841ab38f12b51eefca3e7afdf374e7529dec530f309889a008617,True,0.1779794692993164,0.4591941833496094,ef4d61c6b6f841ab38f12b51eefca3e7afdf374e7529dec530f309889a008617
control,r1,coin-heaven,153025,50,50,1.0,0,134,0,0.7430195808410637,2.524852752685547,8860a33c9075dfa66143ff079a356f292ddd487ca38d1c18bc4156a3518b0fe5,True,0.19897222518920896,0.47707557678222656,8860a33c9075dfa66143ff079a356f292ddd487ca38d1c18bc4156a3518b0fe5
control,r1,coin-heaven,153026,50,50,1.0,0,127,0,0.9791612625122067,9.054183959960938,39c302dc5ec8684c6fd90db54018544741c04a65e832ac7ca7af150b3edd967c,True,0.18293857574462874,0.7541179656982422,39c302dc5ec8684c6fd90db54018544741c04a65e832ac7ca7af150b3edd967c
control,r1,coin-heaven,153027,50,50,1.0,0,105,0,0.7825374603271483,2.759218215942383,c181a7275463daaf3b2cdf4765c882a2cca4eb841bccb0ddb0c1fb507bbddebc,True,0.1530170440673828,1.683950424194336,c181a7275463daaf3b2cdf4765c882a2cca4eb841bccb0ddb0c1fb507bbddebc
control,r1,coin-heaven,153028,50,50,1.0,0,126,0,0.7595419883728027,3.9680004119873047,0f341c2060deb2207fa921ee2a18e6cd594eb82e0248433ebc292dd5f1ab5980,True,0.13011693954467773,0.19812583923339844,0f341c2060deb2207fa921ee2a18e6cd594eb82e0248433ebc292dd5f1ab5980
control,r1,coin-heaven,153029,50,50,1.0,0,136,0,1.1996030807495117,3.8580894470214844,5981dabddafbf0aae81b82c23a6e8ac27d60b7b3a5ab51d814b09c26162dff0e,True,0.18799304962158203,0.36597251892089844,5981dabddafbf0aae81b82c23a6e8ac27d60b7b3a5ab51d814b09c26162dff0e
control,r1,coin-heaven,153030,50,50,1.0,0,131,0,0.2715587615966797,0.3750324249267578,d8e47fc5915f0867113b49bc6127603f6735f861b8b2acec5f4e804ba3f29b03,True,0.24890899658203125,0.4520416259765625,d8e47fc5915f0867113b49bc6127603f6735f861b8b2acec5f4e804ba3f29b03
