treatment,model,scenario,world_seed,coins_collected,initially_available_coins,collection_fraction,self_kills,evaluation_decisions,evaluation_unseen_decisions,decision_time_p95_ms,decision_time_max_ms,action_sequence_sha256,repeat_match,repeat_decision_time_p95_ms,repeat_decision_time_max_ms,repeat_action_sequence_sha256
control,r1,classic,162018,0,9,0.0,0,400,0,0.13594627380371088,0.49805641174316406,9dc664ad8db46f7c46e6b1b91c163f055942860d2552221140df53a6077bd373,True,0.3126740455627436,1.7552375793457031,9dc664ad8db46f7c46e6b1b91c163f055942860d2552221140df53a6077bd373
control,r1,classic,162019,4,9,0.4444444444444444,0,400,0,0.18405914306640625,0.8118152618408203,eb91bed77a1f44ae694b2760d42fa63bc8b52a7338e887450bb37bafdbe464f8,True,0.1784682273864745,0.67901611328125,eb91bed77a1f44ae694b2760d42fa63bc8b52a7338e887450bb37bafdbe464f8
control,r1,classic,162020,0,9,0.0,0,400,0,0.4641413688659664,2.229928970336914,95027d3d21130d047dcca7125a61ee38ddbe5990416788047de9555139c19d54,True,0.17601251602172846,0.4360675811767578,95027d3d21130d047dcca7125a61ee38ddbe5990416788047de9555139c19d54
control,r1,classic,162021,2,9,0.2222222222222222,0,400,0,0.4910588264465313,16.7391300201416,6a067acba6981de0cbd593ccbbd20c643d6a0f594747b7def68dafb402e2bd5a,True,0.2563714981079099,0.9639263153076172,6a067acba6981de0cbd593ccbbd20c643d6a0f594747b7def68dafb402e2bd5a
control,r1,classic,162022,1,9,0.1111111111111111,0,400,0,0.2945065498352048,0.6630420684814453,5394209ac356e1cb8b134b82ca144984c2b608c59e0be6e0e1f1737fdeb8cf4e,True,0.52969455718994,1.2788772583007812,5394209ac356e1cb8b134b82ca144984c2b608c59e0be6e0e1f1737fdeb8cf4e
control,r1,classic,162023,1,9,0.1111111111111111,0,400,0,0.1682877540588377,1.1959075927734375,3955ce42baab15b3b8d3e8f866975e426ce189f3b1a3413c39aeb628a955b69c,True,0.3243327140808105,0.5538463592529297,3955ce42baab15b3b8d3e8f866975e426ce189f3b1a3413c39aeb628a955b69c
control,r1,classic,162024,1,9,0.1111111111111111,0,400,0,0.31925439834594704,1.0030269622802734,c111ab5f13eb2697be755e2cc30dd6c8555b5ed1dfac821406bc0a0dfa96129b,True,0.6800532341003415,2.270936965942383,c111ab5f13eb2697be755e2cc30dd6c8555b5ed1dfac821406bc0a0dfa96129b
control,r1,classic,162025,0,9,0.0,0,400,0,0.2213954925537108,0.5080699920654297,1af28d99d3d274fecc3295a9726a47c3dd5710aa2fde6a5075a46fa18e385010,True,0.5214929580688472,2.4847984313964844,1af28d99d3d274fecc3295a9726a47c3dd5710aa2fde6a5075a46fa18e385010
control,r1,classic,162026,1,9,0.1111111111111111,0,400,0,0.2121925354003904,1.264810562133789,c25bbbfaaa5e63f872c3d834f33ad1fb89bc4db4818a5442a82b1dfdd3ebfd54,True,0.1490712165832519,0.3440380096435547,c25bbbfaaa5e63f872c3d834f33ad1fb89bc4db4818a5442a82b1dfdd3ebfd54
control,r1,classic,162027,1,9,0.1111111111111111,0,400,0,0.16936063766479484,1.7273426055908203,2d9d933da6f71ada36071d7538a3657013f79bf743f5e913b5510a1e6725ff1e,True,0.17189979553222656,0.9667873382568359,2d9d933da6f71ada36071d7538a3657013f79bf743f5e913b5510a1e6725ff1e
control,r1,classic,162028,0,9,0.0,0,400,0,0.47898292541503906,1.1811256408691406,35ddf83f5e81a17a09220a5f98c7a84ae477d1aea96c262b03d7a086584c7b78,True,0.3254771232604976,4.659891128540039,35ddf83f5e81a17a09220a5f98c7a84ae477d1aea96c262b03d7a086584c7b78
control,r1,classic,162029,6,9,0.6666666666666666,0,400,0,0.49532651901245106,3.979206085205078,0d8e3d2e6c3757db0714648375b150eab58d562a5da8b41d49504b7852786563,True,0.393271446228027,0.8869171142578125,0d8e3d2e6c3757db0714648375b150eab58d562a5da8b41d49504b7852786563
control,r1,classic,162030,1,9,0.1111111111111111,0,400,0,0.41573047637939436,2.655029296875,1f003d026e4da206704e96caa4bc8284c02ca4df7884b826bd490b9b8e5cc328,True,0.5548596382141113,1.9500255584716797,1f003d026e4da206704e96caa4bc8284c02ca4df7884b826bd490b9b8e5cc328
control,r1,classic,162031,0,9,0.0,0,400,0,0.13136863708496072,0.8339881896972656,95027d3d21130d047dcca7125a61ee38ddbe5990416788047de9555139c19d54,True,0.38156509399414035,0.6101131439208984,95027d3d21130d047dcca7125a61ee38ddbe5990416788047de9555139c19d54
control,r1,classic,162032,2,9,0.2222222222222222,0,400,0,0.23591518402099598,0.5888938903808594,ab936a50f0437ef3b3ac3287a1e014af713f7533d32c913bd3c52cafa5179529,True,0.21104812622070307,0.47278404235839844,ab936a50f0437ef3b3ac3287a1e014af713f7533d32c913bd3c52cafa5179529
control,r1,classic,162033,3,9,0.3333333333333333,1,157,0,0.35529136657714777,1.5211105346679688,c70624d7f9d559d6da9bca386b94b18ccd65e244918a860a3c60275d8f5efe9f,True,0.20656585693359356,0.4658699035644531,c70624d7f9d559d6da9bca386b94b18ccd65e244918a860a3c60275d8f5efe9f
control,r1,classic,162034,0,9,0.0,0,400,0,0.17690658569335938,0.5140304565429688,5a9092a5c4e9502ff730f0a412b664363b60ad8ae8888e3d8d01318a45074907,True,0.1559972763061523,0.3771781921386719,5a9092a5c4e9502ff730f0a412b664363b60ad8ae8888e3d8d01318a45074907
control,r1,classic,162035,0,9,0.0,0,400,0,0.46333074569702143,1.497030258178711,d59efbcdebb3bf4e629c5b288bdae72631608caea4c5086bd36df3b6d7ca4408,True,0.1805901527404782,0.5090236663818359,d59efbcdebb3bf4e629c5b288bdae72631608caea4c5086bd36df3b6d7ca4408
control,r1,classic,162036,0,9,0.0,1,56,0,0.3216266632080078,0.5609989166259766,19bc3654e1e6f17d176d0b5cc9a735d7eadc22ce9d56a968e59baa03e6231045,True,0.4246830940246582,1.0251998901367188,19bc3654e1e6f17d176d0b5cc9a735d7eadc22ce9d56a968e59baa03e6231045
control,r1,classic,162037,1,9,0.1111111111111111,1,56,0,0.8772015571594238,1.972198486328125,2200ae60230922e6a5bd519a57503922b14f508c04e9f75046af43aa69a98463,True,0.32317638397216797,0.4048347473144531,2200ae60230922e6a5bd519a57503922b14f508c04e9f75046af43aa69a98463
control,r1,classic,162038,1,9,0.1111111111111111,0,400,0,0.18287897109985352,0.7030963897705078,ca6a718ea90901c0df1369b8c9b94f2970601205cccf3a0dca5a7829490ad278,True,0.19108057022094715,1.3659000396728516,ca6a718ea90901c0df1369b8c9b94f2970601205cccf3a0dca5a7829490ad278
control,r1,classic,162039,0,9,0.0,0,400,0,0.1590251922607422,0.4909038543701172,45a1ca36675d640db9aaad697deb01419236b803e44ecced750de71528c1b1dd,True,0.16785860061645508,0.3681182861328125,45a1ca36675d640db9aaad697deb01419236b803e44ecced750de71528c1b1dd
control,r1,classic,162040,1,9,0.1111111111111111,1,152,0,0.2982497215270995,1.1141300201416016,56ed394253e34e15d6336a9454258029c94914eff1da0135178010cc6f53427a,True,0.36264657974243136,0.7641315460205078,56ed394253e34e15d6336a9454258029c94914eff1da0135178010cc6f53427a
control,r1,coin-heaven,163001,50,50,1.0,0,121,0,0.24127960205078125,0.5271434783935547,98bc77ee8476cb130ad2905b2e00fe842b00b371565b0f6ee580d49684c6000c,True,0.26106834411621094,0.5509853363037109,98bc77ee8476cb130ad2905b2e00fe842b00b371565b0f6ee580d49684c6000c
control,r1,coin-heaven,163002,50,50,1.0,0,123,0,0.18799304962158203,0.49114227294921875,e27cdad8a1206ec873bd7485873923125d06231c77b90550e362a460271cb509,True,0.15730857849121094,0.2551078796386719,e27cdad8a1206ec873bd7485873923125d06231c77b90550e362a460271cb509
control,r1,coin-heaven,163003,50,50,1.0,0,118,0,0.1525759696960449,0.22411346435546875,bda24f9e5af2a0f8af2a0ece5c8c78b748813db29ba97296f1ec0a9f0301e5cb,True,0.16938447952270508,0.2868175506591797,bda24f9e5af2a0f8af2a0ece5c8c78b748813db29ba97296f1ec0a9f0301e5cb
control,r1,coin-heaven,163004,50,50,1.0,0,116,0,0.32955408096313477,0.6680488586425781,3e36942b001200035bf85fcc4e11bf71edb972b0adfc4a855b4bbf55f4eeb3c9,True,0.21010637283325195,0.38695335388183594,3e36942b001200035bf85fcc4e11bf71edb972b0adfc4a855b4bbf55f4eeb3c9
