model,training_world_seed,agent_seed,evaluation_episodes,mean_coins,mean_collection_fraction,std_collection_fraction,full_clear_count,full_clear_rate,zero_coin_count,zero_coin_rate,total_coins,steps_per_coin,coins_per_100_steps,invalid_actions,attempted_actions,invalid_action_rate,action_up,action_right,action_down,action_left,action_wait,action_bomb,mean_episode_p95_ms,max_decision_time_ms,model_sha256
run-01,11001,21001,40,50.000,1.000000,0.000000,40,1.000000,0,0.000000,2000,2.617500,38.204394,6,5235,0.001146,1290,1316,1363,1266,0,0,0.029629,0.867128,2e55b43db148c38977dd8a96d6498df2bbe0c0964b9320d45589843e8fbcc2f0
run-02,11002,21002,40,50.000,1.000000,0.000000,40,1.000000,0,0.000000,2000,2.718000,36.791759,1,5436,0.000184,1356,1407,1353,1316,4,0,0.029889,0.319004,868668e9f6d61075dff1bf9b5076347391aa5628967377722a22a163089c09bc
run-03,11003,21003,40,50.000,1.000000,0.000000,40,1.000000,0,0.000000,2000,2.600000,38.461538,5,5200,0.000962,1279,1306,1344,1271,0,0,0.029725,0.878096,eb7e9e1bd141bf5e29f8eb99e429eb7b54097e26cf31ae2c474002ef434a8f84
run-04,11004,21004,40,26.100,0.522000,0.325932,4,0.100000,0,0.000000,1044,14.299808,6.993101,2,14929,0.000134,4109,3290,4144,3386,0,0,0.027672,0.757933,890fe090a04243dde6f3bdf069e4fbdb694bd8196a75d4ecb8b5ca2c1d4fcce7
run-05,11005,21005,40,48.775,0.975500,0.154952,39,0.975000,0,0.000000,1951,2.798052,35.739146,4,5459,0.000733,1445,1273,1513,1222,6,0,0.030864,1.511097,771c9e05de8de6c3055988e2929b08406cd6bba61048c57ddbc91c03717dfe4a
aggregate,,,200,44.975,0.899500,0.247832,163,0.815000,0,0.000000,8995,4.031017,24.807634,18,36259,0.000496,9479,8592,9717,8461,10,0,0.029556,1.511097,
