model,training_world_seed,agent_seed,evaluation_episodes,mean_coins,mean_collection_fraction,std_collection_fraction,full_clear_count,full_clear_rate,zero_coin_count,zero_coin_rate,total_coins,steps_per_coin,coins_per_100_steps,invalid_actions,attempted_actions,invalid_action_rate,action_up,action_right,action_down,action_left,action_wait,action_bomb,mean_episode_p95_ms,max_decision_time_ms,model_sha256
run-01,11011,21011,40,48.8,0.976,0.1517893276880822,39,0.975,0,0.0,1952,3.0035860655737703,33.29353573256012,4,5863,0.0006822445846836091,1325,1629,1414,1492,3,0,0.03132283687591552,0.9310245513916016,67fa64e7f83683e3c34ed7ea96fe92eab101c5b6b6cf774f21bcd1009bd8f078
run-02,11012,21012,40,16.025,0.3205,0.24083135923243798,1,0.025,1,0.025,641,24.564742589703588,4.070875142893433,8625,15746,0.5477581608027435,10939,843,2384,835,745,0,0.029096603393554677,0.44417381286621094,419cedbe5818226c6f51de4a66c3b1bcdb59e06b2c324f0b4e7baac48831f791
run-03,11013,21013,40,45.4,0.908,0.26064220489851403,33,0.825,0,0.0,1816,3.9636563876651985,25.2292303417616,1,7198,0.0001389274798555154,1896,1700,1976,1622,4,0,0.03316342830657958,0.6539821624755859,03b186a73baf1668189fcda986110d66623654d4956a94807567e55b872460fc
run-04,11014,21014,40,41.575,0.8314999999999999,0.25871031220464646,20,0.5,0,0.0,1663,6.346963319302465,15.755566082425391,1,10555,9.474182851729038e-05,1396,3829,1555,3775,0,0,0.028611719608306878,0.4069805145263672,552375c2667a17a87255f65dc204e5076a93d8a3293ebcf40d02becc67fd55b4
run-05,11015,21015,40,11.45,0.229,0.22780783624891016,1,0.025,2,0.05,458,34.35807860262009,2.9105236400610064,5,15736,0.00031774275546517537,269,437,277,488,14265,0,0.030096471309661848,2.4650096893310547,d576363860cc2cf6a3aab47a1f0a7015d8d642ebc8edbd943b123720f0083ce9
aggregate,,,200,32.65,0.653,0.3889568577437987,94,0.47,3,0.015,6530,8.437672281776416,11.851609858797053,8636,55098,0.15673890159352427,15825,8438,7606,8212,15017,0,0.0304582118988037,2.4650096893310547,
