scenario,phase,world_seed,agent_seed,coins_collected,initially_available_coins,collection_fraction,self_kills,action_bomb,invalid_actions,termination_reason,executed_action_sequence_sha256
coin-heaven,primary,183290,283290,50,50,1.0,0,0,0,survived,faa4df2d270271c8f6426ad53c9ce2cdd6458d0f79c823bdcbd2e2e709b35b63
coin-heaven,primary,183291,283291,50,50,1.0,0,0,0,survived,84ebfeaf6c15bd4362a6ae1d37f81848f3b10549d90bdb816b33b414e135e13e
coin-heaven,primary,183292,283292,50,50,1.0,0,0,0,survived,db077e1673b843c92c19df98b7d121f32374a47fad589b8da1e6a93a4fe60174
coin-heaven,primary,183293,283293,50,50,1.0,0,0,0,survived,2c3a920881da50b7e9951fd8c8f98afb9007f983bee6822ba2a28bc8cc55bd6c
coin-heaven,primary,183294,283294,50,50,1.0,0,1,0,survived,e86169556c34035f351898ffc3155c53cd027e79e1a945efb2c8e68f6d11948e
coin-heaven,primary,183295,283295,50,50,1.0,0,0,0,survived,5bea3b62fa6d3c28fb0b10132ab6cbcf5e7af990cdbcdda3fb385a5b163d7681
coin-heaven,primary,183296,283296,50,50,1.0,0,0,0,survived,52bbd7d502d3e0cb9135d58839b5715fe41bec1d9c16c1cdb71eac4eba10c198
coin-heaven,primary,183297,283297,50,50,1.0,0,0,0,survived,7e4004672977d3c922b08b0d9b358f5e513fc1269196c68990af5a684f1aeebd
coin-heaven,primary,183298,283298,50,50,1.0,0,1,0,survived,92c164726f547dafdc4db80f52b54c9675680a32e80d3c61d401a91bf922c873
coin-heaven,primary,183299,283299,50,50,1.0,0,1,0,survived,22229fe4279845021ebdf9ec67ae02df5ce74c31d4c8b5c7f92f5bf70cdb3242
coin-heaven,primary,183300,283300,50,50,1.0,0,0,0,survived,1f548dc9b101e2c4d88f3253d3c3006914505891d5f5e7b734b17a0f53e98447
coin-heaven,repeat,183201,283201,50,50,1.0,0,0,0,survived,16095864b1030e83b37076e13843d09eac767f8fbe841d72b97f09d48aecdb4e
coin-heaven,repeat,183202,283202,50,50,1.0,0,0,0,survived,07d06b11134d300451086d7d86b040355a52033e3b410b5afccc260a75e077fd
coin-heaven,repeat,183203,283203,50,50,1.0,0,0,0,survived,b568d7781f58559d9f678bb6cbfa639f0607a3063494e64ae3eceed57bf8d1f9
coin-heaven,repeat,183204,283204,50,50,1.0,0,1,0,survived,d0b13becf85ac1d5c6158fcb5ec8545647c4f10dd83a3bfe2949eead24ba2fd8
coin-heaven,repeat,183205,283205,50,50,1.0,0,0,0,survived,1b62418952d80e9007b442d259fc7f2a3f474d1697d25be1ee5e1b3e1f47cb6f
coin-heaven,repeat,183206,283206,50,50,1.0,0,0,0,survived,c2e0731265d0fdf03fc2e5d5b4de9f8e6c65e236c5c9cf35fec7d771e8e8c6f2
coin-heaven,repeat,183207,283207,50,50,1.0,0,0,0,survived,76aba27e0aa4654c7e6655e64fd43994517648aa59291e0f86c9174fe936e182
coin-heaven,repeat,183208,283208,50,50,1.0,0,0,0,survived,28116451ad5c70c66252b54349f6432b40b678c59b6f0c85227fd0ff9cd32de2
coin-heaven,repeat,183209,283209,50,50,1.0,0,0,0,survived,1971f183276d54e90f1fdaac67c4035f12c2ae3565be230c8612b66bd54cd7ae
coin-heaven,repeat,183210,283210,50,50,1.0,0,0,0,survived,baac2706451aa29310c197bbc87a0c5fc570b9226a93e3a593db84f5c4885364
coin-heaven,repeat,183211,283211,50,50,1.0,0,0,0,survived,3f71c62735aca974b090e420fe29921fcf2badf6840f79ba2caf9310b6d23ca8
coin-heaven,repeat,183212,283212,50,50,1.0,0,0,0,survived,f948dbf25af9e1eb3713b8c774be3c43c18cd82e69a727991d1fd376c4b98e0f
coin-heaven,repeat,183213,283213,50,50,1.0,0,0,0,survived,7465d5b4b2ac3695a4bfb5e042eccc9384770a129f224e02370f612b32965ae4
coin-heaven,repeat,183214,283214,50,50,1.0,0,1,0,survived,5ec12525027fc31f33ec6656b1d2b3600b582f53d45af1b8c6fa866a4a25278d
coin-heaven,repeat,183215,283215,50,50,1.0,0,0,0,survived,0ff7c6fbf472b92b55b1fb53d8e9a7a1e5a716022f3e12a2fd12298817b7edbd
coin-heaven,repeat,183216,283216,50,50,1.0,0,0,0,survived,759576beb0f74b89c63fb61fe2c7a8d2058bc9e8e93ecc09b00dfa79072fc85f
coin-heaven,repeat,183217,283217,50,50,1.0,0,0,0,survived,75dd2417f917952c3c53cc7ca9a9c4b0674c5e4146726ea69f348df91f13abea
coin-heaven,repeat,183218,283218,50,50,1.0,0,0,0,survived,03b1aa2bbed018349f9a763b262dc5edeb054598dea0f95b0f48faff8239d3b7
coin-heaven,repeat,183219,283219,50,50,1.0,0,0,0,survived,598a64d4a69239128315452268946ca9ad7aaac9bacd3868c9a4d501b148c19e
coin-heaven,repeat,183220,283220,50,50,1.0,0,0,0,survived,1a7bc50b0ace7819b406149c005c8310d14c0d1aca592eaa7cd32726419c49b3
coin-heaven,repeat,183221,283221,50,50,1.0,0,0,0,survived,f54f3ac740440ecc09aeaacc54585b140ed50af65109af3b8d9ab2a8e4cd671f
coin-heaven,repeat,183222,283222,50,50,1.0,0,0,0,survived,bd17a87a5ed1e7d9788c6ee12e680c606cddc0eb30dda5d20b1610c3c578b062
coin-heaven,repeat,183223,283223,50,50,1.0,0,0,0,survived,ecd0361861573872f3c961a2c733e320e2a8946ab3b84d7ce552469a9f18ecdf
coin-heaven,repeat,183224,283224,50,50,1.0,0,0,0,survived,697bceba8bd692a7a9d8d382c8b991b1f7b44289d39e2b973c8ef1190adb482a
coin-heaven,repeat,183225,283225,50,50,1.0,0,1,0,survived,764d5fad249a11d78592352412aabfb1ae6ce3dec1e097a982767a5c1b62caac
coin-heaven,repeat,183226,283226,50,50,1.0,0,0,0,survived,e8ff5afd16d9fcf747ed4ccc0b5689686412da311643f5c7115eaff4261f49f1
coin-heaven,repeat,183227,283227,50,50,1.0,0,0,0,survived,9f137739364d48e269f6716dc22188e5b565a363a9ceae2967a1de2260f9cb55
coin-heaven,repeat,183228,283228,2,50,0.04,1,1,0,killed,ae50dce16d5d81688cb94e7d1cb17afa89e4f369d4720ccc774e519f993cab6e
coin-heaven,repeat,183229,283229,50,50,1.0,0,1,0,survived,8ffd5f5a80a2121a1953dea5455309006b6f72869640dad45019c6356198e311
coin-heaven,repeat,183230,283230,50,50,1.0,0,0,0,survived,d6ea72d32495702da5c6dbea308bd6230168d326f1ba121758b7e8012f13a3d8
coin-heaven,repeat,183231,283231,50,50,1.0,0,0,0,survived,a0af9cb676c28619afd4207f8ec894da451302ee1479138551513be9bbb07869
coin-heaven,repeat,183232,283232,50,50,1.0,0,1,0,survived,2da41e2ca1994abd9254b6e4859ef79a9b956de6a6ecb653144617d12f4f6b08
coin-heaven,repeat,183233,283233,50,50,1.0,0,1,0,survived,d5e019070b70b2a565eb8264edaf548d2239f10ace0d203fa797f260a6903c2d
coin-heaven,repeat,183234,283234,50,50,1.0,0,0,0,survived,4a5c5e92fc52d9c275ee727ebb0fe6a16841b4f0e283573ae64b03609049b4fd
coin-heaven,repeat,183235,283235,2,50,0.04,1,1,0,killed,ae50dce16d5d81688cb94e7d1cb17afa89e4f369d4720ccc774e519f993cab6e
coin-heaven,repeat,183236,283236,50,50,1.0,0,0,0,survived,49ef661572f50a40d3616f6f59f3a77d21e8fc32f1fb5832a0bc16f1f74f81fa
coin-heaven,repeat,183237,283237,50,50,1.0,0,1,0,survived,34eee924d8da8545aee52d98b8e271c05c21377ebd68b37bb495500532ab29d6
coin-heaven,repeat,183238,283238,50,50,1.0,0,1,0,survived,3da1e2236d696797a7a5f635e0c15f6fd66ee47ef1709f8f476c9fd1c2673f27
coin-heaven,repeat,183239,283239,50,50,1.0,0,0,0,survived,09c0ef9246f1f6ea4f536bb08ff9f3c42afdd9dd5794942b03b8671000306255
coin-heaven,repeat,183240,283240,50,50,1.0,0,2,1,survived,535b132488b8b1c19bcb03dfa25d93ec678420ab6ecba95758b2c29f9288cdf2
coin-heaven,repeat,183241,283241,50,50,1.0,0,0,0,survived,34c01a60225c305d21bb640b7912c5eed60f9baa3eae8e8902fe534bf7bd1a49
coin-heaven,repeat,183242,283242,50,50,1.0,0,0,0,survived,aa153444c8169381e6115176e9b43e11d13ccf8916a930cbbcd5408d5d61e45d
coin-heaven,repeat,183243,283243,50,50,1.0,0,0,0,survived,b26eceb29f330f0f092e551179fe47cd7190197f57b3694f5c8b3fe2c8ebe9fc
coin-heaven,repeat,183244,283244,50,50,1.0,0,0,0,survived,ea2c933fc182bbc51780adecad052cc8ffb2ce16b6230459eb69b8e399c73f3f
coin-heaven,repeat,183245,283245,50,50,1.0,0,0,0,survived,d9f72c14f40785179501d63b398370bd74ae2cf888b4de877a8682274d6fe98a
coin-heaven,repeat,183246,283246,50,50,1.0,0,0,0,survived,bcd06817bfb5fbe6220db3cd56e850a8508bd84f4a585981a6f02dedc2ac567a
coin-heaven,repeat,183247,283247,50,50,1.0,0,0,0,survived,138f5846331a5cc06d90fc4a0d3773b816cedba5f8438a2a50c486588ba15659
coin-heaven,repeat,183248,283248,50,50,1.0,0,0,0,survived,bef0336b67c98cb673a9332b964b4f571fe1f4d9dd16f0f88605e3aab4cc1fd6
coin-heaven,repeat,183249,283249,50,50,1.0,0,2,1,survived,4412d1e701b70a966cd51150c35abe79f8cb6b4a365950f343838b4ec2b1894a
coin-heaven,repeat,183250,283250,50,50,1.0,0,0,0,survived,2f44aa9fae6f954ad847e720321a9803f16cafd427f80e5bb374e05884490afa
coin-heaven,repeat,183251,283251,50,50,1.0,0,1,0,survived,78b6af2917025f47ad6ce4816bf020432841657917a3d914c6826d8b2c878124
coin-heaven,repeat,183252,283252,50,50,1.0,0,0,0,survived,5148f6bc4d4007c7b14ea760a887e099b18f00d2e4f6f736c6b0e6cc36b0636c
coin-heaven,repeat,183253,283253,50,50,1.0,0,0,0,survived,e1b4d86edf5379dfcfec60d6cf1739049789a017ebb849f6e6cc580e9b08674b
coin-heaven,repeat,183254,283254,50,50,1.0,0,0,0,survived,d9bab26e8827cbc64212c3711312017432d1b3a327dede898818cfd44eeae9c2
coin-heaven,repeat,183255,283255,50,50,1.0,0,2,1,survived,e2719590e2c20b2ecefaaddfb877e8018b45a01e3076b386d2e8043c0b3aed6d
coin-heaven,repeat,183256,283256,4,50,0.08,1,1,0,killed,ae50dce16d5d81688cb94e7d1cb17afa89e4f369d4720ccc774e519f993cab6e
coin-heaven,repeat,183257,283257,50,50,1.0,0,0,0,survived,82eb9edeb5ed568b4142249b0b63b0637d0970a6de50bf8eabc37954aef7297f
coin-heaven,repeat,183258,283258,50,50,1.0,0,2,1,survived,438a6a1392c90cb0bd9f0d7a98395fa74f3fc2562e91584fb398d85fca2a0406
coin-heaven,repeat,183259,283259,50,50,1.0,0,0,0,survived,003fa92101f62e6411ecc150c75ed36e41d91942047a75e0d78c4937012a208e
coin-heaven,repeat,183260,283260,50,50,1.0,0,0,0,survived,2943eea0123e1b2f5ce983b98d28bf5245bf5c6976b851febe885a33562578b5
coin-heaven,repeat,183261,283261,50,50,1.0,0,0,0,survived,7971344cde131d9f74db76b6a772a069e6d75ecdcadfd1892f0e4f85164f2a8d
coin-heaven,repeat,183262,283262,50,50,1.0,0,0,0,survived,bb8e5b952a00d7135c12023ff1bd2f9bf543882685cd23227c8783a58ffe2e51
coin-heaven,repeat,183263,283263,50,50,1.0,0,0,0,survived,d580358d69eb8a24950c379e3758d85ea4233949b355eba88f2df0c01674728b
coin-heaven,repeat,183264,283264,50,50,1.0,0,0,0,survived,abfe08b3c3385d912c279f6edc05bc82c2b018992bb6b301f6caf455b62b8103
coin-heaven,repeat,183265,283265,50,50,1.0,0,1,0,survived,9e5978d8481e6488a8a0ee97e81bb1c91c511115f1f12cdfd8302fced96f7fe9
coin-heaven,repeat,183266,283266,50,50,1.0,0,0,0,survived,c106538254eeb4e24df93cc91d72d74053c0b473bdca528d4ae8642cdbf9eb56
coin-heaven,repeat,183267,283267,50,50,1.0,0,2,1,survived,b1cd952f8dd42f51848ee22461b8ec6a3cdf9316605cf1d1e19c87d02c18cf94
coin-heaven,repeat,183268,283268,50,50,1.0,0,0,0,survived,7e19ed8bccf248f49ef6f05e5b6b2244ee15d775946dc5e487ee48d59d07822a
coin-heaven,repeat,183269,283269,50,50,1.0,0,0,0,survived,ff2f9d0ef275dc1c7cde055124323d588b081f7a8cd3444f771c70be1444adb8
coin-heaven,repeat,183270,283270,50,50,1.0,0,0,0,survived,5fe39fb01d6e7a9b0cfbefe1ea5c82ad9eee468ce041bdbfae97ef7c9e20641f
coin-heaven,repeat,183271,283271,50,50,1.0,0,0,0,survived,377acba202d8f59482dfc09dd1c9d619f6b71161bfd2d5406d3385eaba9b2b17
coin-heaven,repeat,183272,283272,50,50,1.0,0,0,0,survived,cacd90be59f28cf65dc0026d57c836501f3cabb1a253c4cfb4c6197689c4f27e
coin-heaven,repeat,183273,283273,50,50,1.0,0,0,0,survived,5a214fbf1e0dc54d10f573a885a7a749204a866c4e5d45f399ea1b6df6f4baca
coin-heaven,repeat,183274,283274,50,50,1.0,0,0,0,survived,8e8f4fe8bb075f6c4e0beceefe33fb1bc55fadecc7976657e3714182d63f05f0
coin-heaven,repeat,183275,283275,50,50,1.0,0,0,0,survived,1d5f89f3b42f50b04ed6146c6f271a055968f83d9e365aaa093a38b4b505b387
coin-heaven,repeat,183276,283276,50,50,1.0,0,2,1,survived,5bc7721b80935ed4c4b4361785e28e3cb1fd08199493b6a169ec9670da762725
coin-heaven,repeat,183277,283277,50,50,1.0,0,0,0,survived,1dd97a4a09ac4ed3edde41e231c3e65048ffe23cfdfb9ac34985b866fc318bb0
coin-heaven,repeat,183278,283278,50,50,1.0,0,0,0,survived,d234f3548e55207278302671da71af9303ad1495ac3a5f089109a6aa74c38bf6
coin-heaven,repeat,183279,283279,50,50,1.0,0,0,0,survived,814664883e5f807e9896078ebae3566fe5914fd5a151bf869222f0bd3c7af1ef
coin-heaven,repeat,183280,283280,50,50,1.0,0,0,0,survived,1f3e561479d097b1486cdc3d72716bba8656a9370a4f4eeaebc70000fc67484c
coin-heaven,repeat,183281,283281,50,50,1.0,0,0,0,survived,5e772a080cc59d788fad7ea60f67d37223e54a906438e7cb6f0c007dacae36b3
coin-heaven,repeat,183282,283282,50,50,1.0,0,1,0,survived,77c2556cd7b5ff959525ed530ed5ba567c5c7a6349bd3521e29b4cbccf31d043
coin-heaven,repeat,183283,283283,50,50,1.0,0,0,0,survived,54e3716ef8b72724ab6f52549442e9119cbf69a7b7a97ce3175e7feaf2435e39
coin-heaven,repeat,183284,283284,50,50,1.0,0,1,0,survived,f6d139a7a088ca9394243433a2534834b25b649163fdfbfc5d4a5a0ea22e150f
coin-heaven,repeat,183285,283285,50,50,1.0,0,1,0,survived,096007ea4834c58115a852bc6cf55fd4c22ce16b559bdd96fad57352ea303ec0
coin-heaven,repeat,183286,283286,50,50,1.0,0,2,1,survived,eb76c0f5bd30f21aa3abdc7b2e7afbd03f9680f44d3c103fa7e6341dff73eb41
coin-heaven,repeat,183287,283287,50,50,1.0,0,0,0,survived,9aba3b7301baac5d7c3fdbe299c905ed89e191fd8fe7fafc19b8e59c9791a7d3
coin-heaven,repeat,183288,283288,50,50,1.0,0,0,0,survived,ed4bad85077d567b5e762343287aedd239249051d67b149971838736c316ed6f
coin-heaven,repeat,183289,283289,50,50,1.0,0,0,0,survived,c003175a1f20bece0da9f58576f253598bb2fd729cf2959951dc7f2e037315f2
coin-heaven,repeat,183290,283290,50,50,1.0,0,0,0,survived,faa4df2d270271c8f6426ad53c9ce2cdd6458d0f79c823bdcbd2e2e709b35b63
coin-heaven,repeat,183291,283291,50,50,1.0,0,0,0,survived,84ebfeaf6c15bd4362a6ae1d37f81848f3b10549d90bdb816b33b414e135e13e
coin-heaven,repeat,183292,283292,50,50,1.0,0,0,0,survived,db077e1673b843c92c19df98b7d121f32374a47fad589b8da1e6a93a4fe60174
coin-heaven,repeat,183293,283293,50,50,1.0,0,0,0,survived,2c3a920881da50b7e9951fd8c8f98afb9007f983bee6822ba2a28bc8cc55bd6c
coin-heaven,repeat,183294,283294,50,50,1.0,0,1,0,survived,e86169556c34035f351898ffc3155c53cd027e79e1a945efb2c8e68f6d11948e
coin-heaven,repeat,183295,283295,50,50,1.0,0,0,0,survived,5bea3b62fa6d3c28fb0b10132ab6cbcf5e7af990cdbcdda3fb385a5b163d7681
coin-heaven,repeat,183296,283296,50,50,1.0,0,0,0,survived,52bbd7d502d3e0cb9135d58839b5715fe41bec1d9c16c1cdb71eac4eba10c198
coin-heaven,repeat,183297,283297,50,50,1.0,0,0,0,survived,7e4004672977d3c922b08b0d9b358f5e513fc1269196c68990af5a684f1aeebd
coin-heaven,repeat,183298,283298,50,50,1.0,0,1,0,survived,92c164726f547dafdc4db80f52b54c9675680a32e80d3c61d401a91bf922c873
coin-heaven,repeat,183299,283299,50,50,1.0,0,1,0,survived,22229fe4279845021ebdf9ec67ae02df5ce74c31d4c8b5c7f92f5bf70cdb3242
coin-heaven,repeat,183300,283300,50,50,1.0,0,0,0,survived,1f548dc9b101e2c4d88f3253d3c3006914505891d5f5e7b734b17a0f53e98447
loot-crate,primary,183401,283401,16,50,0.32,0,34,12,step_limit,b09fd3ec56e96d5edd7cba45bf3f24143af4bc0edb514289c7c780b9d5a7726b
loot-crate,primary,183402,283402,9,50,0.18,0,20,6,step_limit,06cb38b71c801b16a1173fbf2381bb3f27f7fd8579a535403bbdbb7ccddba3ea
loot-crate,primary,183403,283403,5,50,0.1,0,6,1,step_limit,486ec3fc44805d28abc1e8a76960379586668d8ddea0528f715c786816ae0223
loot-crate,primary,183404,283404,9,50,0.18,1,26,7,killed,df619c93d299be57a92c2931c20273460e56efa38d80904eea8f50fab0ec00e7
loot-crate,primary,183405,283405,5,50,0.1,1,12,6,killed,6ca1c2ac759666971da2d28f760fb6a9d44b7267bc6a04bc3f5f68b2dd9a94bf
loot-crate,primary,183406,283406,24,50,0.48,0,86,35,step_limit,6c404b911ee54d87e83aec0942c74273b033783e180d2089a5b30792f94597fe
loot-crate,primary,183407,283407,4,50,0.08,1,11,5,killed,1da7406396b52d7862f77492c2f94b232031bfba0c12b5e3f8ed483cdcbf8918
loot-crate,primary,183408,283408,3,50,0.06,0,11,5,step_limit,d530728d70c03f7cad389eb712ea0f66b6c8344f9deff14b08f49bc57f5c9cde
loot-crate,primary,183409,283409,9,50,0.18,0,16,4,step_limit,2978be7638ed178386c7be6c48f5e60af0b20183816c500f6643709caeed811d
loot-crate,primary,183410,283410,14,50,0.28,0,31,11,step_limit,0e7cc9563a79dce0a25bb9866912ebbfbfdf06df0148387c794a0d00d543e179
loot-crate,primary,183411,283411,10,50,0.2,1,22,3,killed,77e9394db346e26fb3f4362283076f40c68c56b595274bbdd541863867a766f3
loot-crate,primary,183412,283412,13,50,0.26,1,23,3,killed,1269aa1dfcbe54b9455fe54e2e4503963bac99b469f5075e5f98d0a95fa22006
loot-crate,primary,183413,283413,29,50,0.58,0,71,17,step_limit,90c3fbb082d06cb29be4b4439fba29ffb8e4993e991d98298bd6f5dc1854a616
loot-crate,primary,183414,283414,9,50,0.18,0,28,8,step_limit,1a84d1d69e20f5028de65fc0fa0f35dd24079604ee59f31dd025db46d4e36a22
loot-crate,primary,183415,283415,3,50,0.06,0,70,23,step_limit,e4efe2a7b78c899e1c18f54ad428696952b723918ee19cfd0427eb4a4bd69e85
loot-crate,primary,183416,283416,26,50,0.52,0,65,16,step_limit,8de1193d4ed68e05cfae5021a85347ace228d36f6c725ca7f057bfb9b6d7b1d2
loot-crate,primary,183417,283417,11,50,0.22,0,44,15,step_limit,7ce7c1379c84f3665405abefcde83983d2a429778ec0141101d08b4513e456e7
loot-crate,primary,183418,283418,1,50,0.02,1,4,1,killed,0f4a113addfb4c2890afb8f592843b6966885f87c84994ac555010d42eb015e5
loot-crate,primary,183419,283419,16,50,0.32,1,51,16,killed,2d479b3d701e950be00cab5d342f2578fa5e4ffba73929f9035717386ccb05b8
loot-crate,primary,183420,283420,19,50,0.38,1,36,7,killed,d1ea8cc530c5db353168f5bd6b441bce315d158485c226dd972aafa9e9979107
loot-crate,primary,183421,283421,2,50,0.04,1,6,3,killed,a7b638a51748395f390a7a796efd1864a58c5f4a4c24ad6f3f23da4f1fac4d93
loot-crate,primary,183422,283422,4,50,0.08,0,8,3,step_limit,1faa13660ca13ac05a7ddd60ec58bee8969473999bc8195539783ec86164277b
loot-crate,primary,183423,283423,30,50,0.6,0,60,15,step_limit,b1557768da5c7c18276381d58c64b0da2db3405524b854c2e1e9f1dec0b71682
loot-crate,primary,183424,283424,7,50,0.14,0,26,12,step_limit,fb560002eb712c5f4206ae3efb6fb8e74d8a212a457f597295593e59e6a6169f
loot-crate,primary,183425,283425,22,50,0.44,0,37,8,step_limit,d71e187841c3dc42b85fa13f085787bfacb2af2733086fd5f209620083a7da97
loot-crate,primary,183426,283426,4,50,0.08,1,12,0,killed,66cc9db2859073ac98595d772883128c95827a3104a681826a35861e2fde2577
loot-crate,primary,183427,283427,4,50,0.08,0,11,3,step_limit,6832e24c963ddd192bb41f1e5c99783cb0f96d4ddcf6c4cc1284b3df94eccbad
loot-crate,primary,183428,283428,2,50,0.04,0,9,4,step_limit,9399afa8f20a95492c5e37057c63bdc9f0a2d4e10e6e125b0cc56a0992e2bbe7
loot-crate,primary,183429,283429,4,50,0.08,0,51,2,step_limit,0a4a6925ce37d6520e11c087edd0ef63bd312f3741ab1279bd082d1eca0fc6d2
loot-crate,primary,183430,283430,6,50,0.12,1,16,4,killed,ba8d4621cc1c5e3e6143e44fb8c9254132830e34ee8fc9255aceb781d2dc4b01
loot-crate,primary,183431,283431,30,50,0.6,0,60,17,step_limit,a5f5e88cb21a68495938d320cc4c98ba4c447a17cd38cfb4373ef7058d8b28b9
loot-crate,primary,183432,283432,25,50,0.5,0,63,25,step_limit,ba31234b37db482684d251d2d5e6fe860ebde308eb444530e0b79aab2fbdde89
loot-crate,primary,183433,283433,8,50,0.16,1,15,2,killed,f083cfd6b561a77d76ed82e1979a32b724b84e8310c24697dd5b9ab851d641c6
loot-crate,primary,183434,283434,22,50,0.44,0,51,12,step_limit,41a86bd65a51dcdc13281e613326df2fdbdf16c70fe9d9b83440b8f270435121
loot-crate,primary,183435,283435,11,50,0.22,0,72,22,step_limit,3819a3590208828e7cca9eb32544253b337b8dbbd1f3f441054d12869d71f6fd
loot-crate,primary,183436,283436,8,50,0.16,0,51,1,step_limit,4eaac15167843245ae9b3a7454a984030273b59e3afeb960bea6e363b434bf1c
loot-crate,primary,183437,283437,9,50,0.18,1,16,5,killed,412584bcada2d6561b4fd00ca90f97e1c37bab6179b95e0d6379336a709d68e0
loot-crate,primary,183438,283438,16,50,0.32,0,35,3,step_limit,47b0d98bb7effaecfe4b925780acc05c39766e7edb4444bfdd2531fa1aa63ffa
loot-crate,primary,183439,283439,0,50,0.0,0,50,0,step_limit,f47b133e9697aff3ca4d544f99b20863b1d82e6eec97ab71dd5ca7a608d429fb
loot-crate,primary,183440,283440,26,50,0.52,1,41,12,killed,05b671494a8171b247060fd6bd330a7aecf52304ad9d7bf3dfde5b7e25206f1c
loot-crate,primary,183441,283441,7,50,0.14,0,95,48,step_limit,302137d8285cd9402e3ed45e2b84f19c6329b1dbc866b29c6ecb3fd1013840c6
loot-crate,primary,183442,283442,3,50,0.06,1,12,1,killed,5082e3e5760ab0661266c91d1042929ee9c57e22a082415397728de9fadc861a
loot-crate,primary,183443,283443,4,50,0.08,0,7,1,step_limit,fd371cc178189cfdcc8b9a1653b412d808e8c4c0d63657f8d0d38570ff88b907
loot-crate,primary,183444,283444,18,50,0.36,0,48,13,step_limit,aac2e6eef100c7c625db6fa34478fb81546e3153f49ab3ad669e45aecb23ed9c
loot-crate,primary,183445,283445,20,50,0.4,0,39,13,step_limit,7f54293457b29dcfdd123e0fb02a83a2a3716eb5abba43b889e4ead461ff126e
loot-crate,primary,183446,283446,3,50,0.06,1,12,5,killed,afe46b35267b2714f4d4b3af7130194fb9c6971f420d006cfb5aa8cd79b55835
loot-crate,primary,183447,283447,4,50,0.08,0,51,2,step_limit,52443aa07a1b668026eea9038f42c3b7dd4e74837ba44d10e147e00ee9be6bac
loot-crate,primary,183448,283448,6,50,0.12,0,11,2,step_limit,c20ca9bce4828905ad6fb110f520e4b1cc99554bb9ac0abae1957ffdf7dfce39
loot-crate,primary,183449,283449,9,50,0.18,1,22,4,killed,06896ca6ebcefbbf3e393b00bf05471dd3e12b826f74826fe55fc097fa4dc029
loot-crate,primary,183450,283450,11,50,0.22,0,57,39,step_limit,c6d05255ffea809f54356cd4f335612953f8dd3b1766473d4209c5eed133b29d
loot-crate,primary,183451,283451,11,50,0.22,0,122,72,step_limit,38dc7dcb2a76e54e26f85b284619375c28888092e5766ffa5bd08ff242c92789
loot-crate,primary,183452,283452,9,50,0.18,0,20,2,step_limit,b730ce6ee47cb67deb99ab1b29ede4e47bc4e30f8259ec1573def95ecf76eb50
loot-crate,primary,183453,283453,20,50,0.4,0,45,16,step_limit,c10147c7393fbd163fb8cf1bb3349e37e767546772bb586af7fdeb40dd7fbdc0
loot-crate,primary,183454,283454,2,50,0.04,1,13,7,killed,b4b0e991d7afcca797c77150e6714d354b5c84c6f377d734b369f525c8606bd3
loot-crate,primary,183455,283455,17,50,0.34,1,29,11,killed,286234e39d132871a7761fb4d9e5038ca067ced19c431ad22fcb4867b4178b22
loot-crate,primary,183456,283456,4,50,0.08,1,7,2,killed,3624a20430c1aeb72e4ac21ffd5c62c9bcb3c858e1b99a33c0e7171982db7b4b
loot-crate,primary,183457,283457,19,50,0.38,0,37,12,step_limit,bacbc65be83aa08cbe40b37587ca56a9fb65f1ca4ec369399467cab3579ce211
loot-crate,primary,183458,283458,4,50,0.08,0,54,4,step_limit,1fb45aff5ef8267dd80198de78fd4019e01fb1ae215c92f74b49d09b5fcc6789
loot-crate,primary,183459,283459,28,50,0.56,0,51,10,step_limit,b14461b31ded0a33f9a9128e7c663da0c3fde4af54727d0de210b2715ccedbf7
loot-crate,primary,183460,283460,9,50,0.18,0,21,7,step_limit,1ff562df50f59baf93f45f987a5c934fa3b3061a280b0c1959ea12ebec031f00
loot-crate,primary,183461,283461,19,50,0.38,1,45,12,killed,3d5e433eebf4010678852a14f70aba38e5ad1d19dd368a896cc58b47a9c12340
loot-crate,primary,183462,283462,24,50,0.48,1,51,21,killed,ad7a6033830d7c27407719bb1e72171bfb1fbbd4be275a7a41df0e6d7bd6be40
loot-crate,primary,183463,283463,27,50,0.54,0,50,15,step_limit,e5f04c4d4bd33a1ae98171468b944cf6a6be2b7ea89b9313c75a7f92489480b5
loot-crate,primary,183464,283464,35,50,0.7,0,67,20,step_limit,7df73598bf63f68e8a0cff3e65266caa8ff0990f85b569b7f9c4695650b08226
loot-crate,primary,183465,283465,3,50,0.06,0,46,0,step_limit,34715fa161a8dcda538a0818ca4b0af415a258b8b8d906375d45b7e63f42b175
loot-crate,primary,183466,283466,5,50,0.1,0,54,3,step_limit,d07553611447090eba5279c29f691fb81f0e59b23ba9b9d21e2a54caecf771b0
loot-crate,primary,183467,283467,23,50,0.46,1,50,14,killed,219a159185e0abd50b0542461abeb8a836807b427d04499550c3b65223649d5b
loot-crate,primary,183468,283468,10,50,0.2,0,56,42,step_limit,99a31110def9992ce780e3f43ca05230c6234e2220815be1c4957fc3e758cc7a
loot-crate,primary,183469,283469,5,50,0.1,1,20,8,killed,7ed3c64ac3b0a92533dc911edf7674014c20680ed8900c0aef93cad558449e72
loot-crate,primary,183470,283470,6,50,0.12,0,59,2,step_limit,5bf35cf5cd5361f86f8b427c026087cb43211d0e2b1a6aef9b1042bf81b3ab31
