model,training_world_seed,agent_seed,evaluation_episodes,mean_coins,mean_collection_fraction,std_collection_fraction,full_clear_count,full_clear_rate,zero_coin_count,zero_coin_rate,total_coins,steps_per_coin,coins_per_100_steps,invalid_actions,attempted_actions,invalid_action_rate,action_up,action_right,action_down,action_left,action_wait,action_bomb,mean_episode_p95_ms,max_decision_time_ms,model_sha256
run-01,11006,21006,40,48.4,0.968,0.16088218336123153,38,0.95,0,0.0,1936,3.0325413223140494,32.975642990972574,2,5871,0.00034065746891500596,1635,1342,1656,1233,5,0,0.0309649109840393,0.9770393371582031,aff89e74aa8124602631c166a0e2d311d66c6aad2d91eeb0beff4db24305943b
run-02,11007,21007,40,34.3,0.686,0.31277746656327976,16,0.4,0,0.0,1372,8.553935860058308,11.69052488070893,2,11736,0.00017041581458759374,4983,901,5037,807,8,0,0.029518604278564446,1.1172294616699219,c2b8dc29decdbe8625bf44efd32d154c57e06e3d627bf83cc8d929f18003afa8
run-03,11008,21008,40,43.175,0.8634999999999999,0.19474572507733626,18,0.45,0,0.0,1727,6.438911407064273,15.530575539568344,5,11120,0.0004496402877697842,3076,2494,3089,2456,5,0,0.027699470520019524,0.2989768981933594,0bf2a5290739e593f42fd5b2898134e9146dcad39d27a4b7ffdbee3ff4685112
run-04,11009,21009,40,17.525,0.3505,0.30489973131153486,2,0.05,0,0.0,701,22.068473609129814,4.531351001939237,3,15470,0.00019392372333548803,405,1212,401,1235,12217,0,0.0270622968673706,0.5071163177490234,faa47e46cfa6d185d03b836b46f50e9f3fb992a94b521f22faee326a99c29b2e
run-05,11010,21010,40,39.125,0.7825,0.29495545078658564,13,0.325,0,0.0,1565,7.991693290734824,12.512992724074518,3466,12507,0.27712481010634044,2083,5936,2210,2276,2,0,0.028209686279296868,0.34308433532714844,f61a74d5eb97f4745f35b1da05a6433b1078abd747dd1957e3c5cbe92a1acddf
aggregate,,,200,36.505,0.7301000000000001,0.334375574953716,87,0.435,0,0.0,7301,7.766607314066566,12.875634875846501,3478,56704,0.061336060948081264,12182,11885,12393,8007,12237,0,0.02869099378585815,1.1172294616699219,
